Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
11,小鹿做头发,奥罗,CN,2022-07-11 01:03:39,1m 42s,nZDCRJT4fHQpdykr,https://classic.warcraftlogs.com/reports/nZDCRJT4fHQpdykr?fight=13&source=23&type=healing,3380.68,196,196,594,620,7,1,1,1,1,3,14007.35,Yes,0,No,Yes,Direbrew Hops,Memento of Tyrande,77.16,919.53,27.2,0,0.0,1768.98,52.33,[0LB 5I 0RG],35.71,[0LB 1I 4RG],21.43,7.14,No
12,祭水,雷德,CN,2022-07-09 08:37:00,1m 26s,tcpM1zmNbaZxjr8L,https://classic.warcraftlogs.com/reports/tcpM1zmNbaZxjr8L?fight=7&source=15&type=healing,3347.99,409,409,724,636,5,1,1,0,1,2,13603.1,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,85.95,591.71,17.67,64.44,1.92,2493.53,74.48,[1LB 0I 3RG],40.0,[1LB 1I 2RG],20.0,80.0,Yes
13,冲锋的土豆,灵风,CN,2022-08-02 00:47:34,1m 33s,c27jrxMbPYXFQk8G,https://classic.warcraftlogs.com/reports/c27jrxMbPYXFQk8G?fight=24&source=16&type=healing,3322.65,281,281,851,673,6,1,1,0,1,3,12449.51,Yes,1,No,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,27.61,193.65,5.83,0,0.0,2875.72,86.55,[0LB 0I 5RG],46.15,[0LB 1I 4RG],23.08,7.69,No
14,壁画多,奥罗,CN,2022-06-30 07:25:55,1m 19s,RZh2dt9GFbamwLnz,https://classic.warcraftlogs.com/reports/RZh2dt9GFbamwLnz?fight=17&source=40&type=healing,3301.55,248,248,661,594,7,1,1,1,1,3,15605.62,Yes,1,No,Yes,Essence of the Martyr,Lower City Prayerbook,32.04,118.58,3.59,11.71,0.35,2666.11,80.75,[0LB 0I 5RG],40.0,[0LB 0I 4RG],20.0,0.0,No
15,荷西,寒脊山小径,CN,2022-07-21 23:00:54,1m 25s,VFBhMc3YLy74PHQm,https://classic.warcraftlogs.com/reports/VFBhMc3YLy74PHQm?fight=10&source=20&type=healing,3288.05,319,319,751,675,6,1,1,0,1,3,13029.12,Yes,0,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,52.41,279.79,8.51,0,0.0,2889.26,87.87,[0LB 0I 5RG],38.46,[0LB 2I 3RG],23.08,7.69,No
16,我爱吃鸡翅膀,帕奇维克,CN,2022-07-08 10:10:07,1m 31s,rDaHmzpf4K2d7JF8,https://classic.warcraftlogs.com/reports/rDaHmzpf4K2d7JF8?fight=18&source=16&type=healing,3282.06,389,389,726,672,6,1,1,1,1,2,13342.35,Yes,2,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,38.35,92.44,2.82,0,0.0,2893.76,88.17,[0LB 1I 4RG],20.0,[0LB 0I 5RG],20.0,33.33,No
17,刘哥来也,席瓦莱恩,CN,2022-07-15 08:56:48,1m 28s,Pn3rJRYvZACqagHT,https://classic.warcraftlogs.com/reports/Pn3rJRYvZACqagHT?fight=13&source=3&type=healing,3278.96,123,123,748,657,6,1,1,2,0,2,13865.02,Yes,1,No,Yes,Memento of Tyrande,Direbrew Hops,40.64,247.47,7.55,73.95,2.26,2766.18,84.36,[0LB 0I 5RG],38.46,[1LB 0I 3RG],15.38,30.77,No
18,名媛范儿,碧玉矿洞,CN,2022-08-26 08:41:31,1m 21s,rwRpFxdMqX4jcHPA,https://classic.warcraftlogs.com/reports/rwRpFxdMqX4jcHPA?fight=16&source=19&type=healing,3269.78,421,421,695,684,6,1,1,1,0,3,13381.58,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,52.4,296.3,9.06,0,0.0,2573.25,78.7,[0LB 1I 4RG],33.33,[0LB 2I 3RG],25.0,0.0,No
19,Babychungusx,Grobbulus,US,2022-08-02 23:42:58,1m 21s,cmTMGABjQazxgL26,https://classic.warcraftlogs.com/reports/cmTMGABjQazxgL26?fight=27&source=43&type=healing,3260.94,237,237,642,650,6,1,1,2,0,2,13013.64,Yes,0,No,Yes,Essence of the Martyr,Glimmering Naaru Sliver,84.15,599.28,18.38,0,0.0,2504.43,76.8,[1LB 0I 3RG],64.29,[0LB 2I 1RG],7.14,78.57,Yes
20,小红冒,帕奇维克,CN,2022-08-19 10:06:57,1m 24s,whp9dFgQ4j1tMWYm,https://classic.warcraftlogs.com/reports/whp9dFgQ4j1tMWYm?fight=15&source=1&type=healing,3238.8,431,431,726,664,6,1,1,2,0,2,14869.84,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,36.35,99.11,3.06,150.63,4.65,2636.1,81.39,[0LB 0I 5RG],41.67,[0LB 2I 3RG],33.33,0.0,No
21,哓嘿,布鲁,CN,2022-07-16 08:22:34,1m 6s,p8BDrZg7KmtbkfAR,https://classic.warcraftlogs.com/reports/p8BDrZg7KmtbkfAR?fight=42&source=139&type=healing,3234.76,322,322,780,671,6,1,1,0,1,3,14946.89,No,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,5.61,14.56,0.45,326.91,10.11,2769.49,85.62,[0LB 0I 5RG],40.0,[0LB 1I 4RG],20.0,10.0,No
22,女子无才丶,法琳娜,CN,2022-07-30 08:50:04,1m 16s,vZw8prby7CcgYMad,https://classic.warcraftlogs.com/reports/vZw8prby7CcgYMad?fight=24&source=3&type=healing,3219.85,292,292,636,677,5,1,1,0,1,2,14418.97,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,13.17,135.47,4.21,17.58,0.55,2792.38,86.72,[0LB 0I 5RG],45.45,[0LB 1I 4RG],36.36,0.0,No
23,毒奶大王,奎尔塞拉,CN,2022-06-30 09:17:50,1m 17s,n6rdf3a9mqLKMBvw,https://classic.warcraftlogs.com/reports/n6rdf3a9mqLKMBvw?fight=38&source=31&type=healing,3209.78,431,431,803,683,6,1,1,0,1,3,14771.62,Yes,1,No,No,Memento of Tyrande,Redeemer's Alchemist Stone,0,0,0.0,216.37,6.74,2674.82,83.33,[0LB 0I 5RG],36.36,[0LB 2I 3RG],27.27,0.0,No
24,二零七四,沙尔图拉,CN,2022-06-20 08:41:54,1m 20s,tpCNgW7by3vARXcj,https://classic.warcraftlogs.com/reports/tpCNgW7by3vARXcj?fight=27&source=27&type=healing,3190.61,174,174,722,629,6,1,1,0,1,3,12974.77,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,22.54,53.25,1.67,25.52,0.8,2852.54,89.4,[0LB 0I 5RG],30.77,[0LB 1I 4RG],15.38,15.38,No
25,暗黑无敌德,龙牙,CN,2022-08-19 07:45:41,1m 22s,FtnxWM2JATwp6zg8,https://classic.warcraftlogs.com/reports/FtnxWM2JATwp6zg8?fight=25&source=5&type=healing,3188.99,311,311,832,653,6,1,1,0,1,3,14187.71,No,2,No,Yes,Direbrew Hops,Memento of Tyrande,87.68,708.54,22.22,15.15,0.48,2274.14,71.31,[1LB 0I 2RG],18.75,[1LB 1I 2RG],12.5,75.0,Yes
26,毛毛姐,德姆塞卡尔,CN,2022-07-16 08:15:39,1m 7s,gMraxCWGqdJHcVpZ,https://classic.warcraftlogs.com/reports/gMraxCWGqdJHcVpZ?fight=17&source=25&type=healing,3183.42,305,305,648,688,5,1,1,0,1,2,12413.41,Yes,1,No,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,53.46,239.64,7.53,0,0.0,2796.87,87.86,[0LB 0I 5RG],30.0,[0LB 1I 4RG],20.0,10.0,No
27,一包牛肉干,雷霆之击,CN,2022-06-14 08:51:18,1m 36s,GdkVLCWy2PthAFmb,https://classic.warcraftlogs.com/reports/GdkVLCWy2PthAFmb?fight=17&source=7&type=healing,3177.56,239,239,670,667,7,2,1,0,1,3,13230.17,Yes,2,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,7.3,23.3,0.73,0,0.0,2989.91,94.09,[0LB 0I 5RG],46.15,[0LB 1I 4RG],38.46,0.0,No
28,柚子超甜,灰烬使者,CN,2022-07-07 08:34:52,1m 24s,yBdXVHtMRpxFJ9W6,https://classic.warcraftlogs.com/reports/yBdXVHtMRpxFJ9W6?fight=24&source=12&type=healing,3176.42,260,260,812,676,6,1,1,0,1,3,14705.41,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,10.17,37.29,1.17,0,0.0,3009.63,94.75,[0LB 0I 5RG],58.33,[0LB 2I 3RG],16.67,0.0,No
29,Windrise,奥罗,CN,2022-06-18 07:09:45,1m 36s,YPNyzKa73Dmq6btX,https://classic.warcraftlogs.com/reports/YPNyzKa73Dmq6btX?fight=18&source=11&type=healing,3173.47,114,114,791,646,6,1,1,0,1,3,13730.13,Yes,0,No,Yes,Essence of the Martyr,Memento of Tyrande,22.62,105.39,3.32,156.02,4.92,2663.2,83.92,[0LB 0I 5RG],36.36,[0LB 2I 3RG],27.27,0.0,No
30,淇淇小宝,法琳娜,CN,2022-08-04 09:08:53,1m 21s,rwdkLZyCHJX1vpx3,https://classic.warcraftlogs.com/reports/rwdkLZyCHJX1vpx3?fight=28&source=21&type=healing,3172.29,481,481,734,668,5,1,1,0,1,2,14706.19,No,2,No,Yes,The Skull of Gul'dan,Redeemer's Alchemist Stone,25.42,114.7,3.62,0,0.0,2937.73,92.61,[0LB 0I 5RG],38.46,[0LB 1I 4RG],23.08,7.69,No
31,输出我不太会,辛迪加,CN,2022-08-06 09:34:05,1m 20s,kBf2Y6hRrxpXMZda,https://classic.warcraftlogs.com/reports/kBf2Y6hRrxpXMZda?fight=42&source=13&type=healing,3171.79,343,343,690,691,7,1,2,0,1,3,11462.85,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,0,0,0.0,90.83,2.86,2998.07,94.52,[0LB 0I 5RG],63.64,[0LB 1I 4RG],27.27,0.0,No
32,胸扣碎大石,维克尼拉斯,CN,2022-07-07 08:45:58,1m 6s,hfG4XpFmJT1vzWC6,https://classic.warcraftlogs.com/reports/hfG4XpFmJT1vzWC6?fight=10&source=3&type=healing,3170.71,315,315,627,660,5,1,1,2,0,1,11883.98,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,13.81,86.02,2.71,0.39,0.01,2953.58,93.15,[0LB 0I 5RG],50.0,[0LB 1I 4RG],25.0,0.0,No
33,英雄啊饶命,奎尔塞拉,CN,2022-06-23 08:12:02,1m 16s,vpCKxzyHkbf8Vgq1,https://classic.warcraftlogs.com/reports/vpCKxzyHkbf8Vgq1?fight=10&source=5&type=healing,3159.25,267,267,795,671,5,1,1,0,1,2,13512.74,Yes,1,No,Yes,Memento of Tyrande,Darkmoon Card: Blue Dragon,94.61,727.45,23.03,0,0.0,2050.15,64.89,[1LB 0I 3RG],66.67,[1LB 1I 2RG],16.67,91.67,Yes
34,Kuzrakiihing,震地者,CN,2022-06-17 08:51:19,1m 16s,QJcxdw3CAhbmNGLR,https://classic.warcraftlogs.com/reports/QJcxdw3CAhbmNGLR?fight=32&source=4&type=healing,3156.76,156,156,910,653,6,1,1,0,1,3,14938.66,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,0,0,0.0,10.63,0.34,3146.14,99.66,[0LB 0I 5RG],90.0,[0LB 0I 2RG],10.0,0.0,No
35,段团团丶,维克尼拉斯,CN,2022-06-28 01:06:55,1m 43s,zkrYJ6v7KtPdyhxC,https://classic.warcraftlogs.com/reports/zkrYJ6v7KtPdyhxC?fight=13&source=3&type=healing,3155.37,206,206,646,655,7,1,1,1,1,3,13368.62,No,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,59.71,621.78,19.71,48.51,1.54,1902.96,60.31,[0LB 0I 5RG],23.08,[0LB 4I 1RG],7.69,38.46,No
36,Sweatysocks,Faerlina,US,2022-07-13 21:17:55,2m 2s,c4wAtJYKaG23mXBF,https://classic.warcraftlogs.com/reports/c4wAtJYKaG23mXBF?fight=21&source=5&type=healing,3141.24,208,208,666,654,7,1,1,1,0,4,11401.79,No,1,Yes,No,Essence of the Martyr,Direbrew Hops,98.64,944.12,30.06,978.61,31.15,1177.62,37.49,[1LB 2I 1RG],33.33,[1LB 1I 2RG],19.05,95.24,Yes
37,梦焕,骨火,CN,2022-07-28 08:01:42,1m 27s,6GqkcaDPA72byFYM,https://classic.warcraftlogs.com/reports/6GqkcaDPA72byFYM?fight=29&source=23&type=healing,3140.52,283,283,732,658,6,1,1,0,1,3,13621.44,Yes,1,No,Yes,Redeemer's Alchemist Stone,Scarab of the Infinite Cycle,0,0,0.0,147.05,4.68,2871.24,91.43,[0LB 0I 5RG],46.15,[0LB 1I 4RG],38.46,0.0,No
38,蒙牛喝不喝,灰烬使者,CN,2022-08-06 07:58:19,1m 15s,xNkMQcnG6bRDP4Bq,https://classic.warcraftlogs.com/reports/xNkMQcnG6bRDP4Bq?fight=23&source=21&type=healing,3132.28,277,277,796,642,5,1,1,1,0,2,15365.13,Yes,1,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,0,0,0.0,171.06,5.46,2815.53,89.89,[0LB 0I 5RG],50.0,[0LB 1I 4RG],30.0,0.0,No
39,天涯晓黑黑,维希度斯,CN,2022-08-08 10:27:59,1m 28s,8cGmxwZ4KWAgpz9a,https://classic.warcraftlogs.com/reports/8cGmxwZ4KWAgpz9a?fight=16&source=2&type=healing,3130.98,237,237,777,644,6,1,1,0,1,3,11644.85,Yes,0,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,25.19,102.96,3.29,0,0.0,2810.27,89.76,[0LB 0I 5RG],41.67,[0LB 1I 4RG],33.33,16.67,No
40,财富顾问,席瓦莱恩,CN,2022-08-14 01:35:53,1m 5s,knrjNX3H1Z82DpWx,https://classic.warcraftlogs.com/reports/knrjNX3H1Z82DpWx?fight=19&source=3&type=healing,3128.66,269,269,737,667,5,1,1,1,0,2,13319.94,No,0,No,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,31.45,114.83,3.67,195.25,6.24,2735.84,87.44,[0LB 0I 5RG],55.56,[0LB 1I 3RG],11.11,11.11,No
41,撒提哇啦哇啦,德姆塞卡尔,CN,2022-07-17 07:28:51,1m 20s,qkCJWnhm6HD9t7cQ,https://classic.warcraftlogs.com/reports/qkCJWnhm6HD9t7cQ?fight=18&source=2&type=healing,3121.92,249,249,680,664,6,1,1,0,1,3,15568.85,Yes,1,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,45.2,109.45,3.51,117.96,3.78,2688.7,86.12,[0LB 0I 5RG],23.08,[0LB 0I 3RG],15.38,23.08,No
42,Flechazò,震地者,CN,2022-06-16 07:29:33,1m 48s,HM4DR6rdgv2LxPct,https://classic.warcraftlogs.com/reports/HM4DR6rdgv2LxPct?fight=23&source=8&type=healing,3118.04,327,327,737,667,6,1,1,0,1,3,11876.23,Yes,2,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,22.43,75.48,2.42,106.97,3.43,2626.12,84.22,[0LB 1I 4RG],31.25,[0LB 0I 5RG],18.75,6.25,No
43,颓废相当美,比斯巨兽,CN,2022-07-21 07:04:36,2m 8s,8NvqPCJZz7xymdMV,https://classic.warcraftlogs.com/reports/8NvqPCJZz7xymdMV?fight=20&source=48&type=healing,3115.06,444,444,723,698,6,1,1,2,1,1,12193.31,No,1,No,Yes,Bangle of Endless Blessings,Memento of Tyrande,65.0,285.11,9.15,440.51,14.14,2038.97,65.46,[0LB 2I 3RG],19.05,[0LB 1I 4RG],14.29,38.1,No
44,Obyyds,范克瑞斯,CN,2022-07-15 07:36:29,1m 6s,BRPrDmkyj3MVLY6A,https://classic.warcraftlogs.com/reports/BRPrDmkyj3MVLY6A?fight=18&source=5&type=healing,3112.13,250,250,765,671,6,1,1,1,0,3,14297.1,No,0,No,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,45.1,224.51,7.21,33.48,1.08,2297.6,73.83,[0LB 0I 5RG],22.22,[0LB 1I 4RG],22.22,11.11,No
45,告白气球,布鲁,CN,2022-08-29 06:46:01,1m 29s,KP9VDyGTgZkvHR78,https://classic.warcraftlogs.com/reports/KP9VDyGTgZkvHR78?fight=16&source=23&type=healing,3107.18,299,299,755,666,7,1,1,1,1,3,13913.76,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,12.52,56.47,1.82,53.63,1.73,2939.87,94.62,[0LB 0I 5RG],76.92,[0LB 1I 4RG],7.69,7.69,No
46,德克士,毁灭之刃,CN,2022-07-28 07:47:41,1m 35s,HMh2m8CNBxgYrbpZ,https://classic.warcraftlogs.com/reports/HMh2m8CNBxgYrbpZ?fight=18&source=2&type=healing,3106.92,207,207,804,646,6,1,1,1,1,2,12976.63,No,1,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,7.35,20.97,0.67,46.54,1.5,2727.91,87.8,[0LB 1I 4RG],66.67,[0LB 0I 5RG],25.0,0.0,No
47,艾利西妲,娅尔罗,CN,2022-07-15 08:35:52,1m 37s,4TtmcjKZdRyACNB7,https://classic.warcraftlogs.com/reports/4TtmcjKZdRyACNB7?fight=32&source=9&type=healing,3106.73,367,367,623,673,6,1,1,0,1,3,12490.11,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,15.65,53.79,1.73,323.78,10.42,2389.54,76.92,[0LB 0I 5RG],23.08,[0LB 1I 4RG],23.08,0.0,No
48,月波清霁,法尔班克斯,CN,2022-08-11 08:09:59,1m 6s,PQJ43wLZx1zDjHaN,https://classic.warcraftlogs.com/reports/PQJ43wLZx1zDjHaN?fight=21&source=17&type=healing,3097.36,310,310,904,658,5,1,1,0,1,2,14489.18,No,0,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,31.46,203.81,6.58,191.6,6.19,2145.11,69.26,[0LB 1I 4RG],30.0,[0LB 0I 5RG],20.0,20.0,No
49,生命绽放丿,灰烬使者,CN,2022-08-07 01:46:31,1m 22s,BMNpJ2j4yWf7zkGV,https://classic.warcraftlogs.com/reports/BMNpJ2j4yWf7zkGV?fight=29&source=16&type=healing,3096.58,292,292,805,664,6,1,1,0,1,3,13623.22,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,11.6,64.33,2.08,0,0.0,2898.12,93.59,[0LB 0I 5RG],72.73,[0LB 0I 4RG],18.18,0.0,No
50,锄禾曰当午,龙牙,CN,2022-08-07 00:44:21,1m 45s,qLgXZRM17tv4T8dz,https://classic.warcraftlogs.com/reports/qLgXZRM17tv4T8dz?fight=20&source=22&type=healing,3094.91,292,292,708,666,6,1,1,0,1,3,13600.46,No,1,No,No,Redeemer's Alchemist Stone,Memento of Tyrande,18.65,219.37,7.09,26.45,0.85,2750.52,88.87,[0LB 0I 5RG],38.46,[0LB 1I 4RG],23.08,23.08,No
51,兄弟你缺德嘛,无尽风暴,CN,2022-08-17 21:08:20,1m 29s,3Pk6yfvMm2Wz1Vjc,https://classic.warcraftlogs.com/reports/3Pk6yfvMm2Wz1Vjc?fight=27&source=11&type=healing,3093.19,327,327,704,673,6,1,1,1,0,3,13063.59,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,27.04,145.96,4.72,384.38,12.43,2440.89,78.91,[0LB 1I 4RG],46.67,[0LB 0I 5RG],26.67,0.0,No
52,Newool,Firemaw,EU,2022-07-21 13:27:56,1m 49s,8Q713xZmykbJvY9W,https://classic.warcraftlogs.com/reports/8Q713xZmykbJvY9W?fight=26&source=10&type=healing,3092.75,239,239,698,651,6,1,1,1,1,2,13180.14,No,1,Yes,No,Essence of the Martyr,Direbrew Hops,68.27,626.4,20.25,535.58,17.32,1648.16,53.29,[1LB 0I 3RG],16.67,[0LB 1I 4RG],11.11,55.56,No
53,山上读书人,德姆塞卡尔,CN,2022-07-21 08:19:23,1m 43s,BMDfKg9QVm8rRh4W,https://classic.warcraftlogs.com/reports/BMDfKg9QVm8rRh4W?fight=9&source=42&type=healing,3089.27,481,481,802,704,5,1,1,0,1,2,12810.13,Yes,0,No,Yes,Scarab of the Infinite Cycle,Darkmoon Card: Blue Dragon,0,0,0.0,470.66,15.24,2256.59,73.05,[0LB 1I 4RG],33.33,[0LB 0I 5RG],26.67,0.0,No
54,岚喵喵,范克瑞斯,CN,2022-07-21 06:36:41,1m 2s,r6t284gc3VLhZ9TG,https://classic.warcraftlogs.com/reports/r6t284gc3VLhZ9TG?fight=15&source=4&type=healing,3089.06,300,300,736,686,5,1,1,1,0,2,14255.19,No,1,No,No,Redeemer's Alchemist Stone,Memento of Tyrande,64.46,510.42,16.52,490.25,15.87,1340.01,43.38,[1LB 1I 1RG],20.0,[1LB 1I 2RG],20.0,70.0,Yes
55,月半蟹,雷霆之击,CN,2022-08-25 08:32:28,1m 22s,QwdGN61DzC4gHThr,https://classic.warcraftlogs.com/reports/QwdGN61DzC4gHThr?fight=29&source=10&type=healing,3086.12,216,216,617,671,5,1,1,0,1,2,13329.48,Yes,1,No,Yes,Direbrew Hops,Redeemer's Alchemist Stone,75.05,270.16,8.75,153.95,4.99,2564.37,83.09,[1LB 0I 3RG],23.53,[0LB 0I 1RG],17.65,58.82,No
56,琉璃酱大魔王,碧空之歌,CN,2022-07-11 07:13:03,1m 16s,Hnxk1gJ4j3zrbDWK,https://classic.warcraftlogs.com/reports/Hnxk1gJ4j3zrbDWK?fight=22&source=29&type=healing,3084.23,237,237,751,665,6,1,1,0,1,3,12199.85,No,2,No,Yes,The Skull of Gul'dan,Tome of Diabolic Remedy,60.19,373.06,12.1,176.93,5.74,2149.82,69.7,[0LB 2I 3RG],23.08,[0LB 0I 5RG],15.38,23.08,No
