Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
11,Gronkzilla,Remulos (AU),US,2022-08-18 08:21:22,1m 21s,bRz7J13Ngp6PXGnY,https://classic.warcraftlogs.com/reports/bRz7J13Ngp6PXGnY?fight=40&source=2&type=healing,3509.73,301,301,643,611,6,1,1,2,0,2,12916.57,Yes,1,Yes,Yes,Essence of the Martyr,Direbrew Hops,35.56,467.75,13.33,0,0.0,2855.82,81.37,[0LB 0I 5RG],58.33,[0LB 5I 0RG],8.33,8.33,No
12,白衣,帕奇维克,CN,2022-07-10 08:50:15,1m 25s,MJ43HQ8APRxwGTfv,https://classic.warcraftlogs.com/reports/MJ43HQ8APRxwGTfv?fight=49&source=4&type=healing,3468.32,328,328,796,645,6,1,1,0,1,3,11524.68,Yes,1,Yes,Yes,Bangle of Endless Blessings,Darkmoon Card: Blue Dragon,0,0,0.0,72.6,2.09,3222.55,92.91,[0LB 0I 5RG],50.0,[0LB 1I 4RG],41.67,0.0,No
13,一杯马爹利,雷霆之击,CN,2022-08-09 03:00:15,1m 37s,katpfD9j8X1Q3hbF,https://classic.warcraftlogs.com/reports/katpfD9j8X1Q3hbF?fight=33&source=1&type=healing,3442.86,267,267,815,661,6,1,1,1,1,2,13529.18,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,52.29,245.47,7.13,73.78,2.14,2976.95,86.47,[0LB 0I 5RG],37.5,[0LB 1I 4RG],18.75,18.75,No
14,别奶丶,维希度斯,CN,2022-08-11 11:02:24,1m 31s,GmFkZXYHPTM1W2v3,https://classic.warcraftlogs.com/reports/GmFkZXYHPTM1W2v3?fight=35&source=5&type=healing,3429.5,309,309,652,608,5,1,1,0,1,2,14564.85,Yes,1,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,11.85,90.09,2.63,26.65,0.78,3100.77,90.41,[0LB 0I 5RG],58.33,[0LB 1I 4RG],16.67,8.33,No
15,雪洢,哈霍兰,CN,2022-07-31 01:27:22,1m 10s,vaGpknWy9Kxcz8LX,https://classic.warcraftlogs.com/reports/vaGpknWy9Kxcz8LX?fight=26&source=21&type=healing,3424.91,303,303,760,750,5,1,1,1,1,1,9583.89,No,1,No,No,Darkmoon Card: Blue Dragon,Memento of Tyrande,52.56,421.76,12.31,1518.83,44.35,1357.52,39.64,[0LB 3I 2RG],50.0,[0LB 4I 1RG],30.0,0.0,No
16,台式排骨大王,卓越,CN,2022-08-01 09:59:43,1m 14s,vBxkazWP3VmNyRG8,https://classic.warcraftlogs.com/reports/vBxkazWP3VmNyRG8?fight=35&source=10&type=healing,3411.25,413,413,781,680,5,1,1,0,1,2,11019.17,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,22.86,84.89,2.49,87.27,2.56,3031.94,88.88,[0LB 0I 5RG],45.45,[0LB 2I 3RG],36.36,0.0,No
17,伊悔,辛洛斯,CN,2022-07-16 08:55:23,1m 19s,BAjnmGFXbavhNRzf,https://classic.warcraftlogs.com/reports/BAjnmGFXbavhNRzf?fight=45&source=34&type=healing,3407.55,242,242,757,674,6,1,1,1,1,2,11842.17,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,12.16,81.86,2.4,93.14,2.73,3090.7,90.7,[0LB 0I 5RG],50.0,[0LB 0I 2RG],8.33,8.33,No
18,沸雪酌风流,帕奇维克,CN,2022-07-07 08:07:24,1m 12s,WdJXw1axv28LqcQK,https://classic.warcraftlogs.com/reports/WdJXw1axv28LqcQK?fight=40&source=9&type=healing,3403.17,303,303,737,650,6,1,1,2,0,2,11872.74,No,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,9.61,16.31,0.48,20.0,0.59,3138.15,92.21,[0LB 1I 4RG],54.55,[0LB 0I 5RG],36.36,0.0,No
19,来世无缘,雷德,CN,2022-08-07 09:55:51,1m 30s,mQqTAzZpry9gVb6w,https://classic.warcraftlogs.com/reports/mQqTAzZpry9gVb6w?fight=49&source=689&type=healing,3391.19,269,269,700,673,5,1,1,1,0,2,14760.3,Yes,1,No,No,Redeemer's Alchemist Stone,The Skull of Gul'dan,13.49,37.92,1.12,633.95,18.69,1926.57,56.81,[0LB 1I 4RG],25.0,[0LB 0I 5RG],16.67,8.33,No
20,可樂味珍寶珠,克罗米,CN,2022-08-25 10:41:35,1m 47s,ZaP7gVmBndKfQYW2,https://classic.warcraftlogs.com/reports/ZaP7gVmBndKfQYW2?fight=32&source=12&type=healing,3390.1,330,330,832,675,8,1,1,2,1,3,18309.9,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,42.47,445.75,13.15,93.46,2.76,2407.43,71.01,[0LB 0I 5RG],31.25,[1LB 1I 2RG],12.5,25.0,No
21,힐파이버억,로크홀라,KR,2022-07-28 11:35:31,1m 39s,ZWTxYG2wrXfVhbcK,https://classic.warcraftlogs.com/reports/ZWTxYG2wrXfVhbcK?fight=22&source=15&type=healing,3372.52,206,206,767,639,6,1,1,1,1,2,15531.09,No,1,Yes,Yes,Darkmoon Card: Blue Dragon,Rejuvenating Gem,52.22,456.64,13.54,209.99,6.23,2371.27,70.31,[0LB 2I 3RG],38.46,[0LB 3I 2RG],15.38,7.69,No
22,Nep,奎尔塞拉,CN,2022-08-05 08:34:45,1m 29s,KHLX8aWpxYAr13yR,https://classic.warcraftlogs.com/reports/KHLX8aWpxYAr13yR?fight=20&source=5&type=healing,3368.95,268,268,764,679,5,1,1,1,0,2,14566.59,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,7.82,90.37,2.68,314.01,9.32,2908.08,86.32,[0LB 0I 5RG],42.86,[0LB 1I 4RG],28.57,0.0,No
23,夢花火,寒冰之王,CN,2022-08-12 08:45:31,1m 25s,x1gpbFhwvky2nrAJ,https://classic.warcraftlogs.com/reports/x1gpbFhwvky2nrAJ?fight=32&source=52&type=healing,3355.75,321,321,812,668,6,1,1,1,1,2,12398.53,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,23.1,117.67,3.51,128.97,3.84,2959.57,88.19,[0LB 0I 5RG],35.71,[0LB 1I 4RG],14.29,14.29,No
24,爆胎蓝莓粥,帕奇维克,CN,2022-06-13 23:43:52,1m 30s,a4nK7FQ83YzHmJbf,https://classic.warcraftlogs.com/reports/a4nK7FQ83YzHmJbf?fight=37&source=26&type=healing,3355.3,228,228,762,646,7,1,1,1,1,3,13367.75,Yes,1,Yes,Yes,Memento of Tyrande,Battlemaster's Alacrity,19.96,94.91,2.83,33.64,1.0,3054.56,91.04,[0LB 0I 5RG],57.14,[1LB 1I 0RG],7.14,21.43,No
25,蜜桃波波茶,祈福,CN,2022-07-18 07:25:22,1m 23s,zyhmfdk6cWPDjRTC,https://classic.warcraftlogs.com/reports/zyhmfdk6cWPDjRTC?fight=11&source=11&type=healing,3345.35,292,292,793,671,7,1,2,1,1,2,13910.82,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,15.98,74.79,2.24,0,0.0,3128.53,93.52,[0LB 0I 5RG],46.15,[0LB 0I 4RG],23.08,0.0,No
26,大笨德,震地者,CN,2022-05-31 02:14:04,1m 32s,GpnmrRZzL6V3JxKg,https://classic.warcraftlogs.com/reports/GpnmrRZzL6V3JxKg?fight=22&source=21&type=healing,3343.52,166,166,743,685,7,1,2,0,1,3,14462.93,Yes,1,Yes,Yes,Memento of Tyrande,Alchemist Stone,19.54,55.86,1.67,253.03,7.57,2960.87,88.56,[0LB 0I 5RG],46.15,[0LB 2I 3RG],15.38,7.69,No
27,生命绽放丿,灰烬使者,CN,2022-08-15 09:07:35,1m 36s,L8gVbvaJM24D6xzY,https://classic.warcraftlogs.com/reports/L8gVbvaJM24D6xzY?fight=12&source=22&type=healing,3338.38,292,292,780,664,7,2,1,1,0,3,13969.07,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,40.48,306.74,9.19,0,0.0,2836.39,84.96,[0LB 0I 5RG],38.46,[0LB 1I 4RG],15.38,15.38,No
28,天黑的趴趴,审判,CN,2022-08-19 07:20:38,1m 32s,QCjGMkqXfBw9b6Lm,https://classic.warcraftlogs.com/reports/QCjGMkqXfBw9b6Lm?fight=17&source=9&type=healing,3335.89,235,235,750,650,7,1,1,1,1,3,14324.92,Yes,1,Yes,Yes,Memento of Tyrande,Darkmoon Card: Blue Dragon,8.66,40.37,1.21,29.08,0.87,2939.03,88.1,[0LB 1I 4RG],42.86,[0LB 0I 5RG],35.71,0.0,No
29,大德大威,范沃森,CN,2022-07-14 08:51:42,1m 30s,4wCYc3maQ2JB9hgf,https://classic.warcraftlogs.com/reports/4wCYc3maQ2JB9hgf?fight=17&source=2&type=healing,3332.86,300,300,652,685,5,1,1,1,0,2,14203.03,Yes,1,Yes,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,33.38,247.74,7.43,158.77,4.76,2789.16,83.69,[0LB 1I 4RG],23.08,[0LB 0I 5RG],23.08,30.77,No
30,你系偶滴底儿,审判,CN,2022-07-15 08:20:42,1m 43s,zTq2b9x3QcLdWF1N,https://classic.warcraftlogs.com/reports/zTq2b9x3QcLdWF1N?fight=29&source=13&type=healing,3328.06,269,269,820,664,7,1,1,1,1,3,14461.45,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,22.24,208.02,6.25,551.03,16.56,2398.16,72.06,[0LB 1I 4RG],28.57,[0LB 2I 3RG],14.29,0.0,No
31,崔玉凤,水晶之牙,CN,2022-07-16 09:20:57,1m 32s,9PaW48vhkpGfDR2H,https://classic.warcraftlogs.com/reports/9PaW48vhkpGfDR2H?fight=47&source=24&type=healing,3323.89,253,253,807,663,6,1,1,0,1,3,15743.32,Yes,0,No,Yes,Lower City Prayerbook,Direbrew Hops,24.03,63.03,1.9,0,0.0,3129.35,94.15,[0LB 0I 5RG],50.0,[0LB 1I 4RG],16.67,0.0,No
32,Kuzrakiihing,震地者,CN,2022-06-17 09:24:39,1m 8s,8LTZJGPkzxpF6H7f,https://classic.warcraftlogs.com/reports/8LTZJGPkzxpF6H7f?fight=42&source=4&type=healing,3306.51,156,156,910,653,6,1,1,0,1,3,9938.28,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,0,0,0.0,61.6,1.86,3175.1,96.03,[0LB 0I 5RG],75.0,[0LB 1I 4RG],25.0,0.0,No
33,卧虎灬,寒脊山小径,CN,2022-07-22 08:19:28,1m 15s,aPpKhZ6Qk74fwXjq,https://classic.warcraftlogs.com/reports/aPpKhZ6Qk74fwXjq?fight=26&source=4&type=healing,3304.89,375,342,772,687,6,1,1,0,1,3,12394.96,Yes,0,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,48.0,155.7,4.71,0,0.0,3015.67,91.25,[0LB 0I 5RG],41.67,[0LB 1I 3RG],16.67,8.33,No
34,极品鹌鹑,巴罗夫,CN,2022-07-15 23:38:09,1m 22s,yMx8BDPhavGqRzAC,https://classic.warcraftlogs.com/reports/yMx8BDPhavGqRzAC?fight=41&source=1&type=healing,3294.8,247,247,788,664,7,1,1,1,1,3,13112.64,Yes,1,No,Yes,Memento of Tyrande,Essence of the Martyr,16.86,95.1,2.89,55.44,1.68,2997.24,90.97,[0LB 0I 5RG],36.36,[0LB 1I 4RG],36.36,9.09,No
35,荷醒擎雨时,卓越,CN,2022-08-18 08:45:06,1m 20s,Jvfbm9Aa7hxN8CpD,https://classic.warcraftlogs.com/reports/Jvfbm9Aa7hxN8CpD?fight=32&source=4&type=healing,3288.92,400,400,680,661,7,1,1,1,1,3,11878.38,No,1,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,33.63,180.94,5.5,208.81,6.35,2620.68,79.68,[0LB 0I 5RG],33.33,[0LB 2I 3RG],25.0,0.0,No
36,二零七四,沙尔图拉,CN,2022-08-11 08:27:44,1m 24s,z1Wx6GHKmwnbQatR,https://classic.warcraftlogs.com/reports/z1Wx6GHKmwnbQatR?fight=29&source=5&type=healing,3280.9,299,299,784,674,7,1,1,1,1,3,13934.28,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,22.13,66.94,2.04,50.1,1.53,2998.75,91.4,[0LB 0I 5RG],25.0,[0LB 1I 4RG],25.0,8.33,No
37,自然之力丶,毁灭之刃,CN,2022-08-11 10:03:53,1m 18s,dPbDMVZ9aJq6F8nT,https://classic.warcraftlogs.com/reports/dPbDMVZ9aJq6F8nT?fight=52&source=7&type=healing,3280.32,332,332,675,661,5,1,1,1,0,2,12321.01,Yes,1,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,29.62,314.62,9.59,192.63,5.87,2724.99,83.07,[0LB 0I 5RG],38.46,[0LB 0I 1RG],15.38,23.08,No
38,怪盗基徳,雷德,CN,2022-07-08 09:32:03,1m 47s,V2ThJ9CLmwyDK8Rn,https://classic.warcraftlogs.com/reports/V2ThJ9CLmwyDK8Rn?fight=42&source=5&type=healing,3278.82,332,332,683,691,7,1,2,1,1,2,14898.81,Yes,1,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,55.69,272.25,8.3,161.35,4.92,2249.35,68.6,[0LB 2I 3RG],26.67,[0LB 3I 2RG],20.0,13.33,No
39,胸扣碎大石,维克尼拉斯,CN,2022-07-07 09:28:44,1m 22s,6MNm9pJBbKCtdvQA,https://classic.warcraftlogs.com/reports/6MNm9pJBbKCtdvQA?fight=26&source=3&type=healing,3275.06,315,315,602,660,5,1,1,2,0,1,13169.19,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,28.57,79.06,2.41,0,0.0,2926.32,89.35,[0LB 1I 4RG],36.36,[0LB 0I 5RG],27.27,9.09,No
40,Beat,巴罗夫,CN,2022-06-20 10:25:20,1m 40s,avt138ZRHYgXp2Qz,https://classic.warcraftlogs.com/reports/avt138ZRHYgXp2Qz?fight=40&source=33&type=healing,3265.56,254,254,712,673,7,2,1,0,1,3,14205.34,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,10.85,44.94,1.38,255.4,7.82,2819.24,86.33,[0LB 0I 5RG],50.0,[0LB 1I 4RG],21.43,7.14,No
41,林奚,寒冰之王,CN,2022-08-11 07:37:26,1m 20s,ym1L3TPxvk2rwaVc,https://classic.warcraftlogs.com/reports/ym1L3TPxvk2rwaVc?fight=23&source=16&type=healing,3258.11,345,345,650,660,6,1,1,0,1,3,13910.33,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,63.85,380.69,11.68,26.89,0.83,2625.66,80.59,[0LB 1I 2RG],15.38,[0LB 1I 4RG],15.38,23.08,No
42,肥鸟拯救世界,奥金斧,CN,2022-08-19 09:21:33,1m 10s,MZPkxrzYTKG6pC27,https://classic.warcraftlogs.com/reports/MZPkxrzYTKG6pC27?fight=29&source=3&type=healing,3247.31,309,309,709,675,6,1,1,0,1,3,11395.83,Yes,1,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,0,0,0.0,0,0.0,3097.23,95.38,[0LB 0I 5RG],70.0,[0LB 2I 3RG],10.0,0.0,No
43,英雄啊饶命,奎尔塞拉,CN,2022-07-14 08:17:48,1m 36s,3yQHRxvamX2L7bK9,https://classic.warcraftlogs.com/reports/3yQHRxvamX2L7bK9?fight=48&source=16&type=healing,3247.19,355,355,757,683,6,1,1,0,1,3,14190.82,Yes,1,Yes,Yes,Memento of Tyrande,Darkmoon Card: Blue Dragon,98.17,914.89,28.17,76.45,2.35,1979.8,60.97,[1LB 2I 2RG],20.0,[1LB 0I 4RG],13.33,73.33,Yes
44,雲知道,怒炉,CN,2022-07-24 08:13:25,1m 30s,KYNjDgyQZmMqPbTG,https://classic.warcraftlogs.com/reports/KYNjDgyQZmMqPbTG?fight=44&source=19&type=healing,3243.55,74,74,732,662,6,1,2,1,0,2,13642.05,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,0,0,0.0,258.27,7.96,2924.48,90.16,[0LB 0I 5RG],50.0,[0LB 1I 4RG],21.43,0.0,No
45,柚彩,骨火,CN,2022-07-28 10:28:44,1m 25s,wHQ17mMv36BndCFp,https://classic.warcraftlogs.com/reports/wHQ17mMv36BndCFp?fight=32&source=3&type=healing,3243.38,270,270,770,636,6,1,1,1,1,2,12372.28,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,22.42,113.86,3.51,0,0.0,3006.62,92.7,[0LB 0I 5RG],57.14,[0LB 1I 4RG],14.29,7.14,No
46,奶的不能呼吸,埃提耶什,CN,2022-05-27 08:26:36,1m 42s,x4tz9gHrbXwTZmjR,https://classic.warcraftlogs.com/reports/x4tz9gHrbXwTZmjR?fight=31&source=75&type=healing,3240.29,174,174,738,643,7,1,1,1,1,3,14663.15,Yes,1,Yes,No,Direbrew Hops,Memento of Tyrande,9.45,32.64,1.01,0,0.0,3123.33,96.39,[0LB 0I 5RG],50.0,[0LB 1I 4RG],25.0,0.0,No
47,休玛丶,布鲁,CN,2022-08-27 09:13:13,1m 23s,vpGXHVcAhwPmygxT,https://classic.warcraftlogs.com/reports/vpGXHVcAhwPmygxT?fight=42&source=6&type=healing,3233.4,289,289,822,665,7,1,1,1,1,3,12985.69,Yes,0,Yes,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,25.06,58.5,1.81,229.4,7.09,2944.13,91.05,[0LB 0I 5RG],46.15,[0LB 1I 4RG],15.38,7.69,No
48,氢硫化钠,奥罗,CN,2022-07-18 09:18:35,1m 10s,ZgMwBWX6rc1TzvnV,https://classic.warcraftlogs.com/reports/ZgMwBWX6rc1TzvnV?fight=41&source=21&type=healing,3227.72,488,488,691,660,6,1,1,0,1,3,10742.61,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Shifting Naaru Sliver,31.7,103.4,3.2,92.13,2.85,2645.6,81.97,[0LB 1I 4RG],45.45,[0LB 0I 5RG],27.27,9.09,No
49,Day,艾隆纳亚,CN,2022-08-08 09:00:55,1m 33s,Qab8YHxnrCqJ2dh9,https://classic.warcraftlogs.com/reports/Qab8YHxnrCqJ2dh9?fight=20&source=27&type=healing,3224.54,329,329,798,650,7,1,1,1,1,3,13646.78,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,22.33,65.81,2.04,32.17,1.0,2899.54,89.92,[0LB 0I 5RG],46.15,[0LB 1I 4RG],38.46,0.0,No
50,丨梁山伯丨,灰烬使者,CN,2022-07-05 11:16:26,1m 28s,2djZXKPvYJhNDnQ7,https://classic.warcraftlogs.com/reports/2djZXKPvYJhNDnQ7?fight=59&source=32&type=healing,3223.54,239,239,875,701,7,1,1,1,1,3,15526.63,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,43.76,124.26,3.85,76.02,2.36,2896.37,89.85,[0LB 0I 5RG],33.33,[0LB 2I 3RG],25.0,0.0,No
51,梦焕,骨火,CN,2022-06-30 08:16:54,1m 9s,ayx43LGTvjC97nWw,https://classic.warcraftlogs.com/reports/ayx43LGTvjC97nWw?fight=34&source=45&type=healing,3223.07,283,283,732,655,6,1,1,0,1,3,11482.33,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,0,0,0.0,0,0.0,3136.64,97.32,[0LB 0I 5RG],70.0,[0LB 1I 4RG],20.0,0.0,No
52,猫猫,湖畔镇,CN,2022-08-22 08:31:52,1m 31s,ZxrYX96J8Pm1QKn7,https://classic.warcraftlogs.com/reports/ZxrYX96J8Pm1QKn7?fight=12&source=17&type=healing,3214.54,371,371,784,667,7,1,1,1,1,3,13518.27,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,0,0,0.0,168.25,5.23,2862.62,89.05,[0LB 0I 5RG],41.67,[0LB 2I 3RG],25.0,0.0,No
53,青乄山,艾隆纳亚,CN,2022-05-29 08:06:44,1m 36s,G93htvrVnNRmzfxc,https://classic.warcraftlogs.com/reports/G93htvrVnNRmzfxc?fight=18&source=36&type=healing,3210.57,182,182,543,631,6,1,2,1,0,2,14891.13,Yes,1,Yes,No,Essence of the Martyr,Alchemist Stone,34.13,498.93,15.54,174.04,5.42,2432.28,75.76,[0LB 0I 5RG],38.46,[0LB 1I 4RG],23.08,23.08,No
54,小新小新,狮心,CN,2022-07-18 08:55:36,1m 25s,wV9JftrKpk76gz1x,https://classic.warcraftlogs.com/reports/wV9JftrKpk76gz1x?fight=29&source=5&type=healing,3210.33,289,289,853,662,6,1,1,1,1,2,12838.01,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,81.82,455.28,14.18,48.95,1.52,2351.47,73.25,[0LB 1I 3RG],13.33,[0LB 2I 3RG],13.33,26.67,No
55,Wtbtreeform,Whitemane,US,2022-08-23 21:22:24,1m 20s,xTyvBHf4LFcdk3jD,https://classic.warcraftlogs.com/reports/xTyvBHf4LFcdk3jD?fight=42&source=3&type=healing,3209.56,358,358,613,617,6,1,1,1,1,2,12511.45,No,1,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,29.3,420.93,13.11,262.72,8.19,2416.82,75.3,[0LB 0I 5RG],38.46,[0LB 2I 3RG],15.38,15.38,No
56,站在我身后吧,无尽风暴,CN,2022-08-18 23:19:09,1m 32s,LQbJDzg2dYXm1MBj,https://classic.warcraftlogs.com/reports/LQbJDzg2dYXm1MBj?fight=51&source=23&type=healing,3206.21,437,437,723,682,7,1,1,1,1,3,13615.27,Yes,1,Yes,Yes,Battlemaster's Alacrity,Redeemer's Alchemist Stone,20.03,89.37,2.79,133.02,4.15,2964.97,92.48,[0LB 0I 5RG],62.5,[0LB 1I 4RG],12.5,12.5,No
