Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
11,毛毛姐,德姆塞卡尔,CN,2022-07-16 08:15:39,1m 2s,gMraxCWGqdJHcVpZ,https://classic.warcraftlogs.com/reports/gMraxCWGqdJHcVpZ?fight=17&source=25&type=healing,3104.86,305,305,648,688,5,1,1,0,1,2,14061.91,Yes,0,Yes,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,64.06,224.66,7.24,0,0.0,2608.83,84.02,[0LB 1I 4RG],27.27,[1LB 0I 4RG],18.18,36.36,No
12,Me,奥罗,CN,2022-07-14 08:22:28,1m 22s,Xd6kG34w1P2ZaxnD,https://classic.warcraftlogs.com/reports/Xd6kG34w1P2ZaxnD?fight=11&source=15&type=healing,3102.16,177,177,827,678,7,1,1,1,1,3,15801.34,No,1,Yes,Yes,Darkmoon Card: Blue Dragon,Scarab of the Infinite Cycle,89.65,687.74,22.17,317.94,10.25,1652.1,53.26,[1LB 0I 1RG],14.29,[1LB 1I 2RG],14.29,78.57,Yes
13,坐墙头等绿杏,莫格莱尼,CN,2022-08-25 07:40:32,1m 22s,PhL7b8Gp2YKnfvy9,https://classic.warcraftlogs.com/reports/PhL7b8Gp2YKnfvy9?fight=23&source=4&type=healing,3091.85,330,330,608,622,7,1,1,2,0,3,15638.16,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,31.46,104.04,3.36,59.38,1.92,2864.07,92.63,[0LB 0I 5RG],57.14,[0LB 2I 3RG],14.29,21.43,No
14,打杂德,厄运之槌,CN,2022-07-04 08:03:14,1m 23s,XQWa1mDYhC73wBKy,https://classic.warcraftlogs.com/reports/XQWa1mDYhC73wBKy?fight=27&source=13&type=healing,3087.8,242,242,839,689,6,1,1,0,1,3,15411.36,Yes,1,Yes,Yes,Alchemist Stone,Memento of Tyrande,24.97,128.22,4.15,64.98,2.1,2677.5,86.71,[0LB 1I 4RG],35.71,[0LB 0I 5RG],28.57,14.29,No
15,Jasedruid,Benediction,US,2022-08-04 22:34:44,1m 19s,d18QGYDpCymZvMng,https://classic.warcraftlogs.com/reports/d18QGYDpCymZvMng?fight=20&source=14&type=healing,3075.6,347,347,574,660,6,1,1,1,1,2,16221.82,Yes,0,Yes,No,Direbrew Hops,Essence of the Martyr,96.74,815.38,26.51,179.99,5.85,1749.4,56.88,[1LB 1I 2RG],23.08,[1LB 0I 4RG],15.38,92.31,Yes
16,一包牛肉干,雷霆之击,CN,2022-06-14 08:51:18,1m 27s,GdkVLCWy2PthAFmb,https://classic.warcraftlogs.com/reports/GdkVLCWy2PthAFmb?fight=17&source=7&type=healing,3070.14,239,239,670,667,7,2,1,0,1,3,14529.06,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,17.05,154.15,5.02,13.64,0.44,2744.81,89.4,[0LB 0I 5RG],42.86,[0LB 1I 4RG],28.57,14.29,No
17,一杯马爹利,雷霆之击,CN,2022-08-16 08:01:29,1m 50s,rCXAfBknF7cqVhKt,https://classic.warcraftlogs.com/reports/rCXAfBknF7cqVhKt?fight=17&source=19&type=healing,3067.45,267,267,815,661,7,2,1,0,1,3,14302.54,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,22.33,80.5,2.62,26.22,0.85,2874.03,93.69,[0LB 0I 5RG],55.56,[0LB 1I 4RG],16.67,16.67,No
18,嘚瑟小秋秋,奥罗,CN,2022-06-27 09:50:38,1m 21s,vYkbjyhdgTQrHp83,https://classic.warcraftlogs.com/reports/vYkbjyhdgTQrHp83?fight=47&source=9&type=healing,3057.72,146,146,663,627,6,1,1,0,1,3,15699.89,Yes,1,Yes,Yes,Essence of the Martyr,Tome of Diabolic Remedy,30.11,110.47,3.61,0,0.0,2649.38,86.65,[0LB 1I 4RG],33.33,[0LB 0I 5RG],33.33,25.0,No
19,阿斯塔,沙顶,CN,2022-07-29 07:36:23,1m 2s,yDcbN1gwk4dY9rQ8,https://classic.warcraftlogs.com/reports/yDcbN1gwk4dY9rQ8?fight=15&source=13&type=healing,3050.9,301,301,781,645,5,1,1,0,1,2,13416.18,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,18.61,66.07,2.17,82.02,2.69,2736.98,89.71,[0LB 0I 5RG],40.0,[0LB 1I 4RG],20.0,20.0,No
20,Yikond,维希度斯,CN,2022-07-24 01:40:59,1m 44s,61HWw8PyRKBvjfVt,https://classic.warcraftlogs.com/reports/61HWw8PyRKBvjfVt?fight=22&source=64&type=healing,3048.85,312,312,683,669,6,1,1,1,1,2,14194.7,Yes,1,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,16.08,150.55,4.94,77.86,2.55,2699.57,88.54,[0LB 0I 5RG],47.06,[0LB 1I 4RG],11.76,17.65,No
21,卿丶小蛮,安娜丝塔丽,CN,2022-07-29 08:27:58,1m 15s,H6PnRBKgYX2p7jGm,https://classic.warcraftlogs.com/reports/H6PnRBKgYX2p7jGm?fight=23&source=6&type=healing,3047.53,363,363,662,644,6,1,1,0,1,3,16264.02,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,21.31,80.61,2.65,98.22,3.22,2815.69,92.39,[0LB 0I 5RG],69.23,[1LB 2I 2RG],7.69,15.38,No
22,柚彩,骨火,CN,2022-07-01 09:54:24,1m 31s,TgZj9JWdvHY7n6zc,https://classic.warcraftlogs.com/reports/TgZj9JWdvHY7n6zc?fight=26&source=21&type=healing,3044.69,270,270,761,636,7,1,1,1,1,3,13813.72,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,83.01,344.24,11.31,63.93,2.1,2283.66,75.0,[1LB 0I 2RG],11.11,[0LB 0I 4RG],11.11,61.11,No
23,假奶亮,巴罗夫,CN,2022-07-14 07:55:40,1m 11s,Q1NJKx3bjcmMHaBv,https://classic.warcraftlogs.com/reports/Q1NJKx3bjcmMHaBv?fight=12&source=11&type=healing,3043.22,313,313,741,653,5,1,0,1,0,3,15039.62,Yes,1,Yes,Yes,Direbrew Hops,Darkmoon Card: Blue Dragon,94.12,903.05,29.67,390.14,12.82,1498.44,49.24,[1LB 0I 1RG],20.0,[2LB 1I 2RG],13.33,93.33,Yes
24,财富顾问,席瓦莱恩,CN,2022-08-14 01:35:53,1m 3s,knrjNX3H1Z82DpWx,https://classic.warcraftlogs.com/reports/knrjNX3H1Z82DpWx?fight=19&source=3&type=healing,3036.58,269,269,737,667,5,1,1,1,0,2,16227.58,No,1,Yes,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,87.2,644.43,21.22,283.42,9.33,1896.64,62.46,[1LB 0I 4RG],16.67,[2LB 1I 1RG],8.33,58.33,No
25,台式排骨大王,卓越,CN,2022-08-01 09:42:12,1m 29s,vBxkazWP3VmNyRG8,https://classic.warcraftlogs.com/reports/vBxkazWP3VmNyRG8?fight=25&source=10&type=healing,3033.94,413,413,781,680,5,1,1,0,1,2,13807.39,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,15.2,35.25,1.16,0.0,0.0,2921.5,96.29,[0LB 0I 5RG],84.62,[3LB 1I 1RG],7.69,7.69,No
26,Chuana,震地者,CN,2022-07-17 09:33:35,1m 2s,3KkA9PJ27jZWQfpF,https://classic.warcraftlogs.com/reports/3KkA9PJ27jZWQfpF?fight=32&source=20&type=healing,3031.44,198,198,781,687,6,1,1,0,1,3,16408.03,Yes,1,Yes,Yes,Essence of the Martyr,Darkmoon Card: Blue Dragon,11.16,25.22,0.83,139.2,4.59,2648.74,87.38,[0LB 0I 5RG],55.56,[0LB 2I 3RG],22.22,11.11,No
27,泻停封,巨人追猎者,CN,2022-07-22 09:15:05,0m 59s,XcL7dhHw92B3jrAv,https://classic.warcraftlogs.com/reports/XcL7dhHw92B3jrAv?fight=37&source=15&type=healing,3028.9,344,344,729,654,5,1,1,0,1,2,15283.65,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,87.68,1063.53,35.11,182.19,6.02,1203.0,39.72,[2LB 4I 0RG],16.67,[2LB 0I 2RG],8.33,58.33,No
28,我爱吃鸡翅膀,帕奇维克,CN,2022-08-19 07:25:46,1m 14s,NpQdjXz6MxP34J8C,https://classic.warcraftlogs.com/reports/NpQdjXz6MxP34J8C?fight=10&source=6&type=healing,3028.35,421,421,751,664,6,1,1,1,1,2,15186.31,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,63.69,359.71,11.88,4.66,0.15,2402.83,79.34,[0LB 0I 1RG],14.29,[1LB 0I 3RG],14.29,50.0,No
29,祭随,雷德,CN,2022-07-16 08:48:09,0m 59s,86XBcjtpgvACQDHr,https://classic.warcraftlogs.com/reports/86XBcjtpgvACQDHr?fight=37&source=33&type=healing,3024.12,387,387,756,633,5,1,1,0,1,2,13939.42,Yes,0,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,92.31,928.68,30.71,86.35,2.86,1746.08,57.74,[1LB 0I 3RG],27.27,[1LB 2I 2RG],27.27,81.82,Yes
30,Yikond,维希度斯,CN,2022-08-24 08:29:18,1m 32s,LbkFdXjA9Jt2ZyYB,https://classic.warcraftlogs.com/reports/LbkFdXjA9Jt2ZyYB?fight=23&source=1&type=healing,3021.88,312,312,683,669,6,1,1,0,1,3,15713.38,Yes,0,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,12.97,77.51,2.56,55.23,1.83,2530.54,83.74,[0LB 1I 4RG],33.33,[0LB 0I 5RG],25.0,8.33,No
31,丨乱舞丨,席瓦莱恩,CN,2022-07-15 10:03:03,1m 0s,8XTgdjvFbpyNrW2z,https://classic.warcraftlogs.com/reports/8XTgdjvFbpyNrW2z?fight=36&source=14&type=healing,3016.82,292,292,662,665,5,1,1,1,0,2,14534.74,No,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,92.56,981.96,32.55,219.82,7.29,1770.82,58.7,[1LB 2I 3RG],20.0,[0LB 1I 1RG],10.0,90.0,Yes
32,一杯马爹利,雷霆之击,CN,2022-08-02 08:27:48,2m 22s,NAKB61RyxWgDktH9,https://classic.warcraftlogs.com/reports/NAKB61RyxWgDktH9?fight=21&source=2&type=healing,3005.11,267,267,815,661,6,1,1,1,1,2,13861.1,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,17.93,154.94,5.16,87.5,2.91,2655.27,88.36,[0LB 0I 5RG],45.0,[0LB 1I 4RG],35.0,20.0,No
33,小新小新,狮心,CN,2022-07-01 09:01:15,1m 31s,L4DCVByvP2zxKcdT,https://classic.warcraftlogs.com/reports/L4DCVByvP2zxKcdT?fight=16&source=16&type=healing,3001.94,289,289,853,662,6,1,1,1,1,2,14293.34,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,69.8,466.74,15.55,58.23,1.94,2187.95,72.88,[0LB 3I 2RG],12.5,[0LB 0I 5RG],12.5,43.75,No
34,正义伙伴,霜语,CN,2022-08-05 08:17:14,1m 21s,dmp3kRhbaCDxGAVy,https://classic.warcraftlogs.com/reports/dmp3kRhbaCDxGAVy?fight=29&source=11&type=healing,3001.94,364,364,726,667,6,1,1,1,1,2,16448.24,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,45.1,407.16,13.56,116.49,3.88,1944.95,64.79,[0LB 0I 5RG],23.08,[0LB 1I 4RG],15.38,23.08,No
35,守黑,秩序之源,CN,2022-08-12 02:28:54,1m 43s,2F6Rg7aNrcGpdCt9,https://classic.warcraftlogs.com/reports/2F6Rg7aNrcGpdCt9?fight=23&source=6&type=healing,2998.73,299,299,762,636,7,1,1,1,1,3,16376.31,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,18.88,31.54,1.05,0,0.0,2862.03,95.44,[0LB 0I 5RG],56.25,[0LB 1I 4RG],25.0,6.25,No
36,Stuuri,Gehennas,EU,2022-08-03 12:05:46,1m 12s,kJDAHxg9NWBaRTzw,https://classic.warcraftlogs.com/reports/kJDAHxg9NWBaRTzw?fight=12&source=10&type=healing,2996.66,245,245,713,652,6,1,1,0,1,3,16225.94,No,0,Yes,No,Essence of the Martyr,Memento of Tyrande,99.66,1604.91,53.56,1069.88,35.7,216.91,7.24,[2LB 4I 0RG],41.67,[2LB 3I 0RG],16.67,100.0,Yes
37,馒头挠耳朵,维克洛尔,CN,2022-06-09 08:12:08,1m 56s,7vR8JkmpBbdy9M2j,https://classic.warcraftlogs.com/reports/7vR8JkmpBbdy9M2j?fight=27&source=11&type=healing,2996.29,247,247,718,680,7,1,1,1,1,3,13853.02,Yes,1,Yes,No,Alchemist Stone,Bangle of Endless Blessings,23.55,119.34,3.98,133.91,4.47,2654.47,88.59,[0LB 0I 5RG],50.0,[0LB 0I 2RG],6.25,12.5,No
38,Kuzrakiihing,震地者,CN,2022-06-17 08:51:19,1m 3s,8KZtNFn1YrX6BwDq,https://classic.warcraftlogs.com/reports/8KZtNFn1YrX6BwDq?fight=32&source=4&type=healing,2995.65,156,156,910,653,6,1,1,0,1,3,16257.89,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,11.07,52.8,1.76,81.05,2.71,2575.87,85.99,[0LB 0I 5RG],55.56,[0LB 1I 2RG],11.11,11.11,No
39,伊悔,辛洛斯,CN,2022-07-16 08:40:14,1m 25s,BAjnmGFXbavhNRzf,https://classic.warcraftlogs.com/reports/BAjnmGFXbavhNRzf?fight=39&source=34&type=healing,2992.01,242,242,757,674,6,1,1,1,1,2,14414.55,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,21.45,180.53,6.03,93.02,3.11,2598.35,86.84,[0LB 0I 5RG],46.15,[0LB 1I 4RG],23.08,15.38,No
40,糖糖哒唔,匕首岭,CN,2022-08-18 01:51:55,1m 6s,PkgvnpHTxQdK7aYG,https://classic.warcraftlogs.com/reports/PkgvnpHTxQdK7aYG?fight=27&source=12&type=healing,2989.7,494,494,717,667,5,1,1,1,0,2,15224.0,Yes,1,Yes,Yes,The Skull of Gul'dan,Redeemer's Alchemist Stone,98.08,639.25,21.38,134.67,4.5,1956.85,65.45,[1LB 0I 3RG],23.08,[1LB 1I 3RG],23.08,92.31,Yes
41,小母牛回家,维克洛尔,CN,2022-07-27 10:21:31,1m 56s,Fnf2CwYH918DAGBa,https://classic.warcraftlogs.com/reports/Fnf2CwYH918DAGBa?fight=80&source=104&type=healing,2988.92,170,170,709,674,7,1,1,1,1,3,14805.02,Yes,1,Yes,Yes,Direbrew Hops,Memento of Tyrande,90.36,663.12,22.19,336.42,11.26,1866.08,62.43,[1LB 0I 3RG],20.0,[1LB 1I 1RG],15.0,90.0,Yes
42,顶级植物人,辛迪加,CN,2022-08-06 03:37:34,1m 12s,Layv8ZW64XMDdxck,https://classic.warcraftlogs.com/reports/Layv8ZW64XMDdxck?fight=25&source=11&type=healing,2988.76,257,257,879,696,6,1,1,1,1,2,15008.89,No,0,Yes,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,83.88,547.66,18.32,76.54,2.56,1521.74,50.92,[0LB 0I 1RG],15.38,[2LB 1I 1RG],7.69,46.15,No
43,左右妈咪,怒炉,CN,2022-08-04 07:48:24,1m 29s,Z3WJ7nXYdvhjCpPk,https://classic.warcraftlogs.com/reports/Z3WJ7nXYdvhjCpPk?fight=87&source=383&type=healing,2987.08,196,196,776,672,7,1,1,1,1,3,18122.03,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,60.67,221.46,7.41,180.32,6.04,2327.44,77.92,[0LB 1I 4RG],21.43,[0LB 0I 5RG],14.29,21.43,No
44,陶江虎,奥罗,CN,2022-06-25 07:20:51,1m 25s,FfVR78vacGjDhqNW,https://classic.warcraftlogs.com/reports/FfVR78vacGjDhqNW?fight=24&source=38&type=healing,2978.69,237,237,737,696,6,1,1,0,2,2,15177.64,No,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,12.84,34.69,1.16,77.76,2.61,2698.42,90.59,[0LB 1I 4RG],41.67,[0LB 0I 5RG],33.33,8.33,No
45,奶奶疼丶,怒炉,CN,2022-08-14 08:01:25,1m 31s,2BQpb9zgqaA1CcNG,https://classic.warcraftlogs.com/reports/2BQpb9zgqaA1CcNG?fight=12&source=4&type=healing,2978.59,322,322,765,672,7,1,1,1,1,3,16113.06,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,47.36,220.45,7.4,0,0.0,2501.86,83.99,[0LB 0I 5RG],43.75,[0LB 3I 2RG],12.5,18.75,No
46,台式排骨大王,卓越,CN,2022-08-08 09:33:51,1m 6s,4rCn2qRdgPt7QapM,https://classic.warcraftlogs.com/reports/4rCn2qRdgPt7QapM?fight=24&source=6&type=healing,2976.37,413,413,781,680,5,1,1,0,1,2,14407.13,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,12.32,86.14,2.89,37.16,1.25,2675.94,89.91,[0LB 0I 5RG],54.55,[0LB 1I 4RG],18.18,9.09,No
47,Magwar,Grobbulus,US,2022-06-14 23:59:15,1m 34s,wLnCaNBkKH47YWzP,https://classic.warcraftlogs.com/reports/wLnCaNBkKH47YWzP?fight=34&source=5&type=healing,2973.7,127,127,635,613,6,1,1,1,0,3,14377.05,No,0,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,98.96,2114.64,71.11,401.27,13.49,452.8,15.23,[3LB 0I 1RG],50.0,[3LB 2I 0RG],25.0,100.0,Yes
48,大气乱自,狂野之刃,CN,2022-07-07 01:43:15,1m 22s,vzN9ZFPyR68QrCgJ,https://classic.warcraftlogs.com/reports/vzN9ZFPyR68QrCgJ?fight=21&source=33&type=healing,2971.37,247,247,717,624,6,1,1,0,1,3,15805.34,Yes,1,Yes,Yes,Alchemist Stone,Memento of Tyrande,8.54,9.06,0.3,0,0.0,2761.32,92.93,[0LB 0I 5RG],50.0,[0LB 1I 4RG],41.67,8.33,No
49,月波清霁,法尔班克斯,CN,2022-08-11 08:09:59,1m 8s,PQJ43wLZx1zDjHaN,https://classic.warcraftlogs.com/reports/PQJ43wLZx1zDjHaN?fight=21&source=17&type=healing,2969.69,310,310,904,658,5,1,1,0,1,2,14533.35,No,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,92.96,561.92,18.92,182.44,6.14,2088.78,70.34,[1LB 1I 2RG],23.08,[1LB 0I 4RG],15.38,84.62,Yes
50,시간을달리는소,로크홀라,KR,2022-08-07 01:43:07,1m 5s,Zhb2z9GDwtqMJnWR,https://classic.warcraftlogs.com/reports/Zhb2z9GDwtqMJnWR?fight=34&source=30&type=healing,2969.54,213,213,518,567,6,1,1,0,1,3,16024.05,Yes,1,Yes,Yes,Direbrew Hops,Essence of the Martyr,50.68,404.77,13.63,210.09,7.07,2109.44,71.04,[0LB 0I 5RG],18.18,[0LB 2I 3RG],18.18,36.36,No
51,北裂境的寒风,维希度斯,CN,2022-08-12 07:51:12,1m 13s,a46rkVJ3gMRB7FYt,https://classic.warcraftlogs.com/reports/a46rkVJ3gMRB7FYt?fight=13&source=18&type=healing,2969.04,343,343,767,679,6,1,1,1,1,2,15083.74,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,69.4,287.82,9.69,21.23,0.72,2427.45,81.76,[0LB 0I 3RG],23.08,[0LB 2I 3RG],15.38,46.15,No
52,Faya,布鲁,CN,2022-08-07 07:26:20,1m 27s,R9NwL62mjYhMVdWf,https://classic.warcraftlogs.com/reports/R9NwL62mjYhMVdWf?fight=18&source=48&type=healing,2961.75,387,387,777,696,6,1,1,0,1,3,15758.75,Yes,0,Yes,No,Memento of Tyrande,Redeemer's Alchemist Stone,75.6,350.47,11.83,1155.91,39.03,1180.86,39.87,[0LB 4I 1RG],21.43,[0LB 2I 1RG],7.14,57.14,No
53,牛德要不得,埃提耶什,CN,2022-08-19 23:39:22,1m 46s,CnHcdmqwGL7Dpr1V,https://classic.warcraftlogs.com/reports/CnHcdmqwGL7Dpr1V?fight=33&source=14&type=healing,2959.81,392,392,640,643,6,1,1,1,0,3,15239.51,No,1,Yes,No,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,95.83,802.92,27.13,415.31,14.03,1438.31,48.59,[1LB 1I 1RG],23.81,[1LB 1I 2RG],19.05,95.24,Yes
54,齐天大德,萨弗拉斯,CN,2022-07-28 08:45:43,0m 54s,Zkz7C1hmWMVQAJLq,https://classic.warcraftlogs.com/reports/Zkz7C1hmWMVQAJLq?fight=20&source=18&type=healing,2957.93,272,272,761,657,5,1,0,0,1,3,14198.39,Yes,0,Yes,Yes,Direbrew Hops,Redeemer's Alchemist Stone,92.48,856.95,28.97,144.27,4.88,1745.3,59.0,[1LB 0I 4RG],22.22,[1LB 1I 3RG],22.22,88.89,Yes
55,喵步轻悄,狮心,CN,2022-08-19 08:44:32,1m 12s,rbgmw9HZRN2fFqVk,https://classic.warcraftlogs.com/reports/rbgmw9HZRN2fFqVk?fight=21&source=8&type=healing,2956.5,253,253,631,667,6,1,1,2,0,2,15120.76,No,0,Yes,No,Memento of Tyrande,Redeemer's Alchemist Stone,61.46,281.5,9.52,252.68,8.55,2151.49,72.77,[0LB 1I 4RG],16.67,[2LB 0I 1RG],8.33,58.33,No
56,灬七丶夜灬,灵风,CN,2022-07-14 01:01:28,1m 20s,BJQ7WZtkLDY3yAh6,https://classic.warcraftlogs.com/reports/BJQ7WZtkLDY3yAh6?fight=25&source=263&type=healing,2955.12,177,177,843,646,6,1,1,0,1,3,15848.1,Yes,1,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,41.3,176.42,5.97,617.15,20.88,1986.95,67.24,[0LB 1I 2RG],15.38,[0LB 1I 4RG],15.38,23.08,No
