Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
20,恩毕,奥罗,CN,2022-06-16 06:41:36,4m 43s,AKr2gZ4tqzFn3YQJ,https://classic.warcraftlogs.com/reports/AKr2gZ4tqzFn3YQJ?fight=12&source=2&type=healing,2417.27,339,339,721,656,5,1,1,0,1,2,9223.89,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,96.38,989.46,40.93,191.38,7.92,1038.88,42.98,[0LB 2I 3RG],22.92,[0LB 4I 1RG],20.83,27.08,No
21,Yikoxd,维希度斯,CN,2022-07-14 06:32:58,5m 20s,VNZBtfCL9Kq7T1JF,https://classic.warcraftlogs.com/reports/VNZBtfCL9Kq7T1JF?fight=12&source=2&type=healing,2390.88,237,237,714,675,6,1,1,1,1,2,7722.17,Yes,1,No,No,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,40.41,353.49,14.78,135.65,5.67,1563.4,65.39,[0LB 1I 4RG],21.95,[0LB 0I 5RG],19.51,19.51,No
22,一杯马爹利,雷霆之击,CN,2022-08-09 01:24:02,5m 20s,katpfD9j8X1Q3hbF,https://classic.warcraftlogs.com/reports/katpfD9j8X1Q3hbF?fight=12&source=1&type=healing,2388.17,0,0,0,0,6,1,1,1,1,2,7397.52,Yes,2,No,Yes,,,87.52,561.03,23.49,88.34,3.7,1573.98,65.91,[0LB 2I 3RG],25.53,[0LB 3I 2RG],21.28,10.64,No
23,业余杨老师,艾隆纳亚,CN,2022-07-10 07:12:35,5m 1s,tLjyr9gY2xPQ8Rzd,https://classic.warcraftlogs.com/reports/tLjyr9gY2xPQ8Rzd?fight=10&source=32&type=healing,2377.99,352,352,674,667,6,1,1,2,0,2,9391.6,Yes,1,No,No,Essence of the Martyr,Redeemer's Alchemist Stone,96.91,1106.29,46.52,218.33,9.18,821.17,34.53,[1LB 4I 0RG],14.81,[1LB 2I 1RG],12.96,74.07,Yes
24,尔丶晴,辛迪加,CN,2022-07-23 09:48:52,4m 15s,wYn498dFXZ7PCx1K,https://classic.warcraftlogs.com/reports/wYn498dFXZ7PCx1K?fight=5&source=6&type=healing,2372.91,0,0,0,0,5,1,0,0,1,3,9558.77,Yes,0,No,Yes,,,95.62,872.54,36.77,103.71,4.37,964.34,40.64,[0LB 3I 2RG],15.38,[1LB 2I 1RG],10.26,43.59,No
25,阿基蕾拉,碧空之歌,CN,2022-08-11 07:07:53,4m 30s,dakmyAbVvt8pPN14,https://classic.warcraftlogs.com/reports/dakmyAbVvt8pPN14?fight=10&source=5&type=healing,2367.66,0,0,0,0,6,1,1,0,1,3,8008.14,Yes,2,No,Yes,,,39.8,230.87,9.75,19.36,0.82,1953.02,82.49,[0LB 0I 5RG],33.33,[0LB 1I 4RG],23.08,12.82,No
26,阿基蕾拉,碧空之歌,CN,2022-07-29 07:20:18,4m 34s,2tGfd7CXvqa8yLgw,https://classic.warcraftlogs.com/reports/2tGfd7CXvqa8yLgw?fight=12&source=29&type=healing,2342.78,315,315,819,675,6,1,1,0,1,3,8017.26,Yes,2,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,39.74,221.84,9.47,34.48,1.47,1981.69,84.59,[0LB 0I 5RG],40.0,[0LB 1I 4RG],17.5,15.0,No
27,尔丶晴,辛迪加,CN,2022-07-05 08:22:54,3m 40s,FZxbap1GmyNAY3kB,https://classic.warcraftlogs.com/reports/FZxbap1GmyNAY3kB?fight=18&source=16&type=healing,2305.12,196,196,858,675,5,1,0,0,1,3,9192.49,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,89.85,719.94,31.23,104.48,4.53,1121.01,48.63,[0LB 2I 3RG],16.22,[0LB 3I 2RG],13.51,37.84,No
28,尔丶晴,辛迪加,CN,2022-07-30 09:53:48,3m 55s,BRyCP1DLhq7m4FMz,https://classic.warcraftlogs.com/reports/BRyCP1DLhq7m4FMz?fight=7&source=4&type=healing,2296.33,0,0,0,0,5,1,0,0,1,3,8751.05,Yes,1,No,Yes,,,97.32,790.78,34.44,134.7,5.87,1043.11,45.43,[0LB 2I 3RG],11.11,[0LB 3I 2RG],11.11,46.67,No
29,阿尔忒弥斯丶,范沃森,CN,2022-08-08 07:40:07,4m 28s,DJHvqPa4fjTyBxX7,https://classic.warcraftlogs.com/reports/DJHvqPa4fjTyBxX7?fight=12&source=17&type=healing,2295.73,389,389,722,655,6,1,1,0,1,3,9178.35,Yes,2,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,73.05,537.84,23.43,85.94,3.74,1464.96,63.81,[0LB 1I 4RG],18.6,[0LB 2I 3RG],16.28,30.23,No
30,鱼的眼泪,碧空之歌,CN,2022-07-22 06:53:10,5m 37s,2ptXb8ZnGPCFYMTh,https://classic.warcraftlogs.com/reports/2ptXb8ZnGPCFYMTh?fight=11&source=17&type=healing,2288.48,301,301,726,660,7,1,2,1,0,3,8069.11,Yes,2,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,38.73,128.98,5.64,342.34,14.96,1626.29,71.06,[0LB 3I 2RG],20.83,[0LB 0I 5RG],12.5,20.83,No
31,鱼的眼泪,碧空之歌,CN,2022-07-08 07:43:22,5m 32s,vLZrAJQkNmYxw31d,https://classic.warcraftlogs.com/reports/vLZrAJQkNmYxw31d?fight=24&source=6&type=healing,2285.21,269,269,727,651,7,2,1,1,0,3,8660.99,Yes,2,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,19.11,36.55,1.6,9.47,0.41,2044.63,89.47,[0LB 0I 5RG],35.9,[0LB 1I 4RG],33.33,17.95,No
32,阿基蕾拉,碧空之歌,CN,2022-08-26 08:22:21,5m 2s,f6QmdkPvrGaVWxb4,https://classic.warcraftlogs.com/reports/f6QmdkPvrGaVWxb4?fight=10&source=3&type=healing,2258.17,315,315,819,675,6,1,1,0,1,3,7886.68,Yes,2,No,Yes,Redeemer's Alchemist Stone,Scarab of the Infinite Cycle,48.35,246.22,10.9,57.12,2.53,1763.54,78.1,[0LB 0I 5RG],27.27,[0LB 1I 4RG],18.18,27.27,No
33,阿尔忒弥斯丶,范沃森,CN,2022-07-04 07:34:20,4m 21s,aTGrbPvzKYDyVkML,https://classic.warcraftlogs.com/reports/aTGrbPvzKYDyVkML?fight=18&source=16&type=healing,2246.58,337,337,751,649,6,1,1,0,1,3,8287.47,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,60.67,498.41,22.19,99.16,4.41,1327.38,59.08,[0LB 1I 4RG],21.62,[0LB 3I 2RG],16.22,16.22,No
34,鱼的眼泪,碧空之歌,CN,2022-07-15 07:08:18,5m 46s,Znq4NzWrCvQtydwa,https://classic.warcraftlogs.com/reports/Znq4NzWrCvQtydwa?fight=16&source=3&type=healing,2215.47,301,301,751,660,8,1,1,1,1,4,8550.94,Yes,2,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,44.17,116.53,5.26,144.77,6.53,1728.5,78.02,[0LB 1I 4RG],16.98,[0LB 0I 5RG],15.09,37.74,No
35,一杯马爹利,雷霆之击,CN,2022-07-21 09:40:53,5m 50s,9CcJDqYAPfHBRQwL,https://classic.warcraftlogs.com/reports/9CcJDqYAPfHBRQwL?fight=10&source=1&type=healing,2191.81,342,342,762,658,8,2,1,0,1,4,8577.33,Yes,1,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,96.97,914.72,41.73,171.96,7.85,922.16,42.07,[0LB 3I 2RG],21.82,[0LB 2I 3RG],20.0,20.0,No
36,恩毕,奥罗,CN,2022-06-09 06:31:38,5m 20s,XvzWgkBf6G7M4DRJ,https://classic.warcraftlogs.com/reports/XvzWgkBf6G7M4DRJ?fight=10&source=4&type=healing,2181.13,0,0,0,0,6,2,1,0,1,2,8646.31,Yes,2,No,Yes,,,92.46,952.28,43.66,214.36,9.83,867.73,39.78,[0LB 2I 3RG],16.36,[0LB 4I 1RG],10.91,40.0,No
37,尔丶晴,辛迪加,CN,2022-05-27 00:57:56,4m 56s,BQyhax8mdGjfDJHK,https://classic.warcraftlogs.com/reports/BQyhax8mdGjfDJHK?fight=20&source=15&type=healing,2154.85,189,189,745,618,6,1,1,1,1,2,8636.38,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,82.58,702.87,32.62,34.85,1.62,1069.45,49.63,[0LB 3I 2RG],17.07,[0LB 2I 3RG],14.63,26.83,No
38,Yikoxd,维希度斯,CN,2022-06-30 07:12:51,5m 26s,B4vJaCN71Wt9bDGk,https://classic.warcraftlogs.com/reports/B4vJaCN71Wt9bDGk?fight=4&source=25&type=healing,2116.06,207,207,702,675,6,1,1,1,1,2,8958.14,Yes,1,Yes,No,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,49.47,234.9,11.1,135.99,6.43,1517.74,71.72,[0LB 1I 4RG],14.58,[1LB 0I 3RG],12.5,47.92,No
39,阿基蕾拉,碧空之歌,CN,2022-07-21 06:53:35,4m 22s,Y9mqGKAgfQVbaXP2,https://classic.warcraftlogs.com/reports/Y9mqGKAgfQVbaXP2?fight=10&source=20&type=healing,2095.32,253,253,795,653,6,1,1,0,1,3,7795.89,Yes,3,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,43.55,137.28,6.55,124.95,5.96,1655.15,78.99,[0LB 1I 4RG],33.33,[0LB 0I 5RG],19.44,11.11,No
40,氢硫化钠,奥罗,CN,2022-06-25 09:01:32,5m 27s,jd9BFL7ZYc3w6QPV,https://classic.warcraftlogs.com/reports/jd9BFL7ZYc3w6QPV?fight=9&source=14&type=healing,2094.48,484,484,686,660,7,3,1,0,1,2,8961.11,Yes,3,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,58.39,328.43,15.68,155.61,7.43,1438.01,68.66,[0LB 1I 4RG],22.45,[0LB 3I 2RG],18.37,14.29,No
41,阿斯塔,沙顶,CN,2022-06-09 07:06:15,4m 32s,R3cpVqQgjnyCX6GB,https://classic.warcraftlogs.com/reports/R3cpVqQgjnyCX6GB?fight=16&source=6&type=healing,2091.08,0,0,0,0,5,1,1,0,0,3,8989.1,Yes,2,No,Yes,,,84.33,661.98,31.66,107.89,5.16,1123.2,53.71,[0LB 1I 4RG],14.29,[0LB 2I 3RG],11.9,26.19,No
42,夕林挽歌,灰烬使者,CN,2022-06-24 07:14:02,4m 57s,AaRKcW4tXf3xZLFH,https://classic.warcraftlogs.com/reports/AaRKcW4tXf3xZLFH?fight=23&source=13&type=healing,2086.62,237,237,728,641,7,1,1,1,1,3,8516.35,Yes,2,Yes,Yes,Memento of Tyrande,Glimmering Naaru Sliver,54.33,171.17,8.2,0,0.0,1699.66,81.46,[0LB 2I 3RG],25.64,[0LB 0I 5RG],23.08,10.26,No
43,尔丶晴,辛迪加,CN,2022-08-21 03:21:42,4m 46s,tgrLKnYxacA1XWpM,https://classic.warcraftlogs.com/reports/tgrLKnYxacA1XWpM?fight=9&source=29&type=healing,2073.4,0,0,0,0,6,1,1,1,1,2,8094.06,No,1,No,Yes,,,98.85,999.69,48.22,79.65,3.84,729.78,35.2,[0LB 3I 2RG],15.56,[0LB 2I 3RG],11.11,46.67,No
44,至暗磷青,席瓦莱恩,CN,2022-07-17 06:37:48,5m 19s,ctYZdy7xwRb2kmFA,https://classic.warcraftlogs.com/reports/ctYZdy7xwRb2kmFA?fight=6&source=16&type=healing,2067.43,311,311,565,595,7,1,1,1,1,3,8900.46,Yes,1,Yes,No,Direbrew Hops,Essence of the Martyr,74.42,406.43,19.66,107.54,5.2,1236.82,59.82,[0LB 1I 4RG],18.37,[1LB 0I 3RG],10.2,40.82,No
45,恩毕,奥罗,CN,2022-07-02 06:30:57,5m 11s,wVAZ12qMfcYn4k3T,https://classic.warcraftlogs.com/reports/wVAZ12qMfcYn4k3T?fight=9&source=3&type=healing,2059.16,401,401,736,668,6,2,1,0,1,2,8602.51,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,94.01,781.72,37.96,117.44,5.7,1009.48,49.02,[0LB 3I 2RG],30.19,[0LB 2I 3RG],11.32,26.42,No
46,氢硫化钠,奥罗,CN,2022-06-11 00:11:57,5m 45s,c83AP2mtMVbCJ7hw,https://classic.warcraftlogs.com/reports/c83AP2mtMVbCJ7hw?fight=8&source=8&type=healing,2053.6,0,0,0,0,7,1,1,1,1,3,8849.13,No,2,No,Yes,,,79.99,840.04,40.91,97.36,4.74,877.47,42.73,[0LB 1I 4RG],16.98,[0LB 5I 0RG],15.09,26.42,No
47,四大名补无情,辛洛斯,CN,2022-07-02 08:58:40,3m 46s,DAbVRyF49xC7qhat,https://classic.warcraftlogs.com/reports/DAbVRyF49xC7qhat?fight=21&source=23&type=healing,2050.46,400,400,776,655,6,1,1,0,1,3,8623.25,Yes,1,No,Yes,Memento of Tyrande,Darkmoon Card: Blue Dragon,52.74,270.48,13.19,88.41,4.31,1504.12,73.36,[0LB 0I 5RG],25.71,[0LB 1I 4RG],22.86,14.29,No
48,德小梦,审判,CN,2022-08-30 07:57:52,5m 0s,42HqdNAWCkGpjMnB,https://classic.warcraftlogs.com/reports/42HqdNAWCkGpjMnB?fight=13&source=11&type=healing,2041.58,0,0,0,0,6,0,2,1,1,2,8172.16,Yes,2,No,Yes,,,70.7,320.69,15.71,846.27,41.45,684.67,33.54,[0LB 4I 1RG],22.92,[0LB 5I 0RG],18.75,25.0,No
49,恩毕,奥罗,CN,2022-06-23 06:35:52,4m 28s,bFBvJPnX3Ra9LzZk,https://classic.warcraftlogs.com/reports/bFBvJPnX3Ra9LzZk?fight=11&source=14&type=healing,2036.69,339,339,721,656,5,1,1,0,1,2,9126.34,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,93.24,826.61,40.59,143.93,7.07,914.69,44.91,[0LB 4I 1RG],15.22,[0LB 2I 3RG],15.22,36.96,No
50,Yikoxd,维希度斯,CN,2022-06-09 07:28:39,5m 8s,dXa2TzwB9mQHyvF8,https://classic.warcraftlogs.com/reports/dXa2TzwB9mQHyvF8?fight=11&source=18&type=healing,2035.07,203,203,651,675,7,1,1,1,1,3,8751.22,Yes,1,No,No,Essence of the Martyr,Redeemer's Alchemist Stone,66.64,276.5,13.59,315.32,15.49,1220.97,60.0,[1LB 1I 2RG],14.29,[0LB 3I 2RG],10.2,46.94,No
51,阿尔忒弥斯丶,范沃森,CN,2022-06-27 07:30:00,4m 38s,FManb3jhYyVND2Tz,https://classic.warcraftlogs.com/reports/FManb3jhYyVND2Tz?fight=18&source=4&type=healing,2034.94,305,305,776,650,6,1,1,0,1,3,8819.0,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,76.02,488.6,24.01,130.93,6.43,1253.03,61.58,[0LB 1I 4RG],16.28,[0LB 4I 1RG],13.95,30.23,No
52,夕林挽歌,灰烬使者,CN,2022-06-17 06:52:24,5m 9s,q17YCk8R4jJQK9hA,https://classic.warcraftlogs.com/reports/q17YCk8R4jJQK9hA?fight=9&source=18&type=healing,2031.98,240,240,557,624,7,1,1,1,1,3,7669.0,Yes,2,Yes,Yes,Memento of Tyrande,Glimmering Naaru Sliver,71.56,377.46,18.58,1.75,0.09,1370.16,67.43,[0LB 1I 4RG],16.67,[0LB 3I 2RG],12.5,25.0,No
53,尔丶晴,辛迪加,CN,2022-05-20 00:34:41,5m 17s,W1cyMrhXQV3xj94b,https://classic.warcraftlogs.com/reports/W1cyMrhXQV3xj94b?fight=21&source=9&type=healing,2030.51,189,189,788,663,6,1,1,1,1,2,8644.78,Yes,0,No,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,87.27,795.48,39.18,88.73,4.37,835.15,41.13,[0LB 4I 1RG],19.57,[0LB 3I 2RG],19.57,19.57,No
54,业余杨老师,艾隆纳亚,CN,2022-08-01 07:03:15,5m 28s,pd4yw9FAnRNZxVja,https://classic.warcraftlogs.com/reports/pd4yw9FAnRNZxVja?fight=9&source=11&type=healing,2014.57,352,352,636,667,7,1,1,2,0,3,9376.94,No,0,No,No,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,98.05,1147.02,56.94,209.97,10.42,431.87,21.44,[0LB 4I 1RG],16.0,[0LB 5I 0RG],14.0,44.0,No
55,尔丶晴,辛迪加,CN,2022-07-16 09:53:07,3m 43s,PqraCQmhkLjJ6FTK,https://classic.warcraftlogs.com/reports/PqraCQmhkLjJ6FTK?fight=7&source=6&type=healing,2012.23,0,0,0,0,5,1,0,0,1,3,8887.23,Yes,1,No,Yes,,,95.97,662.9,32.94,102.48,5.09,992.36,49.32,[0LB 3I 2RG],15.38,[0LB 1I 4RG],12.82,35.9,No
56,尔丶晴,辛迪加,CN,2022-07-09 10:04:06,3m 56s,RTCYKFG3rtax6Q8P,https://classic.warcraftlogs.com/reports/RTCYKFG3rtax6Q8P?fight=9&source=13&type=healing,2009.7,196,196,846,675,5,1,0,0,1,3,7761.19,Yes,0,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,99.0,956.05,47.57,108.28,5.39,717.91,35.72,[1LB 2I 1RG],17.95,[1LB 2I 0RG],10.26,56.41,No
57,阿尔忒弥斯丶,范沃森,CN,2022-07-18 07:18:58,4m 15s,9n1vK4z8GFcM3Yxy,https://classic.warcraftlogs.com/reports/9n1vK4z8GFcM3Yxy?fight=10&source=24&type=healing,2007.4,337,337,751,649,6,1,1,0,1,3,8427.39,No,2,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,76.19,466.78,23.25,67.87,3.38,1293.91,64.46,[0LB 0I 5RG],16.67,[1LB 3I 1RG],9.52,33.33,No
