Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
19,卿丶小蛮,安娜丝塔丽,CN,8/5/2022 9:01,4m 43s,zMWCmtaBV3TrJPcN,https://classic.warcraftlogs.com/reports/zMWCmtaBV3TrJPcN?fight=9&source=10&type=healing,2382.98,363,363,662,644,6,1,2,0,1,2,8785.42,Yes,3,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,36.61,137.65,5.78,41.28,1.73,2132.19,89.48,[0LB 0I 5RG],46.51,[0LB 1I 4RG],11.63,18.6,No
20,我开组行不行,光芒,CN,7/8/2022 9:32,4m 59s,CFN68vbLWYdQ4hzf,https://classic.warcraftlogs.com/reports/CFN68vbLWYdQ4hzf?fight=22&source=8&type=healing,2381.66,0,0,0,0,7,1,1,0,2,3,8640.62,Yes,2,Yes,Yes,,,80.74,319.82,13.43,11.29,0.47,1812.74,76.11,[0LB 2I 3RG],32.56,[0LB 1I 4RG],18.6,13.95,No
21,英雄啊饶命,奎尔塞拉,CN,6/30/2022 6:15,4m 42s,CWTDdJcFPZ7kKa3q,https://classic.warcraftlogs.com/reports/CWTDdJcFPZ7kKa3q?fight=12&source=15&type=healing,2381.08,355,355,741,682,6,1,1,0,1,3,9746.5,Yes,0,Yes,Yes,Memento of Tyrande,Darkmoon Card: Blue Dragon,99.45,1479.5,62.14,179.25,7.53,590.7,24.81,[1LB 3I 1RG],17.02,[0LB 4I 1RG],12.77,70.21,Yes
22,Yikond,维希度斯,CN,7/24/2022 1:03,5m 8s,61HWw8PyRKBvjfVt,https://classic.warcraftlogs.com/reports/61HWw8PyRKBvjfVt?fight=14&source=64&type=healing,2378.74,312,312,683,669,6,1,1,1,1,2,8375.1,Yes,2,No,No,Redeemer's Alchemist Stone,Memento of Tyrande,17.41,86.5,3.64,28.89,1.21,2033.96,85.51,[0LB 0I 5RG],32.5,[0LB 1I 4RG],30,17.5,No
23,祭水,雷德,CN,8/11/2022 7:49,4m 23s,9AXGV6cjPwCRWqh2,https://classic.warcraftlogs.com/reports/9AXGV6cjPwCRWqh2?fight=11&source=1&type=healing,2369.45,429,429,777,663,6,1,1,0,1,3,8333.33,Yes,1,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,88.69,644.9,27.22,255.72,10.79,1266.27,53.44,[0LB 1I 1RG],16.92,[0LB 1I 2RG],15.38,15.38,No
24,缺德的组,加丁,CN,7/21/2022 7:33,4m 20s,dNWwAPjDrB1KQZty,https://classic.warcraftlogs.com/reports/dNWwAPjDrB1KQZty?fight=20&source=8&type=healing,2363.57,351,351,805,671,6,1,1,1,1,2,9251.43,No,2,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,96.14,678.46,28.7,312.6,13.23,963.23,40.75,[0LB 2I 3RG],16.67,[0LB 4I 1RG],14.29,33.33,No
25,艾利西妲,娅尔罗,CN,7/15/2022 7:59,4m 24s,cVJwFmKqfj63HLry,https://classic.warcraftlogs.com/reports/cVJwFmKqfj63HLry?fight=24&source=9&type=healing,2362.91,367,367,618,673,6,1,1,0,1,3,7219.5,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,61.84,416.17,17.61,344.38,14.57,1438.89,60.89,[0LB 2I 3RG],27.03,[0LB 1I 4RG],16.22,24.32,No
26,大白兔生了,维希度斯,CN,8/12/2022 7:47,3m 50s,2mgr4YcR6pGCdnqt,https://classic.warcraftlogs.com/reports/2mgr4YcR6pGCdnqt?fight=22&source=11&type=healing,2349.23,385,385,761,667,6,1,1,1,1,2,9277.31,Yes,2,No,Yes,Glimmering Naaru Sliver,Memento of Tyrande,69.56,407.24,17.34,396.05,16.86,1290.42,54.93,[0LB 2I 3RG],45.71,[0LB 3I 2RG],11.43,11.43,No
27,香蕉马库斯,法尔班克斯,CN,8/12/2022 9:05,4m 21s,N2wrgA31dmyWHjTG,https://classic.warcraftlogs.com/reports/N2wrgA31dmyWHjTG?fight=10&source=5&type=healing,2347.11,493,493,691,651,6,1,1,0,1,3,9329,Yes,1,Yes,No,Direbrew Hops,Battlemaster's Alacrity,98.99,1045.98,44.56,346.26,14.75,719.87,30.67,[0LB 3I 2RG],30.95,[0LB 4I 1RG],26.19,21.43,No
28,荷西,寒脊山小径,CN,7/21/2022 22:27,5m 11s,VFBhMc3YLy74PHQm,https://classic.warcraftlogs.com/reports/VFBhMc3YLy74PHQm?fight=4&source=20&type=healing,2346.11,319,319,751,675,6,1,1,0,1,3,8704.27,Yes,2,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,84.17,711.9,30.34,99.21,4.23,1360.71,58,[0LB 2I 1RG],20.97,[0LB 1I 3RG],12.9,29.03,No
29,小珉小德,维希度斯,CN,7/8/2022 9:49,4m 59s,DQZwBrzgAKyY1PRh,https://classic.warcraftlogs.com/reports/DQZwBrzgAKyY1PRh?fight=11&source=13&type=healing,2345.84,231,231,641,633,6,1,1,1,1,2,8482.04,No,2,No,No,Battlemaster's Perseverance,Memento of Tyrande,88.1,581.58,24.79,440.44,18.78,902.53,38.47,[1LB 1I 2RG],18.75,[0LB 3I 2RG],8.33,52.08,No
30,缺德喊我,比格沃斯,CN,8/17/2022 23:44,5m 0s,qv8fKcC3nVJ9QRTz,https://classic.warcraftlogs.com/reports/qv8fKcC3nVJ9QRTz?fight=10&source=22&type=healing,2323.32,422,422,683,650,6,1,1,1,1,2,7610.79,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,99.27,1024.16,44.08,174.65,7.52,711.42,30.62,[1LB 4I 0RG],19.61,[0LB 4I 1RG],13.73,58.82,No
31,糖糖哒唔,匕首岭,CN,8/11/2022 0:25,3m 50s,V379q1azZTAd6kCR,https://classic.warcraftlogs.com/reports/V379q1azZTAd6kCR?fight=11&source=13&type=healing,2318.81,494,494,717,667,5,1,1,1,0,2,9662.71,No,2,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,85.57,887.99,38.3,130.05,5.61,1113.16,48.01,[0LB 2I 3RG],19.51,[0LB 3I 2RG],9.76,34.15,No
32,汤圆巴巴,布鲁,CN,8/12/2022 7:22,5m 37s,Z64th9rbXgKqHfnx,https://classic.warcraftlogs.com/reports/Z64th9rbXgKqHfnx?fight=8&source=5&type=healing,2306.75,371,371,850,672,7,1,1,1,1,3,9612.89,Yes,2,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,80.45,479.93,20.81,162.18,7.03,1440.68,62.45,[0LB 3I 2RG],19.23,[0LB 1I 4RG],15.38,34.62,No
33,Raletzu,Firemaw,EU,7/25/2022 13:34,4m 43s,bcfJaw2QxFLAnZy8,https://classic.warcraftlogs.com/reports/bcfJaw2QxFLAnZy8?fight=23&source=11&type=healing,2305.92,259,259,662,643,6,1,1,1,0,3,8329.02,Yes,1,No,Yes,Direbrew Hops,Essence of the Martyr,95.45,1084.73,47.04,82.21,3.57,1091.41,47.33,[1LB 1I 2RG],22.73,[1LB 2I 1RG],20.45,72.73,Yes
34,鶺鴒鳥,维希度斯,CN,7/31/2022 7:52,5m 51s,V6g4AQcD81Gf3Kk2,https://classic.warcraftlogs.com/reports/V6g4AQcD81Gf3Kk2?fight=16&source=42&type=healing,2304.27,369,369,755,672,6,1,1,1,0,3,9871.88,Yes,1,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,97.06,870.54,37.78,173.11,7.51,991.04,43.01,[1LB 3I 1RG],18.33,[1LB 2I 1RG],8.33,71.67,Yes
35,德哩德气,龙之召唤,CN,7/4/2022 9:08,3m 46s,q46fYV1ZrcDHKtd3,https://classic.warcraftlogs.com/reports/q46fYV1ZrcDHKtd3?fight=14&source=10&type=healing,2302.69,231,231,596,673,5,1,1,1,0,2,8644.37,Yes,2,Yes,Yes,Direbrew Hops,Alchemist Stone,22.18,41.42,1.8,450.98,19.58,1750.88,76.04,[0LB 1I 4RG],33.33,[0LB 3I 2RG],13.33,6.67,No
36,Faìry,埃提耶什,CN,6/23/2022 0:57,5m 58s,6xWNyGbCJkKqrn9Q,https://classic.warcraftlogs.com/reports/6xWNyGbCJkKqrn9Q?fight=14&source=15&type=healing,2294.65,399,399,645,623,8,1,2,1,1,3,10461.56,Yes,2,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,87.21,818.41,35.67,297.03,12.94,930.34,40.54,[0LB 3I 2RG],23.33,[0LB 4I 1RG],18.33,25,No
37,青鸦垂羽,席瓦莱恩,CN,6/12/2022 8:45,6m 9s,P9qgtTX3xhcHGBfb,https://classic.warcraftlogs.com/reports/P9qgtTX3xhcHGBfb?fight=24&source=14&type=healing,2294.12,265,265,541,576,8,1,2,1,1,3,9243.3,Yes,1,No,No,Lower City Prayerbook,Essence of the Martyr,82.95,609.04,26.55,64.99,2.83,1177.11,51.31,[0LB 4I 1RG],13.21,[1LB 2I 1RG],9.43,22.64,No
38,毛毛姐,德姆塞卡尔,CN,7/2/2022 7:21,4m 2s,yLCWk2wf8p4nFtVA,https://classic.warcraftlogs.com/reports/yLCWk2wf8p4nFtVA?fight=11&source=24&type=healing,2291.91,272,272,718,715,6,1,1,0,1,3,8005.94,No,2,No,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,88.96,497.5,21.71,0,0,1554.94,67.84,[1LB 0I 3RG],13.51,[1LB 1I 3RG],10.81,45.95,No
39,输出我不太会,辛迪加,CN,7/30/2022 7:08,4m 28s,C2896Zh1BMvXcmAa,https://classic.warcraftlogs.com/reports/C2896Zh1BMvXcmAa?fight=13&source=41&type=healing,2289.99,343,343,690,691,6,1,1,0,1,3,8001.8,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,81.52,532.22,23.24,151.46,6.61,1459.5,63.73,[0LB 2I 3RG],13.95,[1LB 0I 3RG],11.63,48.84,No
40,胆儿筱,审判,CN,7/26/2022 7:43,4m 48s,28ybJaCtdNvBY9mn,https://classic.warcraftlogs.com/reports/28ybJaCtdNvBY9mn?fight=6&source=14&type=healing,2287.23,283,283,691,666,6,1,1,0,1,3,8957.6,Yes,1,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,95.41,789.16,34.5,221.59,9.69,986.72,43.14,[0LB 4I 1RG],20.93,[0LB 3I 2RG],16.28,32.56,No
41,明明,维克洛尔,CN,7/7/2022 8:08,5m 17s,LrcJPpvAhzH914gX,https://classic.warcraftlogs.com/reports/LrcJPpvAhzH914gX?fight=21&source=49&type=healing,2285.09,272,272,820,663,7,2,1,0,1,3,8563.74,Yes,3,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,5.92,6.07,0.27,70.77,3.1,2095.02,91.68,[0LB 0I 5RG],50,[0LB 1I 4RG],27.5,5,No
42,台式排骨大王,卓越,CN,6/27/2022 8:24,5m 3s,bYf2KxVCN1R3dT8m,https://classic.warcraftlogs.com/reports/bYf2KxVCN1R3dT8m?fight=14&source=6&type=healing,2279.33,329,329,766,678,6,1,1,0,1,3,7691.97,Yes,2,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,52.41,245.97,10.79,158.51,6.95,1633.75,71.68,[0LB 1I 4RG],18.75,[0LB 1I 3RG],14.58,20.83,No
43,小托马斯,雷德,CN,8/7/2022 6:25,4m 8s,tT6cFKC42BfvLMq3,https://classic.warcraftlogs.com/reports/tT6cFKC42BfvLMq3?fight=15&source=16&type=healing,2277.92,298,298,743,675,6,1,1,1,1,2,8953.64,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,72.72,351.4,15.43,248.04,10.89,1441.42,63.28,[0LB 1I 3RG],17.78,[0LB 2I 2RG],15.56,22.22,No
44,Faya,布鲁,CN,8/19/2022 7:30,4m 54s,FJtazpwkny31XMCY,https://classic.warcraftlogs.com/reports/FJtazpwkny31XMCY?fight=3&source=13&type=healing,2277.64,387,387,803,696,6,1,1,0,1,3,8570.89,Yes,1,No,No,Memento of Tyrande,Redeemer's Alchemist Stone,57.63,224.62,9.86,731.03,32.1,1231.4,54.06,[0LB 3I 2RG],23.91,[0LB 2I 3RG],19.57,26.09,No
45,无敌黑妈,寒冰之王,CN,7/10/2022 7:25,4m 58s,MfG7ABVDwL6Y2Rct,https://classic.warcraftlogs.com/reports/MfG7ABVDwL6Y2Rct?fight=29&source=59&type=healing,2272.83,0,0,0,0,6,1,1,1,1,2,8012.47,No,1,No,No,,,79.88,629.99,27.72,55.23,2.43,1302.01,57.29,[0LB 3I 2RG],29.17,[1LB 1I 0RG],8.33,29.17,No
46,影渡寒德,席瓦莱恩,CN,8/6/2022 6:35,5m 33s,wNTh9nKtvHP38gFf,https://classic.warcraftlogs.com/reports/wNTh9nKtvHP38gFf?fight=15&source=128&type=healing,2268.17,0,0,0,0,7,1,1,1,1,3,8721.97,Yes,1,No,No,,,94.88,971.3,42.82,410.17,18.08,712.51,31.41,[0LB 3I 2RG],30.61,[0LB 4I 1RG],28.57,18.37,No
47,周湿傅,黑曜石之锋,CN,7/14/2022 6:52,4m 39s,RhHxmTa8BgVnZ3Cr,https://classic.warcraftlogs.com/reports/RhHxmTa8BgVnZ3Cr?fight=18&source=17&type=healing,2264.95,352,352,813,677,6,1,1,0,1,3,8777.66,Yes,1,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,96.61,955.27,42.18,189.1,8.35,934.04,41.24,[0LB 3I 2RG],22.73,[0LB 4I 1RG],20.45,20.45,No
48,贼难受,龙之召唤,CN,8/24/2022 8:34,5m 37s,h6tHpQmnCVcvL8RB,https://classic.warcraftlogs.com/reports/h6tHpQmnCVcvL8RB?fight=6&source=1&type=healing,2251.96,323,323,709,650,6,1,1,1,1,2,8825.39,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,97.7,1274.98,56.62,266.18,11.82,595.74,26.45,[0LB 4I 1RG],16.98,[1LB 3I 0RG],15.09,60.38,No
49,安瑟与穆莎,灰烬使者,CN,7/22/2022 6:33,5m 17s,PrkhfpT7KD86FGzx,https://classic.warcraftlogs.com/reports/PrkhfpT7KD86FGzx?fight=9&source=20&type=healing,2251.06,0,0,0,0,6,1,1,0,1,3,8459.68,Yes,1,No,No,,,93.8,1041.1,46.25,432.42,19.21,647.13,28.75,[0LB 3I 2RG],16.33,[0LB 5I 0RG],16.33,24.49,No
50,呆萌德,维希度斯,CN,7/7/2022 7:30,4m 36s,LYQ6PjtFzKT43a9v,https://classic.warcraftlogs.com/reports/LYQ6PjtFzKT43a9v?fight=15&source=1&type=healing,2250.26,349,349,800,663,6,1,1,0,1,3,9648.1,Yes,2,Yes,Yes,Direbrew Hops,Redeemer's Alchemist Stone,86.28,446.16,19.83,301.3,13.39,1214.14,53.96,[0LB 2I 3RG],30.23,[0LB 3I 2RG],25.58,18.6,No
51,Kalvron,Mirage Raceway,EU,7/8/2022 13:51,5m 28s,jZTxWm9K2HBfVgYa,https://classic.warcraftlogs.com/reports/jZTxWm9K2HBfVgYa?fight=16&source=22&type=healing,2247.67,267,267,732,663,7,1,1,1,0,4,9573.32,Yes,0,No,No,Essence of the Martyr,Memento of Tyrande,93.15,697.62,31.04,604.07,26.88,706.95,31.45,[0LB 5I 0RG],16.67,[0LB 3I 2RG],16.67,37.04,No
52,天黑的趴趴,审判,CN,7/3/2022 6:38,5m 40s,T1N6GKYrm4CwXtnq,https://classic.warcraftlogs.com/reports/T1N6GKYrm4CwXtnq?fight=5&source=4&type=healing,2246.6,186,186,740,652,7,1,1,1,1,3,8321.18,Yes,1,No,Yes,Scarab of the Infinite Cycle,Darkmoon Card: Blue Dragon,90.89,756,33.65,270.48,12.04,1043.81,46.46,[0LB 3I 2RG],36,[0LB 4I 1RG],18,20,No
53,酒醒三分醉,黑曜石之锋,CN,7/9/2022 7:31,4m 55s,zwLjr6CxnRHpFJdZ,https://classic.warcraftlogs.com/reports/zwLjr6CxnRHpFJdZ?fight=20&source=21&type=healing,2242.62,242,242,681,647,6,1,1,0,1,3,8843.38,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,99.29,1243.41,55.44,147.71,6.59,564.99,25.19,[0LB 4I 1RG],22.73,[0LB 3I 2RG],22.73,27.27,No
54,丨照美冥丨,帕奇维克,CN,6/23/2022 7:05,5m 6s,vK6nthxC42NGWgRy,https://classic.warcraftlogs.com/reports/vK6nthxC42NGWgRy?fight=7&source=4&type=healing,2241.23,341,341,747,632,6,1,1,0,1,3,8716.33,No,2,Yes,Yes,Essence of the Martyr,Memento of Tyrande,86.7,491.71,21.94,172.18,7.68,1400.58,62.49,[0LB 2I 3RG],22.92,[0LB 1I 4RG],12.5,29.17,No
55,瞌睡丶丶,火锤,CN,7/26/2022 7:30,5m 39s,8jmcBQfWz3qTCaNX,https://classic.warcraftlogs.com/reports/8jmcBQfWz3qTCaNX?fight=12&source=6&type=healing,2241,312,312,770,683,6,1,1,0,1,3,8804.28,Yes,2,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,82,510.64,22.79,329.77,14.72,1106.23,49.36,[0LB 3I 2RG],21.43,[0LB 2I 3RG],21.43,17.86,No
56,Лайфблумер,Пламегор,EU,7/29/2022 12:47,4m 58s,1c2YTbgAKMGDJn84,https://classic.warcraftlogs.com/reports/1c2YTbgAKMGDJn84?fight=18&source=12&type=healing,2240,293,293,657,688,6,1,1,0,1,3,9211.55,No,1,No,No,Redeemer's Alchemist Stone,Scarab of the Infinite Cycle,93.76,767.61,34.27,140.99,6.29,1066.67,47.62,[0LB 2I 3RG],21.43,[0LB 3I 2RG],19.05,16.67,No
57,Aliisza,Azuresong,US,8/23/2022 20:51,3m 56s,LrfgdqxhpP8w19W4,https://classic.warcraftlogs.com/reports/LrfgdqxhpP8w19W4?fight=9&source=29&type=healing,2237.15,261,261,523,616,5,1,1,1,0,2,8453.96,No,1,Yes,No,Essence of the Martyr,Direbrew Hops,99.87,1685.44,75.34,143.17,6.4,66.79,2.99,[1LB 4I 0RG],53.85,[1LB 3I 0RG],17.95,97.44,Yes
58,北极熊熊,维克洛尔,CN,7/9/2022 1:50,5m 10s,G3rCYvNHwcBKhVLd,https://classic.warcraftlogs.com/reports/G3rCYvNHwcBKhVLd?fight=12&source=31&type=healing,2233.7,299,299,724,638,7,1,2,0,1,3,8046.78,Yes,2,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,23.54,63.74,2.85,211,9.45,1796.72,80.44,[0LB 1I 4RG],26.19,[0LB 0I 5RG],23.81,11.9,No
