Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
20,恩毕,奥罗,CN,2022-06-16 06:41:36,4m 43s,AKr2gZ4tqzFn3YQJ,https://classic.warcraftlogs.com/reports/AKr2gZ4tqzFn3YQJ?fight=12&source=2&type=healing,2417.27,339,339,721,656,5,1,1,0,1,2,9223.89,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,96.38,989.46,40.93,191.38,7.92,1038.88,42.98,[0LB 2I 3RG],22.92,[0LB 4I 1RG],20.83,27.08,No
21,帅的刚刚好,维希度斯,CN,2022-07-31 06:57:16,4m 48s,AP8drB42KHh3v67b,https://classic.warcraftlogs.com/reports/AP8drB42KHh3v67b?fight=10&source=27&type=healing,2416.65,200,200,683,671,6,1,1,1,0,3,9010.24,Yes,1,No,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,97.28,733.88,30.37,237.0,9.81,1162.56,48.11,[1LB 2I 1RG],12.0,[0LB 3I 2RG],12.0,60.0,No
22,优秀工具人丶,维克尼拉斯,CN,2022-06-25 07:36:21,4m 11s,YM7r8W3jtpdfhanA,https://classic.warcraftlogs.com/reports/YM7r8W3jtpdfhanA?fight=23&source=18&type=healing,2404.86,277,277,662,613,6,2,1,1,1,1,8864.43,Yes,2,Yes,Yes,Essence of the Martyr,Direbrew Hops,71.09,365.48,15.2,0.0,0.0,1872.17,77.85,[1LB 0I 2RG],15.56,[1LB 0I 3RG],11.11,66.67,No
23,Kolamoli,Gehennas,EU,2022-07-30 22:04:15,4m 32s,zbYFPrg1jh4AVxdw,https://classic.warcraftlogs.com/reports/zbYFPrg1jh4AVxdw?fight=21&source=25&type=healing,2392.88,264,264,612,656,6,1,1,0,1,3,9554.66,No,0,No,No,Redeemer's Alchemist Stone,Essence of the Martyr,99.12,1649.59,68.94,216.32,9.04,273.26,11.42,[0LB 4I 1RG],26.19,[0LB 5I 0RG],19.05,40.48,No
24,我是小熊,辛迪加,CN,2022-08-16 08:16:06,4m 48s,JaAjZCY9cHdwBM3n,https://classic.warcraftlogs.com/reports/JaAjZCY9cHdwBM3n?fight=2&source=19&type=healing,2392.26,0,0,0,0,5,1,0,0,1,3,8453.18,Yes,1,No,Yes,,,97.85,864.8,36.15,53.25,2.23,1183.59,49.48,[0LB 2I 3RG],14.29,[1LB 2I 1RG],10.2,46.94,No
25,Yikoxd,维希度斯,CN,2022-07-14 06:32:58,5m 20s,VNZBtfCL9Kq7T1JF,https://classic.warcraftlogs.com/reports/VNZBtfCL9Kq7T1JF?fight=12&source=2&type=healing,2390.88,237,237,714,675,6,1,1,1,1,2,7722.17,Yes,1,No,No,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,40.41,353.49,14.78,135.65,5.67,1563.4,65.39,[0LB 1I 4RG],21.95,[0LB 0I 5RG],19.51,19.51,No
26,一杯马爹利,雷霆之击,CN,2022-08-09 01:24:02,5m 20s,katpfD9j8X1Q3hbF,https://classic.warcraftlogs.com/reports/katpfD9j8X1Q3hbF?fight=12&source=1&type=healing,2388.17,0,0,0,0,6,1,1,1,1,2,7397.52,Yes,2,No,Yes,,,87.52,561.03,23.49,88.34,3.7,1573.98,65.91,[0LB 2I 3RG],25.53,[0LB 3I 2RG],21.28,10.64,No
27,卿丶小蛮,安娜丝塔丽,CN,2022-08-05 09:01:18,4m 43s,zMWCmtaBV3TrJPcN,https://classic.warcraftlogs.com/reports/zMWCmtaBV3TrJPcN?fight=9&source=10&type=healing,2382.98,363,363,662,644,6,1,2,0,1,2,8785.42,Yes,3,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,36.61,137.65,5.78,41.28,1.73,2132.19,89.48,[0LB 0I 5RG],46.51,[0LB 1I 4RG],11.63,18.6,No
28,我开组行不行,光芒,CN,2022-07-08 09:32:36,4m 59s,CFN68vbLWYdQ4hzf,https://classic.warcraftlogs.com/reports/CFN68vbLWYdQ4hzf?fight=22&source=8&type=healing,2381.66,0,0,0,0,7,1,1,0,2,3,8640.62,Yes,2,Yes,Yes,,,80.74,319.82,13.43,11.29,0.47,1812.74,76.11,[0LB 2I 3RG],32.56,[0LB 1I 4RG],18.6,13.95,No
29,英雄啊饶命,奎尔塞拉,CN,2022-06-30 06:15:16,4m 42s,CWTDdJcFPZ7kKa3q,https://classic.warcraftlogs.com/reports/CWTDdJcFPZ7kKa3q?fight=12&source=15&type=healing,2381.08,355,355,741,682,6,1,1,0,1,3,9746.5,Yes,0,Yes,Yes,Memento of Tyrande,Darkmoon Card: Blue Dragon,99.45,1479.5,62.14,179.25,7.53,590.7,24.81,[1LB 3I 1RG],17.02,[0LB 4I 1RG],12.77,70.21,Yes
30,Yikond,维希度斯,CN,2022-07-24 01:03:25,5m 8s,61HWw8PyRKBvjfVt,https://classic.warcraftlogs.com/reports/61HWw8PyRKBvjfVt?fight=14&source=64&type=healing,2378.74,312,312,683,669,6,1,1,1,1,2,8375.1,Yes,2,No,No,Redeemer's Alchemist Stone,Memento of Tyrande,17.41,86.5,3.64,28.89,1.21,2033.96,85.51,[0LB 0I 5RG],32.5,[0LB 1I 4RG],30.0,17.5,No
31,业余杨老师,艾隆纳亚,CN,2022-07-10 07:12:35,5m 1s,tLjyr9gY2xPQ8Rzd,https://classic.warcraftlogs.com/reports/tLjyr9gY2xPQ8Rzd?fight=10&source=32&type=healing,2377.99,352,352,674,667,6,1,1,2,0,2,9391.6,Yes,1,No,No,Essence of the Martyr,Redeemer's Alchemist Stone,96.91,1106.29,46.52,218.33,9.18,821.17,34.53,[1LB 4I 0RG],14.81,[1LB 2I 1RG],12.96,74.07,Yes
32,尔丶晴,辛迪加,CN,2022-07-23 09:48:52,4m 15s,wYn498dFXZ7PCx1K,https://classic.warcraftlogs.com/reports/wYn498dFXZ7PCx1K?fight=5&source=6&type=healing,2372.91,0,0,0,0,5,1,0,0,1,3,9558.77,Yes,0,No,Yes,,,95.62,872.54,36.77,103.71,4.37,964.34,40.64,[0LB 3I 2RG],15.38,[1LB 2I 1RG],10.26,43.59,No
33,祭水,雷德,CN,2022-08-11 07:49:21,4m 23s,9AXGV6cjPwCRWqh2,https://classic.warcraftlogs.com/reports/9AXGV6cjPwCRWqh2?fight=11&source=1&type=healing,2369.45,429,429,777,663,6,1,1,0,1,3,8333.33,Yes,1,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,88.69,644.9,27.22,255.72,10.79,1266.27,53.44,[0LB 1I 1RG],16.92,[0LB 1I 2RG],15.38,15.38,No
34,阿基蕾拉,碧空之歌,CN,2022-08-11 07:07:53,4m 30s,dakmyAbVvt8pPN14,https://classic.warcraftlogs.com/reports/dakmyAbVvt8pPN14?fight=10&source=5&type=healing,2367.66,0,0,0,0,6,1,1,0,1,3,8008.14,Yes,2,No,Yes,,,39.8,230.87,9.75,19.36,0.82,1953.02,82.49,[0LB 0I 5RG],33.33,[0LB 1I 4RG],23.08,12.82,No
35,缺德的组,加丁,CN,2022-07-21 07:33:47,4m 20s,dNWwAPjDrB1KQZty,https://classic.warcraftlogs.com/reports/dNWwAPjDrB1KQZty?fight=20&source=8&type=healing,2363.57,351,351,805,671,6,1,1,1,1,2,9251.43,No,2,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,96.14,678.46,28.7,312.6,13.23,963.23,40.75,[0LB 2I 3RG],16.67,[0LB 4I 1RG],14.29,33.33,No
36,艾利西妲,娅尔罗,CN,2022-07-15 07:59:15,4m 24s,cVJwFmKqfj63HLry,https://classic.warcraftlogs.com/reports/cVJwFmKqfj63HLry?fight=24&source=9&type=healing,2362.91,367,367,618,673,6,1,1,0,1,3,7219.5,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,61.84,416.17,17.61,344.38,14.57,1438.89,60.89,[0LB 2I 3RG],27.03,[0LB 1I 4RG],16.22,24.32,No
37,我是小熊,辛迪加,CN,2022-07-30 07:34:09,4m 2s,aPnBX82VJhRDjm7r,https://classic.warcraftlogs.com/reports/aPnBX82VJhRDjm7r?fight=4&source=8&type=healing,2362.44,0,0,0,0,5,1,0,0,1,3,9697.77,Yes,1,No,Yes,,,97.19,796.5,33.72,62.46,2.64,1208.48,51.15,[0LB 3I 2RG],24.39,[0LB 2I 3RG],17.07,34.15,No
38,Yikond,维希度斯,CN,2022-06-17 07:18:42,5m 43s,DpMnWHGXZPN1K6Qd,https://classic.warcraftlogs.com/reports/DpMnWHGXZPN1K6Qd?fight=11&source=15&type=healing,2357.68,319,319,683,663,6,1,1,1,1,2,9052.04,Yes,2,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,41.41,172.51,7.32,132.77,5.63,1892.41,80.27,[0LB 0I 5RG],20.75,[1LB 0I 3RG],13.21,35.85,No
39,大白兔生了,维希度斯,CN,2022-08-12 07:47:46,3m 50s,nBc67Tx439JDMPzk,https://classic.warcraftlogs.com/reports/nBc67Tx439JDMPzk?fight=22&source=11&type=healing,2349.23,385,385,761,667,6,1,1,1,1,2,9277.31,Yes,2,No,Yes,Glimmering Naaru Sliver,Memento of Tyrande,69.56,407.24,17.34,396.05,16.86,1290.42,54.93,[0LB 2I 3RG],45.71,[0LB 3I 2RG],11.43,11.43,No
40,香蕉马库斯,法尔班克斯,CN,2022-08-12 09:05:46,4m 21s,1wFqzW2ANBmd86Jt,https://classic.warcraftlogs.com/reports/1wFqzW2ANBmd86Jt?fight=10&source=5&type=healing,2347.11,493,493,691,651,6,1,1,0,1,3,9329.0,Yes,1,Yes,No,Direbrew Hops,Battlemaster's Alacrity,98.99,1045.98,44.56,346.26,14.75,719.87,30.67,[0LB 3I 2RG],30.95,[0LB 4I 1RG],26.19,21.43,No
41,荷西,寒脊山小径,CN,2022-07-21 22:27:44,5m 11s,VFBhMc3YLy74PHQm,https://classic.warcraftlogs.com/reports/VFBhMc3YLy74PHQm?fight=4&source=20&type=healing,2346.11,319,319,751,675,6,1,1,0,1,3,8704.27,Yes,2,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,84.17,711.9,30.34,99.21,4.23,1360.71,58.0,[0LB 2I 1RG],20.97,[0LB 1I 3RG],12.9,29.03,No
42,小珉小德,维希度斯,CN,2022-07-08 09:49:56,4m 59s,DQZwBrzgAKyY1PRh,https://classic.warcraftlogs.com/reports/DQZwBrzgAKyY1PRh?fight=11&source=13&type=healing,2345.84,231,231,641,633,6,1,1,1,1,2,8482.04,No,2,No,No,Battlemaster's Perseverance,Memento of Tyrande,88.1,581.58,24.79,440.44,18.78,902.53,38.47,[1LB 1I 2RG],18.75,[0LB 3I 2RG],8.33,52.08,No
43,阿基蕾拉,碧空之歌,CN,2022-07-29 07:20:18,4m 34s,2tGfd7CXvqa8yLgw,https://classic.warcraftlogs.com/reports/2tGfd7CXvqa8yLgw?fight=12&source=29&type=healing,2342.78,315,315,819,675,6,1,1,0,1,3,8017.26,Yes,2,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,39.74,221.84,9.47,34.48,1.47,1981.69,84.59,[0LB 0I 5RG],40.0,[0LB 1I 4RG],17.5,15.0,No
44,卿丶小蛮,安娜丝塔丽,CN,2022-07-22 09:56:28,4m 44s,QLqDnb6hWf1zgPKX,https://classic.warcraftlogs.com/reports/QLqDnb6hWf1zgPKX?fight=11&source=15&type=healing,2331.04,363,363,501,568,6,1,1,0,1,3,8183.57,Yes,2,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,71.4,306.66,13.16,82.69,3.55,1712.36,73.46,[0LB 1I 4RG],13.95,[0LB 2I 3RG],9.3,34.88,No
45,缺德喊我,比格沃斯,CN,2022-08-17 23:44:45,5m 0s,qv8fKcC3nVJ9QRTz,https://classic.warcraftlogs.com/reports/qv8fKcC3nVJ9QRTz?fight=10&source=22&type=healing,2323.32,422,422,683,650,6,1,1,1,1,2,7610.79,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,99.27,1024.16,44.08,174.65,7.52,711.42,30.62,[1LB 4I 0RG],19.61,[0LB 4I 1RG],13.73,58.82,No
46,糖糖哒唔,匕首岭,CN,2022-08-11 00:25:35,3m 50s,V379q1azZTAd6kCR,https://classic.warcraftlogs.com/reports/V379q1azZTAd6kCR?fight=11&source=13&type=healing,2318.81,494,494,717,667,5,1,1,1,0,2,9662.71,No,2,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,85.57,887.99,38.3,130.05,5.61,1113.16,48.01,[0LB 2I 3RG],19.51,[0LB 3I 2RG],9.76,34.15,No
47,汤圆巴巴,布鲁,CN,2022-08-12 07:22:07,5m 37s,Z64th9rbXgKqHfnx,https://classic.warcraftlogs.com/reports/Z64th9rbXgKqHfnx?fight=8&source=5&type=healing,2306.75,371,371,850,672,7,1,1,1,1,3,9612.89,Yes,2,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,80.45,479.93,20.81,162.18,7.03,1440.68,62.45,[0LB 3I 2RG],19.23,[0LB 1I 4RG],15.38,34.62,No
48,Raletzu,Firemaw,EU,2022-07-25 13:34:05,4m 43s,bcfJaw2QxFLAnZy8,https://classic.warcraftlogs.com/reports/bcfJaw2QxFLAnZy8?fight=23&source=11&type=healing,2305.92,259,259,662,643,6,1,1,1,0,3,8329.02,Yes,1,No,Yes,Direbrew Hops,Essence of the Martyr,95.45,1084.73,47.04,82.21,3.57,1091.41,47.33,[1LB 1I 2RG],22.73,[1LB 2I 1RG],20.45,72.73,Yes
49,尔丶晴,辛迪加,CN,2022-07-05 08:22:54,3m 40s,FZxbap1GmyNAY3kB,https://classic.warcraftlogs.com/reports/FZxbap1GmyNAY3kB?fight=18&source=16&type=healing,2305.12,196,196,858,675,5,1,0,0,1,3,9192.49,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,89.85,719.94,31.23,104.48,4.53,1121.01,48.63,[0LB 2I 3RG],16.22,[0LB 3I 2RG],13.51,37.84,No
50,鶺鴒鳥,维希度斯,CN,2022-07-31 07:52:26,5m 51s,V6g4AQcD81Gf3Kk2,https://classic.warcraftlogs.com/reports/V6g4AQcD81Gf3Kk2?fight=16&source=42&type=healing,2304.27,369,369,755,672,6,1,1,1,0,3,9871.88,Yes,1,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,97.06,870.54,37.78,173.11,7.51,991.04,43.01,[1LB 3I 1RG],18.33,[1LB 2I 1RG],8.33,71.67,Yes
51,德哩德气,龙之召唤,CN,2022-07-04 09:08:13,3m 46s,q46fYV1ZrcDHKtd3,https://classic.warcraftlogs.com/reports/q46fYV1ZrcDHKtd3?fight=14&source=10&type=healing,2302.69,231,231,596,673,5,1,1,1,0,2,8644.37,Yes,2,Yes,Yes,Direbrew Hops,Alchemist Stone,22.18,41.42,1.8,450.98,19.58,1750.88,76.04,[0LB 1I 4RG],33.33,[0LB 3I 2RG],13.33,6.67,No
52,我是小熊,辛迪加,CN,2022-08-08 09:11:10,3m 46s,x7VCgKpPknAJTHjt,https://classic.warcraftlogs.com/reports/x7VCgKpPknAJTHjt?fight=10&source=13&type=healing,2296.74,0,0,0,0,5,1,0,0,1,3,8497.33,Yes,1,No,Yes,,,94.16,764.75,33.3,87.91,3.83,1178.88,51.33,[0LB 2I 3RG],21.62,[0LB 1I 4RG],16.22,32.43,No
53,尔丶晴,辛迪加,CN,2022-07-30 09:53:48,3m 55s,BRyCP1DLhq7m4FMz,https://classic.warcraftlogs.com/reports/BRyCP1DLhq7m4FMz?fight=7&source=4&type=healing,2296.33,0,0,0,0,5,1,0,0,1,3,8751.05,Yes,1,No,Yes,,,97.32,790.78,34.44,134.7,5.87,1043.11,45.43,[0LB 2I 3RG],11.11,[0LB 3I 2RG],11.11,46.67,No
54,阿尔忒弥斯丶,范沃森,CN,2022-08-08 07:40:07,4m 28s,DJHvqPa4fjTyBxX7,https://classic.warcraftlogs.com/reports/DJHvqPa4fjTyBxX7?fight=12&source=17&type=healing,2295.73,389,389,722,655,6,1,1,0,1,3,9178.35,Yes,2,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,73.05,537.84,23.43,85.94,3.74,1464.96,63.81,[0LB 1I 4RG],18.6,[0LB 2I 3RG],16.28,30.23,No
55,Faìry,埃提耶什,CN,2022-06-23 00:57:03,5m 58s,6xWNyGbCJkKqrn9Q,https://classic.warcraftlogs.com/reports/6xWNyGbCJkKqrn9Q?fight=14&source=15&type=healing,2294.65,399,399,645,623,8,1,2,1,1,3,10461.56,Yes,2,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,87.21,818.41,35.67,297.03,12.94,930.34,40.54,[0LB 3I 2RG],23.33,[0LB 4I 1RG],18.33,25.0,No
56,青鸦垂羽,席瓦莱恩,CN,2022-06-12 08:45:21,6m 9s,P9qgtTX3xhcHGBfb,https://classic.warcraftlogs.com/reports/P9qgtTX3xhcHGBfb?fight=24&source=14&type=healing,2294.12,265,265,541,576,8,1,2,1,1,3,9243.3,Yes,1,No,No,Lower City Prayerbook,Essence of the Martyr,82.95,609.04,26.55,64.99,2.83,1177.11,51.31,[0LB 4I 1RG],13.21,[1LB 2I 1RG],9.43,22.64,No
57,毛毛姐,德姆塞卡尔,CN,2022-07-02 07:21:32,4m 2s,yLCWk2wf8p4nFtVA,https://classic.warcraftlogs.com/reports/yLCWk2wf8p4nFtVA?fight=11&source=24&type=healing,2291.91,272,272,718,715,6,1,1,0,1,3,8005.94,No,2,No,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,88.96,497.5,21.71,0,0.0,1554.94,67.84,[1LB 0I 3RG],13.51,[1LB 1I 3RG],10.81,45.95,No
