Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
11,我是小熊,辛迪加,CN,2022-08-16 08:49:36,1m 14s,JaAjZCY9cHdwBM3n,https://classic.warcraftlogs.com/reports/JaAjZCY9cHdwBM3n?fight=4&source=19&type=healing,3405.75,281,281,947,684,5,1,0,0,1,3,13304.9,Yes,1,No,Yes,Direbrew Hops,Redeemer's Alchemist Stone,41.14,241.73,7.1,0,0.0,2560.14,75.17,[0LB 0I 5RG],36.36,[0LB 2I 3RG],18.18,0.0,No
12,奔腾的羊驼,祈福,CN,2022-06-24 07:50:59,1m 20s,dJGF3H7rmN91YaVx,https://classic.warcraftlogs.com/reports/dJGF3H7rmN91YaVx?fight=15&source=3&type=healing,3399.36,234,234,807,644,6,1,1,0,1,3,15470.67,Yes,1,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,10.63,43.35,1.28,180.08,5.3,3113.51,91.59,[0LB 0I 5RG],45.45,[0LB 1I 4RG],27.27,9.09,No
13,哭笑交叉,萨弗拉斯,CN,2022-08-19 08:25:49,1m 9s,MTjm4B8HwR19bZ3W,https://classic.warcraftlogs.com/reports/MTjm4B8HwR19bZ3W?fight=16&source=9&type=healing,3385.09,361,361,850,698,5,1,1,0,1,2,15733.24,No,1,No,Yes,The Skull of Gul'dan,Redeemer's Alchemist Stone,34.34,144.43,4.27,106.9,3.16,2947.75,87.08,[0LB 0I 5RG],30.0,[0LB 1I 4RG],30.0,0.0,No
14,小鹿做头发,奥罗,CN,2022-07-11 01:03:39,1m 42s,nZDCRJT4fHQpdykr,https://classic.warcraftlogs.com/reports/nZDCRJT4fHQpdykr?fight=13&source=23&type=healing,3380.68,196,196,594,620,7,1,1,1,1,3,14007.35,Yes,0,No,Yes,Direbrew Hops,Memento of Tyrande,77.16,919.53,27.2,0,0.0,1768.98,52.33,[0LB 5I 0RG],35.71,[0LB 1I 4RG],21.43,7.14,No
15,祭水,雷德,CN,2022-08-06 08:11:33,1m 8s,jF4wYVB2JGbpPLMy,https://classic.warcraftlogs.com/reports/jF4wYVB2JGbpPLMy?fight=23&source=4&type=healing,3371.29,419,419,796,653,5,1,1,0,1,2,14813.07,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,44.54,215.79,6.4,227.75,6.76,2827.97,83.88,[0LB 0I 2RG],15.38,[0LB 1I 1RG],15.38,30.77,No
16,祭水,雷德,CN,2022-07-09 08:37:00,1m 26s,tcpM1zmNbaZxjr8L,https://classic.warcraftlogs.com/reports/tcpM1zmNbaZxjr8L?fight=7&source=15&type=healing,3347.99,409,409,724,636,5,1,1,0,1,2,13603.1,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,85.95,591.71,17.67,64.44,1.92,2493.53,74.48,[1LB 0I 3RG],40.0,[1LB 1I 2RG],20.0,80.0,Yes
17,冲锋的土豆,灵风,CN,2022-08-02 00:47:34,1m 33s,c27jrxMbPYXFQk8G,https://classic.warcraftlogs.com/reports/c27jrxMbPYXFQk8G?fight=24&source=16&type=healing,3322.65,281,281,851,673,6,1,1,0,1,3,12449.51,Yes,1,No,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,27.61,193.65,5.83,0,0.0,2875.72,86.55,[0LB 0I 5RG],46.15,[0LB 1I 4RG],23.08,7.69,No
18,梦焕,骨火,CN,2022-08-11 08:01:50,1m 22s,23MDYPrwCHpFc94T,https://classic.warcraftlogs.com/reports/23MDYPrwCHpFc94T?fight=25&source=10&type=healing,3319.77,283,283,757,658,6,1,1,0,1,3,16228.61,Yes,2,No,Yes,Redeemer's Alchemist Stone,Scarab of the Infinite Cycle,0,0,0.0,101.13,3.05,2858.52,86.11,[0LB 0I 5RG],58.33,[0LB 1I 4RG],16.67,0.0,No
19,我爱吃鸡翅膀,帕奇维克,CN,2022-07-14 09:51:27,1m 33s,1qgMWARv2ZyQYK9G,https://classic.warcraftlogs.com/reports/1qgMWARv2ZyQYK9G?fight=19&source=7&type=healing,3317.31,421,421,726,664,6,1,1,1,0,3,15364.81,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,54.69,199.27,6.01,40.44,1.22,2899.11,87.39,[1LB 0I 4RG],26.67,[0LB 0I 3RG],20.0,46.67,No
20,壁画多,奥罗,CN,2022-06-30 07:25:55,1m 19s,RZh2dt9GFbamwLnz,https://classic.warcraftlogs.com/reports/RZh2dt9GFbamwLnz?fight=17&source=40&type=healing,3301.55,248,248,661,594,7,1,1,1,1,3,15605.62,Yes,1,No,Yes,Essence of the Martyr,Lower City Prayerbook,32.04,118.58,3.59,11.71,0.35,2666.11,80.75,[0LB 0I 5RG],40.0,[0LB 0I 4RG],20.0,0.0,No
21,荷西,寒脊山小径,CN,2022-07-21 23:00:54,1m 25s,VFBhMc3YLy74PHQm,https://classic.warcraftlogs.com/reports/VFBhMc3YLy74PHQm?fight=10&source=20&type=healing,3288.05,319,319,751,675,6,1,1,0,1,3,13029.12,Yes,0,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,52.41,279.79,8.51,0,0.0,2889.26,87.87,[0LB 0I 5RG],38.46,[0LB 2I 3RG],23.08,7.69,No
22,我爱吃鸡翅膀,帕奇维克,CN,2022-07-08 10:10:07,1m 31s,rDaHmzpf4K2d7JF8,https://classic.warcraftlogs.com/reports/rDaHmzpf4K2d7JF8?fight=18&source=16&type=healing,3282.06,389,389,726,672,6,1,1,1,1,2,13342.35,Yes,2,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,38.35,92.44,2.82,0,0.0,2893.76,88.17,[0LB 1I 4RG],20.0,[0LB 0I 5RG],20.0,33.33,No
23,刘哥来也,席瓦莱恩,CN,2022-07-15 08:56:48,1m 28s,vXKpJVrWQAtx3gkM,https://classic.warcraftlogs.com/reports/vXKpJVrWQAtx3gkM?fight=13&source=3&type=healing,3278.96,123,123,748,657,6,1,1,2,0,2,13865.02,Yes,1,No,Yes,Memento of Tyrande,Direbrew Hops,40.64,247.47,7.55,73.95,2.26,2766.18,84.36,[0LB 0I 5RG],38.46,[1LB 0I 3RG],15.38,30.77,No
24,我是小熊,辛迪加,CN,2022-08-08 09:34:12,1m 7s,x7VCgKpPknAJTHjt,https://classic.warcraftlogs.com/reports/x7VCgKpPknAJTHjt?fight=15&source=13&type=healing,3273.94,311,311,907,682,5,1,0,0,1,3,15122.57,Yes,1,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,10.31,40.66,1.24,9.54,0.29,2738.01,83.63,[0LB 0I 5RG],40.0,[0LB 1I 4RG],30.0,0.0,No
25,荷西,寒脊山小径,CN,2022-07-07 22:20:34,1m 44s,jr1ywZqRzQKH6D84,https://classic.warcraftlogs.com/reports/jr1ywZqRzQKH6D84?fight=30&source=22&type=healing,3272.87,299,299,788,662,6,1,1,0,1,3,12929.81,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,14.64,52.73,1.61,0,0.0,3194.22,97.6,[0LB 0I 5RG],68.75,[0LB 0I 1RG],12.5,6.25,No
26,名媛范儿,碧玉矿洞,CN,2022-08-26 08:41:31,1m 21s,rwRpFxdMqX4jcHPA,https://classic.warcraftlogs.com/reports/rwRpFxdMqX4jcHPA?fight=16&source=19&type=healing,3269.78,421,421,695,684,6,1,1,1,0,3,13381.58,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,52.4,296.3,9.06,0,0.0,2573.25,78.7,[0LB 1I 4RG],33.33,[0LB 2I 3RG],25.0,0.0,No
27,锄禾曰当午,龙牙,CN,2022-06-27 07:58:51,1m 32s,8F23P6pZVdGT4mgH,https://classic.warcraftlogs.com/reports/8F23P6pZVdGT4mgH?fight=31&source=7&type=healing,3266.76,211,211,734,649,6,1,1,0,1,3,12670.94,No,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,45.4,296.11,9.06,49.33,1.51,2474.59,75.75,[1LB 0I 3RG],28.57,[0LB 0I 1RG],14.29,42.86,No
28,Babychungusx,Grobbulus,US,2022-08-02 23:42:58,1m 21s,yWPC4bNm3YFBAjZG,https://classic.warcraftlogs.com/reports/yWPC4bNm3YFBAjZG?fight=27&source=15&type=healing,3265.1,237,237,642,650,6,1,1,2,0,2,13011.42,Yes,0,No,Yes,Essence of the Martyr,Glimmering Naaru Sliver,84.16,599.18,18.35,0,0.0,2508.72,76.83,[1LB 0I 3RG],64.29,[0LB 2I 1RG],7.14,78.57,Yes
29,荷西,寒脊山小径,CN,2022-06-22 21:35:34,1m 22s,DMNTBY1y7w4Xmrka,https://classic.warcraftlogs.com/reports/DMNTBY1y7w4Xmrka?fight=29&source=48&type=healing,3264.45,309,309,795,667,6,1,1,1,0,3,14480.1,Yes,1,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,9.96,30.13,0.92,0,0.0,3193.54,97.83,[0LB 0I 5RG],75.0,[0LB 1I 4RG],8.33,0.0,No
30,阿尔忒弥斯丶,范沃森,CN,2022-07-18 08:11:14,1m 28s,9n1vK4z8GFcM3Yxy,https://classic.warcraftlogs.com/reports/9n1vK4z8GFcM3Yxy?fight=14&source=24&type=healing,3263.79,417,337,751,649,6,1,1,0,1,3,12853.92,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,7.9,14.85,0.45,0,0.0,3074.6,94.2,[0LB 0I 5RG],69.23,[0LB 1I 4RG],15.38,7.69,No
31,小红冒,帕奇维克,CN,2022-08-19 10:06:57,1m 24s,whp9dFgQ4j1tMWYm,https://classic.warcraftlogs.com/reports/whp9dFgQ4j1tMWYm?fight=15&source=1&type=healing,3238.8,431,431,726,664,6,1,1,2,0,2,14869.84,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,36.35,99.11,3.06,150.63,4.65,2636.1,81.39,[0LB 0I 5RG],41.67,[0LB 2I 3RG],33.33,0.0,No
32,哓嘿,布鲁,CN,2022-07-16 08:22:34,1m 6s,qY4rv8NAKFmny7Hf,https://classic.warcraftlogs.com/reports/qY4rv8NAKFmny7Hf?fight=42&source=139&type=healing,3234.76,322,322,780,671,6,1,1,0,1,3,14946.89,No,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,5.61,14.56,0.45,326.91,10.11,2769.49,85.62,[0LB 0I 5RG],40.0,[0LB 1I 4RG],20.0,10.0,No
33,艾利西妲,娅尔罗,CN,2022-08-26 07:39:49,1m 24s,hfVxkqNpXK2DYgC9,https://classic.warcraftlogs.com/reports/hfVxkqNpXK2DYgC9?fight=13&source=8&type=healing,3227.6,364,364,661,673,6,1,1,0,1,3,13350.32,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,0,0,0.0,158.8,4.92,2843.2,88.09,[0LB 1I 4RG],41.67,[0LB 0I 5RG],33.33,0.0,No
34,阿基蕾拉,碧空之歌,CN,2022-08-26 09:17:04,1m 54s,f6QmdkPvrGaVWxb4,https://classic.warcraftlogs.com/reports/f6QmdkPvrGaVWxb4?fight=22&source=3&type=healing,3226.62,315,315,819,675,6,1,1,0,1,3,13161.79,Yes,1,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,6.1,20.61,0.64,0,0.0,2973.46,92.15,[0LB 0I 5RG],68.75,[0LB 1I 4RG],12.5,0.0,No
35,女子无才丶,法琳娜,CN,2022-07-30 08:50:04,1m 16s,vZw8prby7CcgYMad,https://classic.warcraftlogs.com/reports/vZw8prby7CcgYMad?fight=24&source=3&type=healing,3219.85,292,292,636,677,5,1,1,0,1,2,14418.97,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,13.17,135.47,4.21,17.58,0.55,2792.38,86.72,[0LB 0I 5RG],45.45,[0LB 1I 4RG],36.36,0.0,No
36,鶺鴒鳥,维希度斯,CN,2022-07-31 08:33:31,1m 33s,V6g4AQcD81Gf3Kk2,https://classic.warcraftlogs.com/reports/V6g4AQcD81Gf3Kk2?fight=22&source=42&type=healing,3212.48,369,369,717,672,6,1,1,1,0,3,14475.34,Yes,0,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,38.64,118.69,3.69,7.21,0.22,2725.84,84.85,[0LB 0I 3RG],26.32,[0LB 0I 4RG],15.79,10.53,No
37,毒奶大王,奎尔塞拉,CN,2022-06-30 09:17:50,1m 17s,n6rdf3a9mqLKMBvw,https://classic.warcraftlogs.com/reports/n6rdf3a9mqLKMBvw?fight=38&source=31&type=healing,3209.78,431,431,803,683,6,1,1,0,1,3,14771.62,Yes,1,No,No,Memento of Tyrande,Redeemer's Alchemist Stone,0,0,0.0,216.37,6.74,2674.82,83.33,[0LB 0I 5RG],36.36,[0LB 2I 3RG],27.27,0.0,No
38,二零七四,沙尔图拉,CN,2022-06-20 08:41:54,1m 20s,tpCNgW7by3vARXcj,https://classic.warcraftlogs.com/reports/tpCNgW7by3vARXcj?fight=27&source=27&type=healing,3190.61,174,174,722,629,6,1,1,0,1,3,12974.77,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,22.54,53.25,1.67,25.52,0.8,2852.54,89.4,[0LB 0I 5RG],30.77,[0LB 1I 4RG],15.38,15.38,No
39,暗黑无敌德,龙牙,CN,2022-08-19 07:45:41,1m 22s,FtnxWM2JATwp6zg8,https://classic.warcraftlogs.com/reports/FtnxWM2JATwp6zg8?fight=25&source=5&type=healing,3188.99,311,311,832,653,6,1,1,0,1,3,14187.71,No,2,No,Yes,Direbrew Hops,Memento of Tyrande,87.68,708.54,22.22,15.15,0.48,2274.14,71.31,[1LB 0I 2RG],18.75,[1LB 1I 2RG],12.5,75.0,Yes
40,一包牛肉干,雷霆之击,CN,2022-06-14 08:51:18,1m 36s,GdkVLCWy2PthAFmb,https://classic.warcraftlogs.com/reports/GdkVLCWy2PthAFmb?fight=17&source=7&type=healing,3177.56,239,239,670,667,7,2,1,0,1,3,13230.17,Yes,2,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,7.3,23.3,0.73,0,0.0,2989.91,94.09,[0LB 0I 5RG],46.15,[0LB 1I 4RG],38.46,0.0,No
41,调皮鹌鹑,范克瑞斯,CN,2022-07-04 07:46:54,1m 19s,1Gtj3cCKn9d4gAZX,https://classic.warcraftlogs.com/reports/1Gtj3cCKn9d4gAZX?fight=16&source=28&type=healing,3174.24,386,386,737,665,6,1,1,0,1,3,15774.29,Yes,1,No,No,Direbrew Hops,Scarab of the Infinite Cycle,0,0,0.0,327.65,10.32,2571.4,81.01,[0LB 0I 5RG],30.0,[0LB 2I 3RG],20.0,0.0,No
42,Windrise,奥罗,CN,2022-06-18 07:09:45,1m 36s,YPNyzKa73Dmq6btX,https://classic.warcraftlogs.com/reports/YPNyzKa73Dmq6btX?fight=18&source=11&type=healing,3173.47,114,114,791,646,6,1,1,0,1,3,13730.13,Yes,0,No,Yes,Essence of the Martyr,Memento of Tyrande,22.62,105.39,3.32,156.02,4.92,2663.2,83.92,[0LB 0I 5RG],36.36,[0LB 2I 3RG],27.27,0.0,No
43,淇淇小宝,法琳娜,CN,2022-08-04 09:08:53,1m 21s,rwdkLZyCHJX1vpx3,https://classic.warcraftlogs.com/reports/rwdkLZyCHJX1vpx3?fight=28&source=21&type=healing,3172.29,481,481,734,668,5,1,1,0,1,2,14706.19,No,2,No,Yes,The Skull of Gul'dan,Redeemer's Alchemist Stone,25.42,114.7,3.62,0,0.0,2937.73,92.61,[0LB 0I 5RG],38.46,[0LB 1I 4RG],23.08,7.69,No
44,阿基蕾拉,碧空之歌,CN,2022-08-11 08:17:19,1m 46s,dakmyAbVvt8pPN14,https://classic.warcraftlogs.com/reports/dakmyAbVvt8pPN14?fight=20&source=5&type=healing,3171.89,285,285,805,664,6,1,1,0,1,3,13655.99,Yes,1,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,0,0,0.0,31.72,1.0,2945.69,92.87,[0LB 0I 5RG],57.14,[0LB 1I 4RG],21.43,0.0,No
45,输出我不太会,辛迪加,CN,2022-08-06 09:34:05,1m 20s,kBf2Y6hRrxpXMZda,https://classic.warcraftlogs.com/reports/kBf2Y6hRrxpXMZda?fight=42&source=13&type=healing,3171.79,343,343,690,691,7,1,2,0,1,3,11462.85,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,0,0,0.0,90.83,2.86,2998.07,94.52,[0LB 0I 5RG],63.64,[0LB 1I 4RG],27.27,0.0,No
46,胸扣碎大石,维克尼拉斯,CN,2022-07-07 08:45:58,1m 6s,DLGfKc3bBYg1ZHwr,https://classic.warcraftlogs.com/reports/DLGfKc3bBYg1ZHwr?fight=10&source=3&type=healing,3170.71,315,315,627,660,5,1,1,2,0,1,11883.98,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,13.81,86.02,2.71,0.39,0.01,2953.58,93.15,[0LB 0I 5RG],50.0,[0LB 1I 4RG],25.0,0.0,No
47,丶无梦生,范克瑞斯,CN,2022-06-30 08:30:08,1m 23s,qdaN8pwTDjM9FhtH,https://classic.warcraftlogs.com/reports/qdaN8pwTDjM9FhtH?fight=35&source=10&type=healing,3169.28,336,336,760,653,6,1,1,0,1,3,13580.94,Yes,0,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,9.87,24.32,0.77,0,0.0,3030.38,95.62,[0LB 0I 5RG],81.82,[0LB 1I 4RG],9.09,0.0,No
48,财富顾问,席瓦莱恩,CN,2022-08-20 01:22:44,1m 3s,z2D1TB93VKxqh7w4,https://classic.warcraftlogs.com/reports/z2D1TB93VKxqh7w4?fight=16&source=22&type=healing,3167.94,269,269,737,667,5,1,1,1,0,2,11754.77,Yes,1,No,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,42.74,331.43,10.46,0,0.0,2539.55,80.16,[1LB 1I 2RG],30.0,[0LB 0I 5RG],20.0,40.0,No
49,卿丶小蛮,安娜丝塔丽,CN,2022-07-22 10:27:16,1m 33s,QLqDnb6hWf1zgPKX,https://classic.warcraftlogs.com/reports/QLqDnb6hWf1zgPKX?fight=17&source=15&type=healing,3167.45,363,363,688,644,6,1,1,0,1,3,12913.74,Yes,2,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,16.47,15.6,0.49,0,0.0,2916.74,92.08,[0LB 0I 5RG],71.43,[0LB 0I 4RG],14.29,0.0,No
50,鶺鴒鳥,维希度斯,CN,2022-08-22 02:54:51,2m 8s,ZrVT7HCkLvDWgt39,https://classic.warcraftlogs.com/reports/ZrVT7HCkLvDWgt39?fight=23&source=37&type=healing,3165.89,369,369,748,672,6,1,1,1,1,2,13826.35,Yes,0,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,41.21,169.71,5.36,34.82,1.1,2477.94,78.27,[0LB 1I 4RG],29.41,[0LB 0I 5RG],23.53,11.76,No
51,大白兔生了,维希度斯,CN,2022-07-29 08:37:44,1m 25s,B2wD4HvxFcK1dnLP,https://classic.warcraftlogs.com/reports/B2wD4HvxFcK1dnLP?fight=37&source=25&type=healing,3160.82,385,385,698,667,5,1,1,1,0,2,13491.27,Yes,1,No,Yes,Glimmering Naaru Sliver,Memento of Tyrande,16.46,25.04,0.79,155.4,4.92,2773.29,87.74,[0LB 0I 5RG],38.46,[0LB 1I 4RG],30.77,0.0,No
52,英雄啊饶命,奎尔塞拉,CN,2022-06-23 08:12:02,1m 16s,3aBGZ7wCJPYxnh4p,https://classic.warcraftlogs.com/reports/3aBGZ7wCJPYxnh4p?fight=21&source=12&type=healing,3159.25,267,267,795,671,5,1,1,0,1,2,13512.74,Yes,1,No,Yes,Memento of Tyrande,Darkmoon Card: Blue Dragon,94.61,727.45,23.03,0,0.0,2050.15,64.89,[1LB 0I 3RG],66.67,[1LB 1I 2RG],16.67,91.67,Yes
53,Kuzrakiihing,震地者,CN,2022-06-17 08:51:19,1m 16s,8KZtNFn1YrX6BwDq,https://classic.warcraftlogs.com/reports/8KZtNFn1YrX6BwDq?fight=32&source=4&type=healing,3156.76,156,156,910,653,6,1,1,0,1,3,14938.66,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,0,0,0.0,10.63,0.34,3146.14,99.66,[0LB 0I 5RG],90.0,[0LB 0I 2RG],10.0,0.0,No
54,段团团丶,维克尼拉斯,CN,2022-06-28 01:06:55,1m 43s,zkrYJ6v7KtPdyhxC,https://classic.warcraftlogs.com/reports/zkrYJ6v7KtPdyhxC?fight=13&source=3&type=healing,3155.37,206,206,646,655,7,1,1,1,1,3,13368.62,No,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,59.71,621.78,19.71,48.51,1.54,1902.96,60.31,[0LB 0I 5RG],23.08,[0LB 4I 1RG],7.69,38.46,No
55,尔丶晴,辛迪加,CN,2022-07-05 09:02:40,1m 10s,FZxbap1GmyNAY3kB,https://classic.warcraftlogs.com/reports/FZxbap1GmyNAY3kB?fight=25&source=16&type=healing,3150.6,196,196,858,675,5,1,0,0,1,3,13311.09,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,57.39,322.49,10.24,71.14,2.26,2442.69,77.53,[0LB 1I 4RG],40.0,[1LB 1I 2RG],10.0,10.0,No
56,氢硫化钠,奥罗,CN,2022-06-25 09:39:18,1m 49s,jd9BFL7ZYc3w6QPV,https://classic.warcraftlogs.com/reports/jd9BFL7ZYc3w6QPV?fight=16&source=14&type=healing,3146.57,484,484,686,660,6,2,1,0,1,2,13680.72,Yes,2,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,29.12,115.69,3.68,58.83,1.87,2785.33,88.52,[0LB 0I 5RG],44.44,[0LB 1I 4RG],11.11,11.11,No
