Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
11,我是小熊,辛迪加,CN,2022-07-09 07:34:49,3m 43s,kHW93qKjaVCZPbTB,https://classic.warcraftlogs.com/reports/kHW93qKjaVCZPbTB?fight=11&source=16&type=healing,2696.46,209,209,962,691,5,1,0,0,1,3,8910.21,Yes,1,No,Yes,Direbrew Hops,Redeemer's Alchemist Stone,53.89,304.82,11.3,16.73,0.62,2049.65,76.01,[0LB 0I 5RG],24.14,[0LB 1I 4RG],17.24,6.9,No
12,Kuzrakiihing,埃提耶什,CN,2022-06-24 08:21:56,3m 50s,8KDfgvkWphcBtPrz,https://classic.warcraftlogs.com/reports/8KDfgvkWphcBtPrz?fight=21&source=25&type=healing,2689.56,175,175,904,661,6,1,1,0,1,3,8847.26,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,15.24,38.27,1.42,70.16,2.61,2362.14,87.83,[0LB 1I 4RG],38.46,[0LB 0I 5RG],30.77,3.85,No
13,尔丶晴,辛迪加,CN,2022-07-05 08:36:21,3m 48s,FZxbap1GmyNAY3kB,https://classic.warcraftlogs.com/reports/FZxbap1GmyNAY3kB?fight=19&source=16&type=healing,2684.96,196,196,851,658,5,1,0,0,1,3,9396.02,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,46.31,271.88,10.13,0,0.0,2138.88,79.66,[0LB 0I 5RG],25.81,[0LB 1I 4RG],19.35,6.45,No
14,卿丶小蛮,安娜丝塔丽,CN,2022-07-09 07:38:15,6m 10s,HXGCRrbPgAznK4mY,https://classic.warcraftlogs.com/reports/HXGCRrbPgAznK4mY?fight=10&source=9&type=healing,2678.94,363,363,662,644,6,1,1,0,1,3,8240.31,Yes,2,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,61.5,450.76,16.83,318.33,11.88,1659.19,61.93,[0LB 0I 5RG],21.28,[0LB 2I 3RG],14.89,6.38,No
15,尔丶晴,辛迪加,CN,2022-08-16 11:02:17,3m 30s,6ZCx13rKbPhTL9jY,https://classic.warcraftlogs.com/reports/6ZCx13rKbPhTL9jY?fight=16&source=9&type=healing,2662.75,258,258,948,696,5,1,0,0,1,3,9126.18,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,51.12,338.39,12.71,28.2,1.06,1944.38,73.02,[0LB 0I 5RG],37.93,[0LB 5I 0RG],13.79,10.34,No
16,我是小熊,辛迪加,CN,2022-07-23 07:35:13,3m 42s,RmVt4cnax1k9HrQf,https://classic.warcraftlogs.com/reports/RmVt4cnax1k9HrQf?fight=11&source=10&type=healing,2635.94,269,269,881,687,5,1,0,0,1,3,10223.7,Yes,1,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,64.32,502.6,19.07,0,0.0,1665.25,63.17,[0LB 1I 4RG],25.0,[0LB 5I 0RG],15.62,9.38,No
17,尔丶晴,辛迪加,CN,2022-07-09 10:09:36,3m 27s,RTCYKFG3rtax6Q8P,https://classic.warcraftlogs.com/reports/RTCYKFG3rtax6Q8P?fight=10&source=13&type=healing,2629.52,196,196,838,658,5,1,0,0,1,3,9123.28,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,48.53,306.1,11.64,0.0,0.0,2000.22,76.07,[0LB 0I 5RG],24.14,[0LB 1I 4RG],24.14,10.34,No
18,四大名补无情,辛洛斯,CN,2022-08-24 07:41:52,5m 47s,NYX9kjzMmF1LGV6f,https://classic.warcraftlogs.com/reports/NYX9kjzMmF1LGV6f?fight=16&source=7&type=healing,2613.86,474,474,772,655,6,1,1,1,1,2,7188.13,Yes,2,Yes,Yes,Memento of Tyrande,Shifting Naaru Sliver,51.65,396.28,15.16,266.35,10.19,1720.0,65.8,[0LB 0I 5RG],29.31,[0LB 5I 0RG],20.69,12.07,No
19,冲啊丨菜鸟,匕首岭,CN,2022-07-22 07:53:58,6m 31s,XH8WTfp2LbKgMjvm,https://classic.warcraftlogs.com/reports/XH8WTfp2LbKgMjvm?fight=11&source=9&type=healing,2609.59,404,404,661,668,6,1,1,0,1,3,7433.38,Yes,2,No,No,Memento of Tyrande,Glimmering Naaru Sliver,30.08,118.39,4.54,189.62,7.27,2186.44,83.78,[0LB 0I 5RG],17.86,[0LB 0I 4RG],12.5,10.71,No
20,青衫旧,碧玉矿洞,CN,2022-07-10 07:22:08,6m 17s,dJLz3vkMZK12FAQ6,https://classic.warcraftlogs.com/reports/dJLz3vkMZK12FAQ6?fight=9&source=21&type=healing,2571.92,350,350,765,649,6,1,1,0,1,3,8057.35,Yes,2,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,31.64,121.89,4.74,45.97,1.79,2224.59,86.5,[0LB 0I 5RG],38.0,[0LB 1I 4RG],16.0,12.0,No
21,名媛范儿,碧玉矿洞,CN,2022-08-26 08:14:38,5m 59s,rwRpFxdMqX4jcHPA,https://classic.warcraftlogs.com/reports/rwRpFxdMqX4jcHPA?fight=12&source=19&type=healing,2570.53,421,421,695,684,6,1,1,1,0,3,7734.25,Yes,2,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,55.21,319.84,12.44,40.4,1.57,1837.77,71.49,[0LB 3I 2RG],27.27,[0LB 1I 4RG],25.0,0.0,No
22,大白兔生了,维希度斯,CN,2022-08-05 07:31:12,5m 40s,PAL4nad7j2B1xWhR,https://classic.warcraftlogs.com/reports/PAL4nad7j2B1xWhR?fight=12&source=37&type=healing,2568.72,385,385,761,667,6,1,1,1,1,2,8261.76,Yes,3,No,Yes,Glimmering Naaru Sliver,Memento of Tyrande,41.97,212.19,8.26,203.0,7.9,2046.66,79.68,[0LB 0I 5RG],29.79,[0LB 5I 0RG],12.77,8.51,No
23,青衫旧,碧玉矿洞,CN,2022-08-13 02:01:18,6m 10s,FNBfMxakYDQHvn61,https://classic.warcraftlogs.com/reports/FNBfMxakYDQHvn61?fight=13&source=24&type=healing,2537.61,350,350,765,649,6,1,1,0,1,3,8285.73,Yes,2,No,Yes,Direbrew Hops,Redeemer's Alchemist Stone,46.09,187.0,7.37,10.34,0.41,2216.04,87.33,[0LB 0I 3RG],24.59,[0LB 0I 4RG],13.11,6.56,No
24,青衫旧,碧玉矿洞,CN,2022-07-15 07:41:57,3m 48s,ZBrT4n83FpALqVCb,https://classic.warcraftlogs.com/reports/ZBrT4n83FpALqVCb?fight=16&source=16&type=healing,2502.38,350,350,727,616,6,1,1,0,1,3,9575.29,No,2,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,47.53,214.99,8.59,52.96,2.12,2100.42,83.94,[0LB 0I 5RG],39.39,[0LB 1I 4RG],12.12,9.09,No
25,台式排骨大王,卓越,CN,2022-08-08 08:30:32,5m 51s,4rCn2qRdgPt7QapM,https://classic.warcraftlogs.com/reports/4rCn2qRdgPt7QapM?fight=15&source=6&type=healing,2481.76,413,413,781,680,5,1,1,0,1,2,7825.11,Yes,2,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,52.39,424.51,17.11,63.65,2.56,1830.72,73.77,[0LB 0I 5RG],28.3,[0LB 2I 0RG],11.32,7.55,No
26,我是小熊,辛迪加,CN,2022-08-16 08:27:17,5m 34s,JaAjZCY9cHdwBM3n,https://classic.warcraftlogs.com/reports/JaAjZCY9cHdwBM3n?fight=3&source=19&type=healing,2475.13,311,311,907,682,5,1,0,0,1,3,7700.28,Yes,1,No,Yes,Direbrew Hops,Redeemer's Alchemist Stone,71.62,600.83,24.27,32.73,1.32,1455.9,58.82,[0LB 5I 0RG],22.73,[0LB 1I 4RG],15.91,9.09,No
27,一杯马爹利,雷霆之击,CN,2022-08-02 07:40:45,8m 34s,yRrbT8VD7HN2YXgZ,https://classic.warcraftlogs.com/reports/yRrbT8VD7HN2YXgZ?fight=13&source=1&type=healing,2435.76,267,267,815,661,6,1,1,1,1,2,7161.38,Yes,4,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,68.16,555.27,22.8,9.47,0.39,1625.42,66.73,[0LB 0I 5RG],23.38,[0LB 5I 0RG],20.78,18.18,No
28,卿丶小蛮,安娜丝塔丽,CN,2022-08-05 09:11:51,6m 13s,zMWCmtaBV3TrJPcN,https://classic.warcraftlogs.com/reports/zMWCmtaBV3TrJPcN?fight=10&source=10&type=healing,2423.17,363,363,662,644,6,1,2,0,1,2,8053.71,Yes,3,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,62.67,363.6,15.01,83.42,3.44,1783.45,73.6,[0LB 0I 0RG],60.0,[0LB 2I 0RG],15.38,6.15,No
29,我是小熊,辛迪加,CN,2022-07-16 07:19:15,3m 36s,XhNnwv9xBrAGt17K,https://classic.warcraftlogs.com/reports/XhNnwv9xBrAGt17K?fight=9&source=15&type=healing,2418.17,209,209,956,697,5,1,0,0,1,3,9672.39,Yes,0,No,Yes,Direbrew Hops,Redeemer's Alchemist Stone,75.93,565.71,23.39,12.56,0.52,1299.5,53.74,[0LB 5I 0RG],12.9,[0LB 1I 4RG],9.68,29.03,No
30,卿丶小蛮,安娜丝塔丽,CN,2022-07-22 10:08:26,5m 50s,QLqDnb6hWf1zgPKX,https://classic.warcraftlogs.com/reports/QLqDnb6hWf1zgPKX?fight=13&source=15&type=healing,2411.98,363,363,688,644,6,1,1,0,1,3,7704.47,Yes,3,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,59.8,341.22,14.15,113.06,4.69,1810.01,75.04,[0LB 0I 5RG],28.0,[0LB 5I 0RG],10.0,16.0,No
31,我是小熊,辛迪加,CN,2022-07-30 07:39:45,5m 47s,aPnBX82VJhRDjm7r,https://classic.warcraftlogs.com/reports/aPnBX82VJhRDjm7r?fight=5&source=8&type=healing,2399.67,269,269,881,687,5,1,0,0,1,3,7630.94,Yes,2,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,69.65,500.03,20.84,126.94,5.29,1449.98,60.42,[0LB 5I 0RG],25.0,[0LB 0I 5RG],14.58,14.58,No
32,阿基蕾拉,碧空之歌,CN,2022-07-21 07:06:06,5m 43s,Y9mqGKAgfQVbaXP2,https://classic.warcraftlogs.com/reports/Y9mqGKAgfQVbaXP2?fight=11&source=20&type=healing,2392.89,253,253,715,635,6,1,1,0,1,3,8081.07,Yes,3,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,22.3,55.21,2.31,159.39,6.66,2121.43,88.66,[0LB 0I 5RG],54.55,[0LB 1I 4RG],11.36,9.09,No
33,台式排骨大王,卓越,CN,2022-06-13 08:46:06,6m 19s,nbpTjkHtyC8aNZBc,https://classic.warcraftlogs.com/reports/nbpTjkHtyC8aNZBc?fight=14&source=3&type=healing,2388.41,267,267,678,658,7,1,2,0,1,3,8039.23,Yes,2,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,62.06,337.78,14.14,92.59,3.88,1790.64,74.97,[0LB 0I 5RG],14.81,[0LB 5I 0RG],11.11,14.81,No
34,阿基蕾拉,碧空之歌,CN,2022-07-07 07:40:33,5m 50s,HP7krBXtxj98L3mD,https://classic.warcraftlogs.com/reports/HP7krBXtxj98L3mD?fight=22&source=3&type=healing,2374.86,253,253,709,641,6,1,1,0,1,3,8425.49,Yes,3,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,37.15,183.35,7.72,76.25,3.21,2025.24,85.28,[0LB 0I 5RG],40.43,[0LB 3I 2RG],10.64,10.64,No
35,我是小熊,辛迪加,CN,2022-08-08 09:24:44,3m 42s,x7VCgKpPknAJTHjt,https://classic.warcraftlogs.com/reports/x7VCgKpPknAJTHjt?fight=12&source=13&type=healing,2374.39,311,311,907,682,5,1,0,0,1,3,8466.68,Yes,1,No,Yes,Direbrew Hops,Redeemer's Alchemist Stone,61.13,497.37,20.95,14.92,0.63,1631.63,68.72,[0LB 0I 5RG],23.33,[0LB 5I 0RG],16.67,10.0,No
36,阿基蕾拉,碧空之歌,CN,2022-08-04 07:39:42,5m 41s,1WytKfMwLZca9DPC,https://classic.warcraftlogs.com/reports/1WytKfMwLZca9DPC?fight=1&source=1&type=healing,2360.34,315,315,819,675,6,1,1,0,1,3,8023.9,Yes,3,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,38.5,303.95,12.88,209.86,8.89,1702.24,72.12,[0LB 0I 5RG],32.61,[0LB 5I 0RG],23.91,10.87,No
37,台式排骨大王,卓越,CN,2022-07-18 08:34:57,6m 8s,zDYBkTZQVm7a8AxK,https://classic.warcraftlogs.com/reports/zDYBkTZQVm7a8AxK?fight=16&source=7&type=healing,2347.68,319,319,769,673,6,1,1,0,1,3,8825.73,Yes,2,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,57.47,322.81,13.75,48.46,2.06,1807.71,77.0,[0LB 0I 5RG],23.64,[0LB 3I 0RG],12.73,12.73,No
38,阿基蕾拉,碧空之歌,CN,2022-08-26 08:37:20,6m 5s,f6QmdkPvrGaVWxb4,https://classic.warcraftlogs.com/reports/f6QmdkPvrGaVWxb4?fight=12&source=3&type=healing,2312.45,315,315,819,675,6,1,1,0,1,3,8095.26,Yes,2,No,Yes,Redeemer's Alchemist Stone,Glimmering Naaru Sliver,37.62,335.31,14.5,77.73,3.36,1761.25,76.16,[0LB 0I 5RG],35.42,[0LB 1I 4RG],14.58,16.67,No
39,青衫旧,碧玉矿洞,CN,2022-08-08 07:10:09,6m 10s,h8MfygVXkBn7c3RA,https://classic.warcraftlogs.com/reports/h8MfygVXkBn7c3RA?fight=14&source=16&type=healing,2305.34,350,350,765,649,7,1,1,0,1,4,7919.71,Yes,2,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,53.98,181.0,7.85,48.63,2.11,2011.27,87.24,[0LB 0I 3RG],15.79,[0LB 0I 5RG],12.28,21.05,No
40,青衫旧,碧玉矿洞,CN,2022-07-04 09:51:27,6m 33s,cL9zjYH8ZypVhb7G,https://classic.warcraftlogs.com/reports/cL9zjYH8ZypVhb7G?fight=14&source=10&type=healing,2294.58,350,350,765,649,7,1,1,0,1,4,9013.16,Yes,1,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,45.04,226.44,9.87,8.04,0.35,1939.97,84.55,[0LB 0I 5RG],36.17,[0LB 1I 4RG],14.89,8.51,No
41,青衫旧,碧玉矿洞,CN,2022-08-22 07:02:18,6m 19s,QrPyTKGBYhmVjnF7,https://classic.warcraftlogs.com/reports/QrPyTKGBYhmVjnF7?fight=12&source=18&type=healing,2251.82,350,350,756,643,7,2,1,0,1,3,8179.82,Yes,1,No,Yes,Direbrew Hops,Redeemer's Alchemist Stone,18.23,58.41,2.59,0,0.0,2135.36,94.83,[0LB 0I 5RG],31.11,[0LB 0I 4RG],22.22,2.22,No
42,一杯马爹利,雷霆之击,CN,2022-08-09 01:32:50,6m 24s,ctMDqK6rw2mBGF4f,https://classic.warcraftlogs.com/reports/ctMDqK6rw2mBGF4f?fight=4&source=25&type=healing,2231.32,267,267,815,661,6,1,1,1,1,2,7557.07,Yes,2,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,69.0,589.12,26.4,2.04,0.09,1431.43,64.15,[0LB 5I 0RG],39.29,[0LB 0I 5RG],25.0,3.57,No
43,大白兔生了,维希度斯,CN,2022-08-12 07:58:37,3m 47s,p1bq9LWtJwh6VMgX,https://classic.warcraftlogs.com/reports/p1bq9LWtJwh6VMgX?fight=23&source=5&type=healing,2176.68,385,385,761,667,6,1,1,1,1,2,9120.52,Yes,2,No,Yes,Glimmering Naaru Sliver,Memento of Tyrande,26.08,96.19,4.42,156.59,7.19,1819.52,83.59,[0LB 0I 5RG],42.86,[0LB 2I 3RG],14.29,3.57,No
44,阿基蕾拉,碧空之歌,CN,2022-07-14 07:57:12,5m 45s,MaKdJ1cpFXvTLyPt,https://classic.warcraftlogs.com/reports/MaKdJ1cpFXvTLyPt?fight=29&source=36&type=healing,2164.96,250,250,753,635,6,1,1,0,1,3,7468.84,Yes,3,Yes,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,39.59,209.37,9.67,144.46,6.67,1723.54,79.61,[0LB 0I 5RG],35.42,[0LB 1I 4RG],16.67,12.5,No
45,大白兔生了,维希度斯,CN,2022-07-22 07:42:51,5m 35s,6hqdzKQP3wDTbgCv,https://classic.warcraftlogs.com/reports/6hqdzKQP3wDTbgCv?fight=25&source=15&type=healing,2162.95,353,353,703,652,5,1,1,0,1,2,8437.79,Yes,3,No,Yes,Glimmering Naaru Sliver,Memento of Tyrande,55.69,426.18,19.7,48.88,2.26,1441.63,66.65,[0LB 5I 0RG],30.23,[0LB 0I 5RG],30.23,2.33,No
46,大白兔生了,维希度斯,CN,2022-08-25 07:41:38,5m 49s,1Wy3M8db2mnqTPVg,https://classic.warcraftlogs.com/reports/1Wy3M8db2mnqTPVg?fight=36&source=255&type=healing,2138.27,385,385,761,667,6,1,1,1,1,2,7832.31,Yes,2,No,Yes,Glimmering Naaru Sliver,Memento of Tyrande,52.5,410.1,19.18,27.09,1.27,1511.32,70.68,[0LB 0I 5RG],26.0,[0LB 5I 0RG],24.0,8.0,No
47,四大名补无情,辛洛斯,CN,2022-06-25 08:53:28,3m 44s,D3nF1kwWmhLPAfpg,https://classic.warcraftlogs.com/reports/D3nF1kwWmhLPAfpg?fight=25&source=29&type=healing,2127.07,308,308,774,654,5,1,1,0,1,2,9818.22,Yes,1,No,Yes,Memento of Tyrande,Darkmoon Card: Blue Dragon,22.76,30.16,1.42,346.68,16.3,1566.11,73.63,[0LB 0I 5RG],31.25,[0LB 1I 4RG],21.88,9.38,No
48,阿基蕾拉,碧空之歌,CN,2022-06-30 07:41:45,5m 43s,2pA3z41f6FWYQJv7,https://classic.warcraftlogs.com/reports/2pA3z41f6FWYQJv7?fight=19&source=63&type=healing,2126.0,223,223,743,634,6,1,1,0,1,3,7650.3,Yes,3,No,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,11.02,19.98,0.94,658.36,30.97,1413.08,66.47,[0LB 5I 0RG],31.91,[0LB 0I 5RG],23.4,6.38,No
49,大白兔生了,维希度斯,CN,2022-07-08 08:14:32,3m 48s,jYXLFNmtAxaH2dw4,https://classic.warcraftlogs.com/reports/jYXLFNmtAxaH2dw4?fight=28&source=25&type=healing,2121.78,301,301,680,657,5,1,1,1,0,2,9843.43,Yes,2,No,Yes,Glimmering Naaru Sliver,Memento of Tyrande,12.78,88.17,4.16,154.62,7.29,1782.35,84.0,[0LB 1I 4RG],40.74,[0LB 0I 5RG],25.93,0.0,No
50,一杯马爹利,雷霆之击,CN,2022-07-21 09:51:08,6m 27s,9CcJDqYAPfHBRQwL,https://classic.warcraftlogs.com/reports/9CcJDqYAPfHBRQwL?fight=11&source=1&type=healing,2115.28,280,280,726,651,8,2,1,0,1,4,8063.06,Yes,3,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,63.0,298.74,14.12,10.42,0.49,1648.13,77.92,[0LB 0I 5RG],22.64,[0LB 5I 0RG],16.98,5.66,No
51,尔丶晴,辛迪加,CN,2022-05-20 00:48:53,6m 29s,W1cyMrhXQV3xj94b,https://classic.warcraftlogs.com/reports/W1cyMrhXQV3xj94b?fight=22&source=9&type=healing,2111.26,189,189,756,668,6,1,1,1,1,2,8013.08,Yes,1,No,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,72.97,414.66,19.64,20.0,0.95,1336.93,63.32,[0LB 5I 0RG],15.69,[0LB 0I 5RG],15.69,15.69,No
52,尔丶晴,辛迪加,CN,2022-07-23 09:54:12,6m 3s,wYn498dFXZ7PCx1K,https://classic.warcraftlogs.com/reports/wYn498dFXZ7PCx1K?fight=6&source=6&type=healing,2100.07,196,196,886,672,5,1,0,0,1,3,7120.17,Yes,0,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,87.19,609.76,29.04,95.76,4.56,1000.76,47.65,[0LB 5I 0RG],15.69,[0LB 4I 1RG],9.8,33.33,No
53,我是小熊,辛迪加,CN,2022-05-29 00:57:40,6m 22s,D8Zgyz2wxWrjVPfa,https://classic.warcraftlogs.com/reports/D8Zgyz2wxWrjVPfa?fight=26&source=36&type=healing,2072.98,193,193,824,644,7,1,1,1,1,3,8557.76,Yes,1,No,Yes,Direbrew Hops,Redeemer's Alchemist Stone,61.48,359.17,17.33,27.65,1.33,1426.48,68.81,[0LB 5I 0RG],26.67,[0LB 0I 5RG],20.0,4.44,No
54,青衫旧,碧玉矿洞,CN,2022-05-31 07:23:08,6m 37s,RapC4Tv3FbA1PdQm,https://classic.warcraftlogs.com/reports/RapC4Tv3FbA1PdQm?fight=15&source=1&type=healing,2071.1,236,236,777,627,7,1,1,0,1,4,8624.05,Yes,2,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,69.73,179.51,8.67,59.88,2.89,1688.2,81.51,[0LB 0I 5RG],22.45,[0LB 1I 4RG],20.41,10.2,No
55,阿斯塔,沙顶,CN,2022-07-14 08:14:04,3m 38s,G8xHJk9yrVZz3NtR,https://classic.warcraftlogs.com/reports/G8xHJk9yrVZz3NtR?fight=2&source=7&type=healing,2070.76,301,301,678,645,4,0,1,0,1,2,9675.02,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,48.32,222.98,10.77,0,0.0,1755.56,84.78,[0LB 0I 5RG],23.08,[1LB 0I 3RG],19.23,19.23,No
56,冲啊丨菜鸟,匕首岭,CN,2022-08-11 08:58:46,3m 47s,mYh7pxjbGHJDtkFn,https://classic.warcraftlogs.com/reports/mYh7pxjbGHJDtkFn?fight=11&source=5&type=healing,2044.24,346,346,693,669,5,1,0,1,0,3,9518.2,Yes,1,No,Yes,Memento of Tyrande,Glimmering Naaru Sliver,78.55,369.34,18.07,55.7,2.72,1477.85,72.29,[1LB 0I 3RG],18.92,[0LB 1I 2RG],13.51,43.24,No
