Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
11,坐墙头等绿杏,莫格莱尼,CN,2022-08-25 07:40:32,1m 22s,PhL7b8Gp2YKnfvy9,https://classic.warcraftlogs.com/reports/PhL7b8Gp2YKnfvy9?fight=23&source=4&type=healing,3091.85,330,330,608,622,7,1,1,2,0,3,15638.16,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,31.46,104.04,3.36,59.38,1.92,2864.07,92.63,[0LB 0I 5RG],57.14,[0LB 2I 3RG],14.29,21.43,No
12,打杂德,厄运之槌,CN,2022-07-04 08:03:14,1m 23s,XQWa1mDYhC73wBKy,https://classic.warcraftlogs.com/reports/XQWa1mDYhC73wBKy?fight=27&source=13&type=healing,3087.8,242,242,839,689,6,1,1,0,1,3,15411.36,Yes,1,Yes,Yes,Alchemist Stone,Memento of Tyrande,24.97,128.22,4.15,64.98,2.1,2677.5,86.71,[0LB 1I 4RG],35.71,[0LB 0I 5RG],28.57,14.29,No
13,Jasedruid,Benediction,US,2022-08-04 22:34:44,1m 19s,d18QGYDpCymZvMng,https://classic.warcraftlogs.com/reports/d18QGYDpCymZvMng?fight=20&source=14&type=healing,3075.6,347,347,574,660,6,1,1,1,1,2,16221.82,Yes,0,Yes,No,Direbrew Hops,Essence of the Martyr,96.74,815.38,26.51,179.99,5.85,1749.4,56.88,[1LB 1I 2RG],23.08,[1LB 0I 4RG],15.38,92.31,Yes
14,一包牛肉干,雷霆之击,CN,2022-06-14 08:51:18,1m 27s,GdkVLCWy2PthAFmb,https://classic.warcraftlogs.com/reports/GdkVLCWy2PthAFmb?fight=17&source=7&type=healing,3070.14,239,239,670,667,7,2,1,0,1,3,14529.06,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,17.05,154.15,5.02,13.64,0.44,2744.81,89.4,[0LB 0I 5RG],42.86,[0LB 1I 4RG],28.57,14.29,No
15,一杯马爹利,雷霆之击,CN,2022-08-16 08:01:29,1m 50s,rCXAfBknF7cqVhKt,https://classic.warcraftlogs.com/reports/rCXAfBknF7cqVhKt?fight=17&source=19&type=healing,3067.45,267,267,815,661,7,2,1,0,1,3,14302.54,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,22.33,80.5,2.62,26.22,0.85,2874.03,93.69,[0LB 0I 5RG],55.56,[0LB 1I 4RG],16.67,16.67,No
16,嘚瑟小秋秋,奥罗,CN,2022-06-27 09:50:38,1m 21s,vYkbjyhdgTQrHp83,https://classic.warcraftlogs.com/reports/vYkbjyhdgTQrHp83?fight=47&source=9&type=healing,3057.72,146,146,663,627,6,1,1,0,1,3,15699.89,Yes,1,Yes,Yes,Essence of the Martyr,Tome of Diabolic Remedy,30.11,110.47,3.61,0,0.0,2649.38,86.65,[0LB 1I 4RG],33.33,[0LB 0I 5RG],33.33,25.0,No
17,Yikond,维希度斯,CN,2022-07-24 01:40:59,1m 44s,61HWw8PyRKBvjfVt,https://classic.warcraftlogs.com/reports/61HWw8PyRKBvjfVt?fight=22&source=64&type=healing,3048.85,312,312,683,669,6,1,1,1,1,2,14194.7,Yes,1,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,16.08,150.55,4.94,77.86,2.55,2699.57,88.54,[0LB 0I 5RG],47.06,[0LB 1I 4RG],11.76,17.65,No
18,卿丶小蛮,安娜丝塔丽,CN,2022-07-29 08:27:58,1m 15s,H6PnRBKgYX2p7jGm,https://classic.warcraftlogs.com/reports/H6PnRBKgYX2p7jGm?fight=23&source=6&type=healing,3047.53,363,363,662,644,6,1,1,0,1,3,16264.02,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,21.31,80.61,2.65,98.22,3.22,2815.69,92.39,[0LB 0I 5RG],69.23,[1LB 2I 2RG],7.69,15.38,No
19,柚彩,骨火,CN,2022-07-01 09:54:24,1m 31s,TgZj9JWdvHY7n6zc,https://classic.warcraftlogs.com/reports/TgZj9JWdvHY7n6zc?fight=26&source=21&type=healing,3044.69,270,270,761,636,7,1,1,1,1,3,13813.72,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,83.01,344.24,11.31,63.93,2.1,2283.66,75.0,[1LB 0I 2RG],11.11,[0LB 0I 4RG],11.11,61.11,No
20,假奶亮,巴罗夫,CN,2022-07-14 07:55:40,1m 11s,Q1NJKx3bjcmMHaBv,https://classic.warcraftlogs.com/reports/Q1NJKx3bjcmMHaBv?fight=12&source=11&type=healing,3043.22,313,313,741,653,5,1,0,1,0,3,15039.62,Yes,1,Yes,Yes,Direbrew Hops,Darkmoon Card: Blue Dragon,94.12,903.05,29.67,390.14,12.82,1498.44,49.24,[1LB 0I 1RG],20.0,[2LB 1I 2RG],13.33,93.33,Yes
21,财富顾问,席瓦莱恩,CN,2022-08-14 01:35:53,1m 3s,knrjNX3H1Z82DpWx,https://classic.warcraftlogs.com/reports/knrjNX3H1Z82DpWx?fight=19&source=3&type=healing,3036.58,269,269,737,667,5,1,1,1,0,2,16227.58,No,1,Yes,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,87.2,644.43,21.22,283.42,9.33,1896.64,62.46,[1LB 0I 4RG],16.67,[2LB 1I 1RG],8.33,58.33,No
22,台式排骨大王,卓越,CN,2022-08-01 09:42:12,1m 29s,vBxkazWP3VmNyRG8,https://classic.warcraftlogs.com/reports/vBxkazWP3VmNyRG8?fight=25&source=10&type=healing,3033.94,413,413,781,680,5,1,1,0,1,2,13807.39,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,15.2,35.25,1.16,0.0,0.0,2921.5,96.29,[0LB 0I 5RG],84.62,[3LB 1I 1RG],7.69,7.69,No
23,泻停封,巨人追猎者,CN,2022-07-22 09:15:05,0m 59s,XcL7dhHw92B3jrAv,https://classic.warcraftlogs.com/reports/XcL7dhHw92B3jrAv?fight=37&source=15&type=healing,3028.9,344,344,729,654,5,1,1,0,1,2,15283.65,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,87.68,1063.53,35.11,182.19,6.02,1203.0,39.72,[2LB 4I 0RG],16.67,[2LB 0I 2RG],8.33,58.33,No
24,祭随,雷德,CN,2022-07-16 08:48:09,0m 59s,86XBcjtpgvACQDHr,https://classic.warcraftlogs.com/reports/86XBcjtpgvACQDHr?fight=37&source=33&type=healing,3024.12,387,387,756,633,5,1,1,0,1,2,13939.42,Yes,0,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,92.31,928.68,30.71,86.35,2.86,1746.08,57.74,[1LB 0I 3RG],27.27,[1LB 2I 2RG],27.27,81.82,Yes
25,Yikond,维希度斯,CN,2022-08-24 08:29:18,1m 32s,LbkFdXjA9Jt2ZyYB,https://classic.warcraftlogs.com/reports/LbkFdXjA9Jt2ZyYB?fight=23&source=1&type=healing,3021.88,312,312,683,669,6,1,1,0,1,3,15713.38,Yes,0,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,12.97,77.51,2.56,55.23,1.83,2530.54,83.74,[0LB 1I 4RG],33.33,[0LB 0I 5RG],25.0,8.33,No
26,一杯马爹利,雷霆之击,CN,2022-08-02 08:27:48,2m 22s,NAKB61RyxWgDktH9,https://classic.warcraftlogs.com/reports/NAKB61RyxWgDktH9?fight=21&source=2&type=healing,3005.11,267,267,815,661,6,1,1,1,1,2,13861.1,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,17.93,154.94,5.16,87.5,2.91,2655.27,88.36,[0LB 0I 5RG],45.0,[0LB 1I 4RG],35.0,20.0,No
27,台式排骨大王,卓越,CN,2022-08-08 09:33:51,1m 6s,4rCn2qRdgPt7QapM,https://classic.warcraftlogs.com/reports/4rCn2qRdgPt7QapM?fight=24&source=6&type=healing,2976.37,413,413,781,680,5,1,1,0,1,2,14407.13,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,12.32,86.14,2.89,37.16,1.25,2675.94,89.91,[0LB 0I 5RG],54.55,[0LB 1I 4RG],18.18,9.09,No
28,瞌睡丶丶,火锤,CN,2022-08-02 07:56:55,1m 40s,8d2vjHFZ3XKkq7AR,https://classic.warcraftlogs.com/reports/8d2vjHFZ3XKkq7AR?fight=30&source=2&type=healing,2949.82,312,312,770,683,7,1,1,0,1,4,14434.32,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,31.74,86.86,2.94,263.59,8.94,2275.85,77.15,[0LB 1I 4RG],27.78,[0LB 2I 3RG],16.67,22.22,No
29,阿基蕾拉,碧空之歌,CN,2022-07-29 08:03:54,1m 27s,gQNc6tAw483YhbHD,https://classic.warcraftlogs.com/reports/gQNc6tAw483YhbHD?fight=20&source=29&type=healing,2936.8,288,288,767,664,6,1,1,0,1,3,15349.22,Yes,1,Yes,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,8.09,24.08,0.82,90.81,3.09,2691.71,91.65,[0LB 0I 5RG],69.23,[0LB 3I 1RG],7.69,7.69,No
30,财富顾问,席瓦莱恩,CN,2022-08-20 01:22:44,1m 11s,z2D1TB93VKxqh7w4,https://classic.warcraftlogs.com/reports/z2D1TB93VKxqh7w4?fight=16&source=22&type=healing,2935.92,269,269,737,667,5,1,1,1,0,2,16088.45,Yes,0,Yes,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,98.64,967.21,32.94,272.69,9.29,1473.31,50.18,[1LB 0I 2RG],23.08,[2LB 1I 0RG],7.69,84.62,Yes
31,祭随,雷德,CN,2022-06-18 08:09:03,1m 7s,ph2Rt6xy8rXzwQqc,https://classic.warcraftlogs.com/reports/ph2Rt6xy8rXzwQqc?fight=30&source=26&type=healing,2907.6,387,387,756,633,6,1,1,1,1,2,14522.09,Yes,0,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,95.68,1105.68,38.03,143.54,4.94,1353.36,46.55,[2LB 0I 3RG],27.27,[2LB 0I 2RG],9.09,81.82,Yes
32,一杯马爹利,雷霆之击,CN,2022-08-09 02:32:57,1m 54s,ctMDqK6rw2mBGF4f,https://classic.warcraftlogs.com/reports/ctMDqK6rw2mBGF4f?fight=10&source=25&type=healing,2905.52,267,267,815,661,6,1,1,1,1,2,14194.57,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,44.14,224.33,7.72,33.64,1.16,2542.92,87.52,[0LB 0I 5RG],38.89,[0LB 1I 4RG],22.22,16.67,No
33,一杯马爹利,雷霆之击,CN,2022-08-19 08:51:16,1m 56s,bARwWZBJVcptPfv1,https://classic.warcraftlogs.com/reports/bARwWZBJVcptPfv1?fight=26&source=17&type=healing,2890.07,280,280,726,651,6,1,1,0,2,2,13077.36,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,26.7,170.94,5.91,98.96,3.42,2506.6,86.73,[0LB 1I 4RG],31.58,[0LB 0I 5RG],31.58,21.05,No
34,瞌睡丶丶,火锤,CN,2022-08-16 08:23:14,1m 46s,t1xjL9JXyBaDrfnH,https://classic.warcraftlogs.com/reports/t1xjL9JXyBaDrfnH?fight=28&source=3&type=healing,2879.92,435,435,638,666,7,1,1,0,1,4,16096.88,Yes,2,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,19.68,52.97,1.84,337.18,11.71,2141.13,74.35,[0LB 0I 5RG],23.53,[0LB 1I 4RG],17.65,17.65,No
35,呆萌德,维希度斯,CN,2022-06-17 08:17:42,1m 24s,nLYvgCWbFwjVG12R,https://classic.warcraftlogs.com/reports/nLYvgCWbFwjVG12R?fight=26&source=10&type=healing,2871.07,239,239,752,664,6,1,1,1,1,2,15548.25,Yes,1,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,99.15,636.52,22.17,262.58,9.15,1654.3,57.62,[1LB 1I 2RG],17.65,[0LB 0I 1RG],11.76,82.35,Yes
36,台式排骨大王,卓越,CN,2022-07-18 09:40:33,1m 31s,zDYBkTZQVm7a8AxK,https://classic.warcraftlogs.com/reports/zDYBkTZQVm7a8AxK?fight=27&source=7&type=healing,2846.94,319,319,769,673,6,1,1,0,1,3,14221.88,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,17.18,102.85,3.61,27.67,0.97,2613.83,91.81,[0LB 0I 5RG],53.33,[0LB 1I 4RG],20.0,13.33,No
37,呆萌德,维希度斯,CN,2022-07-22 08:57:00,1m 2s,txRqnPLgdc39TyMb,https://classic.warcraftlogs.com/reports/txRqnPLgdc39TyMb?fight=10&source=1&type=healing,2845.89,313,286,661,669,4,0,0,0,1,3,14908.37,Yes,0,Yes,Yes,Direbrew Hops,Redeemer's Alchemist Stone,93.27,516.93,18.16,261.34,9.18,1795.6,63.09,[0LB 0I 1RG],16.67,[2LB 1I 1RG],16.67,75.0,Yes
38,橘子味的猫,加丁,CN,2022-07-22 08:58:09,1m 15s,TPk8a2Gd6DyjYgBK,https://classic.warcraftlogs.com/reports/TPk8a2Gd6DyjYgBK?fight=29&source=17&type=healing,2828.18,319,319,751,689,6,1,1,1,1,2,15852.1,Yes,0,Yes,Yes,Glimmering Naaru Sliver,Darkmoon Card: Blue Dragon,65.92,233.56,8.26,217.88,7.7,1920.31,67.9,[1LB 2I 1RG],15.38,[0LB 0I 3RG],15.38,53.85,No
39,呆萌德,维希度斯,CN,2022-08-01 01:16:10,1m 38s,FgbmzaJyj4vqHp7V,https://classic.warcraftlogs.com/reports/FgbmzaJyj4vqHp7V?fight=6&source=9&type=healing,2819.36,679,359,697,657,5,0,1,1,0,3,17739.54,Yes,1,Yes,Yes,Scarab of the Infinite Cycle,Redeemer's Alchemist Stone,86.72,544.58,19.32,117.69,4.17,1953.03,69.27,[1LB 0I 4RG],21.05,[1LB 2I 2RG],10.53,73.68,Yes
40,台式排骨大王,卓越,CN,2022-07-25 09:02:40,1m 21s,AKZkm3f1rjxyavcQ,https://classic.warcraftlogs.com/reports/AKZkm3f1rjxyavcQ?fight=34&source=1&type=healing,2807.36,319,319,668,673,5,0,1,0,1,3,15340.14,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,14.52,77.6,2.76,41.38,1.47,2643.0,94.15,[0LB 0I 5RG],76.92,[3LB 0I 1RG],7.69,7.69,No
41,卿丶小蛮,安娜丝塔丽,CN,2022-08-05 09:47:25,1m 17s,zMWCmtaBV3TrJPcN,https://classic.warcraftlogs.com/reports/zMWCmtaBV3TrJPcN?fight=18&source=10&type=healing,2791.86,363,363,662,644,6,1,2,0,1,2,15210.43,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,18.26,129.42,4.64,16.59,0.59,2443.21,87.51,[0LB 0I 5RG],66.67,[2LB 0I 3RG],8.33,16.67,No
42,祭随,雷德,CN,2022-07-30 07:57:25,0m 56s,bHqCKTpdLFr6WcYR,https://classic.warcraftlogs.com/reports/bHqCKTpdLFr6WcYR?fight=15&source=9&type=healing,2787.51,419,419,767,641,5,1,1,0,1,2,14149.88,Yes,0,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,97.76,937.4,33.63,111.52,4.0,1555.16,55.79,[1LB 0I 4RG],20.0,[1LB 0I 3RG],20.0,100.0,Yes
43,毛毛姐,德姆塞卡尔,CN,2022-07-09 08:07:51,1m 1s,c7pdLjtAv2zaYbB9,https://classic.warcraftlogs.com/reports/c7pdLjtAv2zaYbB9?fight=21&source=29&type=healing,2781.84,305,305,691,709,5,1,1,0,1,2,13013.01,Yes,0,Yes,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,70.14,370.24,13.31,0,0.0,2207.02,79.34,[0LB 0I 1RG],23.08,[0LB 0I 5RG],15.38,46.15,No
44,财富顾问,席瓦莱恩,CN,2022-06-24 07:24:46,1m 13s,TDCLk4y9pFYGQHhj,https://classic.warcraftlogs.com/reports/TDCLk4y9pFYGQHhj?fight=19&source=27&type=healing,2763.86,269,269,800,667,5,1,1,0,1,2,14129.8,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,57.52,367.07,13.28,131.19,4.75,1943.04,70.3,[0LB 1I 4RG],41.67,[3LB 0I 1RG],8.33,25.0,No
45,瞌睡丶丶,火锤,CN,2022-07-26 08:31:15,1m 26s,D6Cgn43QNHqmJMYA,https://classic.warcraftlogs.com/reports/D6Cgn43QNHqmJMYA?fight=22&source=14&type=healing,2754.93,312,312,770,683,7,1,1,0,1,4,14903.93,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,62.53,342.56,12.43,308.23,11.19,1831.75,66.49,[1LB 0I 3RG],13.33,[0LB 1I 3RG],13.33,53.33,No
46,丨照美冥丨,帕奇维克,CN,2022-08-25 07:45:23,1m 23s,pqKFA7fHtaMVrvxZ,https://classic.warcraftlogs.com/reports/pqKFA7fHtaMVrvxZ?fight=20&source=33&type=healing,2753.69,341,341,747,632,6,1,1,0,1,3,13865.21,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,8.29,24.17,0.88,48.6,1.76,2577.06,93.59,[0LB 0I 5RG],61.54,[0LB 1I 4RG],30.77,7.69,No
47,破曉丶,埃提耶什,CN,2022-08-12 21:56:02,1m 24s,Yp7y28FVvWNTtXkw,https://classic.warcraftlogs.com/reports/Yp7y28FVvWNTtXkw?fight=32&source=19&type=healing,2750.09,361,361,837,677,6,1,1,0,1,3,13248.83,No,1,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,99.04,792.37,28.81,242.19,8.81,1659.91,60.36,[1LB 1I 2RG],23.53,[1LB 0I 3RG],17.65,94.12,Yes
48,呆萌德,维希度斯,CN,2022-08-10 22:28:27,1m 28s,dCB7yG4L68rKDVJf,https://classic.warcraftlogs.com/reports/dCB7yG4L68rKDVJf?fight=19&source=7&type=healing,2745.94,359,359,764,657,6,1,1,1,0,3,13423.7,Yes,1,Yes,Yes,Tome of Diabolic Remedy,Redeemer's Alchemist Stone,95.77,734.89,26.76,277.24,10.1,1337.52,48.71,[1LB 1I 3RG],15.79,[1LB 0I 2RG],15.79,84.21,Yes
49,假奶亮,巴罗夫,CN,2022-08-16 08:53:38,1m 22s,BFCy8cRHkLqvj7Vg,https://classic.warcraftlogs.com/reports/BFCy8cRHkLqvj7Vg?fight=11&source=26&type=healing,2720.6,268,268,829,633,5,1,0,1,0,3,15199.87,Yes,0,Yes,Yes,Direbrew Hops,Darkmoon Card: Blue Dragon,91.04,705.23,25.92,243.89,8.96,1517.85,55.79,[1LB 1I 3RG],20.0,[0LB 1I 1RG],13.33,86.67,Yes
50,一杯马爹利,雷霆之击,CN,2022-06-28 07:41:08,1m 39s,AXmrZ7zcL1Gap3nH,https://classic.warcraftlogs.com/reports/AXmrZ7zcL1Gap3nH?fight=17&source=3&type=healing,2719.37,280,280,726,651,7,2,1,0,1,3,12916.17,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,23.04,156.73,5.76,24.2,0.89,2360.22,86.79,[0LB 0I 5RG],38.89,[0LB 1I 4RG],16.67,22.22,No
51,Yikond,维希度斯,CN,2022-07-07 08:44:40,1m 17s,8GWD9T3QgjaJqFLB,https://classic.warcraftlogs.com/reports/8GWD9T3QgjaJqFLB?fight=16&source=8&type=healing,2716.67,312,312,683,669,6,1,1,1,1,2,15031.04,Yes,0,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,30.69,171.8,6.32,163.21,6.01,2228.31,82.02,[0LB 1I 4RG],36.36,[0LB 0I 5RG],18.18,36.36,No
52,一杯马爹利,雷霆之击,CN,2022-06-19 02:05:58,1m 28s,KzaTQBq2JjcbHhdw,https://classic.warcraftlogs.com/reports/KzaTQBq2JjcbHhdw?fight=30&source=2&type=healing,2696.82,280,280,662,651,6,1,1,1,0,3,13436.35,Yes,1,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,30.93,178.56,6.62,29.7,1.1,2321.45,86.08,[0LB 0I 5RG],41.67,[0LB 1I 4RG],25.0,25.0,No
53,呆萌德,维希度斯,CN,2022-08-25 07:46:28,1m 42s,JW4YH8CDBkGcMxA2,https://classic.warcraftlogs.com/reports/JW4YH8CDBkGcMxA2?fight=16&source=55&type=healing,2694.44,321,321,772,629,7,1,1,0,1,4,13966.71,Yes,1,Yes,Yes,Direbrew Hops,Darkmoon Card: Blue Dragon,93.69,555.09,20.6,248.57,9.23,1573.6,58.4,[1LB 0I 2RG],19.05,[1LB 1I 3RG],14.29,80.95,Yes
54,一杯马爹利,雷霆之击,CN,2022-07-07 07:52:45,1m 36s,bZHWdmrwaVtXz7Rh,https://classic.warcraftlogs.com/reports/bZHWdmrwaVtXz7Rh?fight=14&source=9&type=healing,2689.36,342,342,762,658,6,1,1,0,1,3,14268.32,Yes,1,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,16.83,134.08,4.99,38.92,1.45,2329.04,86.6,[0LB 0I 5RG],53.33,[0LB 1I 4RG],13.33,20.0,No
55,柚彩,骨火,CN,2022-06-23 08:52:55,1m 40s,hZFPDJHKC6VdXWcg,https://classic.warcraftlogs.com/reports/hZFPDJHKC6VdXWcg?fight=19&source=30&type=healing,2688.8,238,238,786,638,7,1,1,1,1,3,12905.85,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,76.72,531.48,19.77,22.37,0.83,1941.08,72.19,[1LB 0I 4RG],17.65,[1LB 0I 2RG],11.76,76.47,Yes
56,台式排骨大王,卓越,CN,2022-06-27 09:26:20,1m 33s,bYf2KxVCN1R3dT8m,https://classic.warcraftlogs.com/reports/bYf2KxVCN1R3dT8m?fight=21&source=6&type=healing,2685.31,329,329,766,678,6,1,1,0,1,3,13316.05,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,18.58,138.65,5.16,0,0.0,2523.74,93.98,[0LB 0I 5RG],56.25,[0LB 1I 4RG],12.5,18.75,No
