Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
11,优秀工具人丶,维克尼拉斯,CN,2022-06-18 10:34:23,2m 59s,b8hKtmvd6gzTpBqG,https://classic.warcraftlogs.com/reports/b8hKtmvd6gzTpBqG?fight=77&source=7&type=healing,3040.64,222,222,713,619,6,2,1,1,1,1,10535.34,Yes,2,No,Yes,Essence of the Martyr,Direbrew Hops,0,0,0.0,0,0.0,3023.19,99.43,[0LB 0I 5RG],86.36,[0LB 1I 4RG],9.09,0.0,No
12,黑猪,灵风,CN,2022-08-12 01:44:30,2m 53s,vTWxB46kZwP1Mj2V,https://classic.warcraftlogs.com/reports/vTWxB46kZwP1Mj2V?fight=31&source=2&type=healing,3032.08,311,311,810,671,6,1,1,0,1,3,10638.43,Yes,2,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,31.6,69.48,2.29,91.37,3.01,2646.95,87.3,[0LB 1I 4RG],33.33,[0LB 0I 5RG],14.81,18.52,No
13,业余杨老师,艾隆纳亚,CN,2022-07-14 08:09:29,2m 55s,1nqZb49XBdxQmgzC,https://classic.warcraftlogs.com/reports/1nqZb49XBdxQmgzC?fight=33&source=9&type=healing,3004.39,352,352,674,667,6,1,1,2,0,2,10582.35,Yes,0,No,No,Essence of the Martyr,Redeemer's Alchemist Stone,45.06,221.84,7.38,146.29,4.87,2526.49,84.09,[0LB 0I 5RG],22.22,[1LB 0I 3RG],22.22,48.15,No
14,阿基蕾拉,碧空之歌,CN,2022-08-18 08:08:14,2m 53s,Hvj9BazdXWbwVK6x,https://classic.warcraftlogs.com/reports/Hvj9BazdXWbwVK6x?fight=25&source=17&type=healing,2977.62,285,285,805,664,6,1,1,0,1,3,10178.43,Yes,2,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,34.32,242.46,8.14,0,0.0,2565.38,86.16,[0LB 0I 5RG],45.83,[0LB 2I 3RG],12.5,12.5,No
15,譕詺,比斯巨兽,CN,2022-08-20 01:35:50,3m 43s,TZqVtMmahKkg2Rzb,https://classic.warcraftlogs.com/reports/TZqVtMmahKkg2Rzb?fight=33&source=2&type=healing,2976.83,251,251,780,698,7,1,1,1,1,3,9494.49,Yes,1,No,Yes,Redeemer's Alchemist Stone,Lower City Prayerbook,25.75,104.51,3.51,148.09,4.97,2566.13,86.2,[0LB 0I 5RG],39.29,[0LB 1I 4RG],21.43,3.57,No
16,艾利西妲,娅尔罗,CN,2022-08-19 08:34:04,2m 53s,9mW2tphafCJ3NMZx,https://classic.warcraftlogs.com/reports/9mW2tphafCJ3NMZx?fight=6&source=5&type=healing,2974.56,364,364,688,667,6,1,1,0,1,3,10992.29,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,24.22,121.47,4.08,140.76,4.73,2669.18,89.73,[0LB 0I 5RG],39.13,[0LB 1I 4RG],26.09,17.39,No
17,兽神哥斯拉,奥金斧,CN,2022-08-25 07:29:49,3m 57s,qvWg8DLZrt3nAhNY,https://classic.warcraftlogs.com/reports/qvWg8DLZrt3nAhNY?fight=24&source=22&type=healing,2943.7,299,299,793,709,7,1,1,1,1,3,10949.46,Yes,2,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,17.01,25.66,0.87,309.64,10.52,2521.62,85.66,[0LB 1I 4RG],36.36,[0LB 2I 3RG],21.21,12.12,No
18,雲知道,怒炉,CN,2022-07-24 08:13:25,3m 54s,KYNjDgyQZmMqPbTG,https://classic.warcraftlogs.com/reports/KYNjDgyQZmMqPbTG?fight=44&source=19&type=healing,2918.47,74,74,732,662,6,1,2,1,0,2,12256.61,Yes,1,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,0,0,0.0,150.67,5.16,2634.38,90.27,[0LB 0I 5RG],43.33,[0LB 1I 4RG],33.33,0.0,No
19,告白气球,布鲁,CN,2022-08-15 22:02:57,2m 34s,xwvgKr9H6NWbtkZT,https://classic.warcraftlogs.com/reports/xwvgKr9H6NWbtkZT?fight=30&source=6&type=healing,2897.03,299,299,755,666,7,1,1,1,1,3,10378.05,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,63.15,165.88,5.73,43.52,1.5,2576.92,88.95,[0LB 1I 4RG],19.23,[0LB 0I 5RG],19.23,38.46,No
20,大白兔生了,维希度斯,CN,2022-08-05 09:24:29,1m 53s,1VwW68FnAHLvRy9Q,https://classic.warcraftlogs.com/reports/1VwW68FnAHLvRy9Q?fight=48&source=37&type=healing,2896.72,385,385,761,667,6,1,1,1,1,2,11500.35,Yes,1,No,Yes,Glimmering Naaru Sliver,Memento of Tyrande,24.85,167.47,5.78,189.63,6.55,2171.75,74.97,[0LB 1I 4RG],26.67,[0LB 2I 3RG],20.0,13.33,No
21,阿斯塔,沙顶,CN,2022-07-29 08:32:15,2m 1s,yDcbN1gwk4dY9rQ8,https://classic.warcraftlogs.com/reports/yDcbN1gwk4dY9rQ8?fight=31&source=13&type=healing,2882.14,301,301,781,645,5,1,1,0,1,2,10371.43,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,8.27,28.23,0.98,0,0.0,2755.31,95.6,[0LB 0I 5RG],61.11,[0LB 1I 4RG],16.67,11.11,No
22,丨乱舞丨,席瓦莱恩,CN,2022-08-02 00:52:44,2m 51s,W94hXVkpwRTxCY3K,https://classic.warcraftlogs.com/reports/W94hXVkpwRTxCY3K?fight=30&source=16&type=healing,2878.78,292,292,700,665,5,1,1,1,0,2,10917.76,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,63.85,531.13,18.45,25.3,0.88,2089.2,72.57,[0LB 0I 5RG],20.0,[0LB 0I 3RG],16.0,44.0,No
23,奶的不能呼吸,埃提耶什,CN,2022-05-27 08:26:36,3m 46s,x4tz9gHrbXwTZmjR,https://classic.warcraftlogs.com/reports/x4tz9gHrbXwTZmjR?fight=31&source=75&type=healing,2878.53,174,174,738,643,7,1,1,1,1,3,11030.02,Yes,0,No,No,Direbrew Hops,Memento of Tyrande,0,0,0.0,0,0.0,2830.52,98.33,[0LB 0I 5RG],83.33,[0LB 1I 4RG],8.33,0.0,No
24,黄大娃,骨火,CN,2022-08-02 10:06:37,3m 49s,4gyzkvwfjhTJdPRC,https://classic.warcraftlogs.com/reports/4gyzkvwfjhTJdPRC?fight=33&source=1&type=healing,2875.65,258,258,724,598,7,1,1,1,1,3,12690.22,Yes,1,No,No,Essence of the Martyr,Direbrew Hops,6.8,11.5,0.4,57.56,2.0,2739.3,95.26,[0LB 0I 5RG],55.56,[0LB 1I 4RG],29.63,7.41,No
25,兰錡儿,碧玉矿洞,CN,2022-06-06 10:45:43,3m 59s,cXGQdMkmx9LV6fPH,https://classic.warcraftlogs.com/reports/cXGQdMkmx9LV6fPH?fight=57&source=3&type=healing,2871.68,179,179,528,619,7,1,1,2,0,3,9736.61,Yes,1,No,No,Direbrew Hops,Essence of the Martyr,22.57,109.87,3.83,250.5,8.72,2315.2,80.62,[0LB 0I 5RG],44.0,[0LB 2I 3RG],12.0,0.0,No
26,伊悔,辛洛斯,CN,2022-07-16 08:55:23,2m 40s,BAjnmGFXbavhNRzf,https://classic.warcraftlogs.com/reports/BAjnmGFXbavhNRzf?fight=45&source=34&type=healing,2861.67,242,242,757,674,6,1,1,1,1,2,10312.21,Yes,1,No,Yes,Essence of the Martyr,Memento of Tyrande,53.55,328.35,11.47,181.55,6.34,2182.79,76.28,[1LB 0I 3RG],20.0,[1LB 1I 2RG],12.0,60.0,No
27,丶咪咪丶,奥罗,CN,2022-06-13 11:40:09,4m 51s,GHQrvPkL9yF3taj1,https://classic.warcraftlogs.com/reports/GHQrvPkL9yF3taj1?fight=57&source=13&type=healing,2854.75,217,217,704,636,7,2,1,1,1,2,10558.73,Yes,1,No,No,Redeemer's Alchemist Stone,Memento of Tyrande,33.35,128.17,4.49,455.08,15.94,2084.63,73.02,[0LB 2I 3RG],35.0,[0LB 3I 2RG],15.0,17.5,No
28,听说挺缺德,雷霆之击,CN,2022-08-18 08:58:34,3m 42s,WXY4Lw3xzqZ2ybnp,https://classic.warcraftlogs.com/reports/WXY4Lw3xzqZ2ybnp?fight=25&source=9&type=healing,2845.96,279,279,640,672,6,1,1,0,1,3,9876.79,Yes,2,No,Yes,Lower City Prayerbook,Essence of the Martyr,84.12,856.32,30.09,94.86,3.33,1674.74,58.85,[1LB 0I 3RG],19.44,[2LB 0I 2RG],16.67,80.56,Yes
29,卡妙儿,祈福,CN,2022-08-17 21:31:14,1m 51s,v4kDMXb7ngfcHdVQ,https://classic.warcraftlogs.com/reports/v4kDMXb7ngfcHdVQ?fight=24&source=41&type=healing,2842.14,331,331,786,676,6,1,1,0,1,3,10757.53,Yes,0,Yes,No,Essence of the Martyr,Redeemer's Alchemist Stone,6.26,8.97,0.32,315.91,11.12,2276.46,80.1,[0LB 2I 3RG],31.25,[0LB 0I 5RG],18.75,6.25,No
30,戰國丶鐵哥豪,帕奇维克,CN,2022-06-25 03:01:04,2m 53s,y2q4xNDRrPw9M1zc,https://classic.warcraftlogs.com/reports/y2q4xNDRrPw9M1zc?fight=37&source=11&type=healing,2816.63,244,244,655,668,6,1,1,0,1,3,11664.04,Yes,1,No,Yes,Essence of the Martyr,Darkmoon Card: Blue Dragon,80.39,882.68,31.34,0,0.0,1823.41,64.74,[2LB 0I 2RG],23.33,[0LB 0I 3RG],10.0,70.0,Yes
31,极度烦躁,火锤,CN,2022-06-30 07:41:31,2m 55s,aKQV2vbP3wC6fzhp,https://classic.warcraftlogs.com/reports/aKQV2vbP3wC6fzhp?fight=8&source=12&type=healing,2815.92,309,309,748,650,7,1,1,2,0,3,11121.23,Yes,0,No,No,Redeemer's Alchemist Stone,Memento of Tyrande,34.19,202.4,7.19,189.42,6.73,2162.52,76.8,[0LB 1I 4RG],32.0,[0LB 0I 5RG],24.0,16.0,No
32,喵绿喵绿喵,范沃森,CN,2022-06-24 08:09:48,1m 58s,3zVCy4fHK2aNYGrd,https://classic.warcraftlogs.com/reports/3zVCy4fHK2aNYGrd?fight=29&source=14&type=healing,2814.28,404,404,738,677,5,1,1,0,1,2,9787.51,Yes,1,No,Yes,Darkmoon Card: Blue Dragon,Scarab of the Infinite Cycle,17.18,61.55,2.19,84.69,3.01,2525.7,89.75,[0LB 0I 5RG],36.84,[0LB 1I 4RG],31.58,5.26,No
33,字母熊,法尔班克斯,CN,2022-05-28 13:15:14,3m 45s,8z3LpHTgDKWvjqYy,https://classic.warcraftlogs.com/reports/8z3LpHTgDKWvjqYy?fight=57&source=17&type=healing,2809.24,230,230,586,695,7,1,1,1,1,3,11087.3,Yes,1,No,Yes,Bangle of Endless Blessings,Alchemist Stone,3.73,13.82,0.49,68.75,2.45,2642.04,94.05,[0LB 0I 5RG],50.0,[0LB 1I 4RG],35.71,3.57,No
34,小新小新,狮心,CN,2022-07-18 08:55:36,2m 55s,wV9JftrKpk76gz1x,https://classic.warcraftlogs.com/reports/wV9JftrKpk76gz1x?fight=29&source=5&type=healing,2806.46,289,289,853,662,6,1,1,1,1,2,10980.86,Yes,0,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,76.08,579.5,20.65,41.66,1.48,1877.14,66.89,[0LB 0I 5RG],13.33,[0LB 0I 1RG],13.33,43.33,No
35,Chicharito,匕首岭,CN,2022-07-31 10:12:45,2m 48s,rJmL3cgN6wnCXKMy,https://classic.warcraftlogs.com/reports/rJmL3cgN6wnCXKMy?fight=23&source=15&type=healing,2779.41,374,374,680,660,6,1,1,0,1,3,10556.02,Yes,0,No,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,82.33,1102.62,39.67,0,0.0,1589.99,57.21,[3LB 0I 2RG],46.43,[0LB 0I 5RG],10.71,78.57,Yes
36,醉梦无花,祈福,CN,2022-06-23 08:48:28,2m 44s,pwWAV7zYtLHnhcFG,https://classic.warcraftlogs.com/reports/pwWAV7zYtLHnhcFG?fight=40&source=19&type=healing,2773.77,272,272,858,717,6,1,1,1,0,3,10380.75,Yes,0,No,Yes,Bangle of Endless Blessings,Darkmoon Card: Blue Dragon,34.79,81.91,2.95,213.77,7.71,2360.65,85.11,[0LB 2I 3RG],20.0,[0LB 1I 4RG],16.0,24.0,No
37,荷西,寒脊山小径,CN,2022-07-07 23:42:38,1m 47s,C4Zh2AWQKdwaqXGr,https://classic.warcraftlogs.com/reports/C4Zh2AWQKdwaqXGr?fight=47&source=19&type=healing,2772.23,299,299,788,662,6,1,1,0,1,3,10289.42,Yes,1,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,11.78,89.32,3.22,0,0.0,2634.83,95.04,[0LB 0I 5RG],62.5,[0LB 0I 3RG],12.5,12.5,No
38,晓西老师,辛迪加,CN,2022-07-04 04:24:22,2m 56s,q4fhv2YBgk8dLmrD,https://classic.warcraftlogs.com/reports/q4fhv2YBgk8dLmrD?fight=32&source=25&type=healing,2763.24,175,175,789,684,6,1,1,1,1,2,11950.49,No,1,No,Yes,Direbrew Hops,Memento of Tyrande,91.81,820.48,29.69,110.64,4.0,1371.92,49.65,[1LB 2I 1RG],10.34,[0LB 4I 1RG],10.34,62.07,No
39,青衫旧,碧玉矿洞,CN,2022-08-13 02:37:03,2m 53s,2WZRV7rx3hcYL4tz,https://classic.warcraftlogs.com/reports/2WZRV7rx3hcYL4tz?fight=24&source=2&type=healing,2762.69,350,350,740,649,6,1,1,1,0,3,11805.65,Yes,0,No,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,86.2,470.08,17.02,146.33,5.3,1990.75,72.06,[1LB 0I 3RG],20.0,[1LB 1I 2RG],14.29,74.29,Yes
40,阿尔忒弥斯丶,范沃森,CN,2022-07-25 09:08:10,2m 55s,4w2QdDpFHkjvKz8M,https://classic.warcraftlogs.com/reports/4w2QdDpFHkjvKz8M?fight=44&source=9&type=healing,2758.39,337,337,751,649,6,1,1,0,1,3,11000.08,Yes,2,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,40.32,204.13,7.4,0,0.0,2413.36,87.49,[0LB 0I 5RG],40.0,[0LB 1I 4RG],20.0,24.0,No
41,丶瘋子,范沃森,CN,2022-05-21 08:56:50,4m 2s,8BycgGt4rxmJaHCd,https://classic.warcraftlogs.com/reports/8BycgGt4rxmJaHCd?fight=23&source=307&type=healing,2755.35,212,212,567,709,7,1,1,1,1,3,9877.05,Yes,1,No,Yes,Alchemist Stone,Memento of Tyrande,0,0,0.0,0,0.0,2709.97,98.35,[0LB 0I 5RG],83.33,[0LB 0I 4RG],10.0,0.0,No
42,孤风煞影丶,诺格弗格,CN,2022-06-23 01:12:37,2m 47s,MZtKq4xQfJWR1CTA,https://classic.warcraftlogs.com/reports/MZtKq4xQfJWR1CTA?fight=27&source=38&type=healing,2755.17,242,242,684,667,6,1,1,1,0,3,10076.99,Yes,2,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,36.49,120.92,4.39,49.54,1.8,2472.32,89.73,[0LB 0I 5RG],32.0,[0LB 1I 4RG],24.0,24.0,No
43,泷泷油,匕首岭,CN,2022-08-28 09:09:54,3m 56s,MAZL6ryjtxkw8FvR,https://classic.warcraftlogs.com/reports/MAZL6ryjtxkw8FvR?fight=35&source=23&type=healing,2752.08,286,286,776,673,6,1,1,2,0,2,11000.99,Yes,0,No,No,Memento of Tyrande,Darkmoon Card: Blue Dragon,48.01,262.47,9.54,130.57,4.74,2221.0,80.7,[0LB 0I 5RG],28.57,[1LB 0I 3RG],14.29,34.29,No
44,空气之怒图腾,秩序之源,CN,2022-06-16 09:05:35,4m 53s,kZwJWvQbycM9Tgpd,https://classic.warcraftlogs.com/reports/kZwJWvQbycM9Tgpd?fight=36&source=23&type=healing,2750.66,206,206,738,649,7,1,1,2,0,3,11301.26,Yes,1,No,Yes,Direbrew Hops,The Skull of Gul'dan,45.01,135.47,4.92,75.14,2.73,2333.06,84.82,[0LB 0I 5RG],27.91,[0LB 1I 4RG],13.95,30.23,No
45,小母牛丷,光芒,CN,2022-07-18 08:33:29,3m 56s,MVBdXRApDyzJNbQH,https://classic.warcraftlogs.com/reports/MVBdXRApDyzJNbQH?fight=21&source=4&type=healing,2746.21,283,283,779,639,7,1,1,1,1,3,11673.21,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,73.13,331.57,12.07,30.24,1.1,2140.35,77.94,[1LB 0I 3RG],10.0,[0LB 0I 5RG],10.0,57.5,No
46,白日梦蓝,龙牙,CN,2022-07-28 08:33:59,2m 50s,YRnzhQCVt4H28jwr,https://classic.warcraftlogs.com/reports/YRnzhQCVt4H28jwr?fight=32&source=23&type=healing,2744.16,282,282,780,680,6,1,1,0,1,3,10458.95,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,26.18,131.47,4.79,17.16,0.63,2475.71,90.22,[0LB 0I 5RG],45.83,[0LB 1I 4RG],20.83,20.83,No
47,非马梦衢,范克瑞斯,CN,2022-07-28 08:35:43,2m 53s,CbfrtmcaGJQh9xN6,https://classic.warcraftlogs.com/reports/CbfrtmcaGJQh9xN6?fight=37&source=28&type=healing,2737.7,349,349,741,651,6,1,1,0,1,3,10602.69,Yes,0,No,No,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,61.02,462.75,16.9,0,0.0,2211.97,80.8,[2LB 0I 2RG],46.43,[0LB 0I 5RG],25.0,57.14,No
48,二媽丶,雷霆之击,CN,2022-08-04 08:58:57,2m 41s,2TBRt7LY9XnZvgV1,https://classic.warcraftlogs.com/reports/2TBRt7LY9XnZvgV1?fight=40&source=14&type=healing,2735.54,317,317,764,658,6,1,1,0,1,3,9874.91,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,20.5,99.47,3.64,582.2,21.28,1933.21,70.67,[0LB 0I 5RG],34.78,[0LB 5I 0RG],17.39,8.7,No
49,伟伟德疯狂,范克瑞斯,CN,2022-08-26 09:16:39,3m 56s,fpWHKw9Bv3kJcGng,https://classic.warcraftlogs.com/reports/fpWHKw9Bv3kJcGng?fight=21&source=19&type=healing,2733.5,262,262,569,732,6,1,1,2,0,2,11636.91,Yes,1,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,8.15,22.85,0.84,0,0.0,2374.17,86.85,[0LB 0I 5RG],38.71,[0LB 1I 4RG],22.58,6.45,No
50,德芯硬手,龙之召唤,CN,2022-07-03 03:05:59,3m 59s,bg2LRWr96XPaw1MD,https://classic.warcraftlogs.com/reports/bg2LRWr96XPaw1MD?fight=17&source=22&type=healing,2729.24,186,186,698,595,6,1,1,1,1,2,11334.82,Yes,1,No,No,Essence of the Martyr,Memento of Tyrande,12.58,29.57,1.08,146.13,5.35,2497.18,91.5,[0LB 1I 4RG],39.29,[0LB 0I 5RG],32.14,14.29,No
51,八牛牛,维希度斯,CN,2022-06-23 07:49:03,3m 57s,8Jwd6KAbX2cmpqtv,https://classic.warcraftlogs.com/reports/8Jwd6KAbX2cmpqtv?fight=32&source=16&type=healing,2729.17,12,12,574,579,7,1,1,1,1,3,11774.19,Yes,1,No,No,Essence of the Martyr,Memento of Tyrande,6.74,46.33,1.7,104.44,3.83,2534.25,92.86,[0LB 0I 5RG],44.0,[0LB 1I 4RG],28.0,0.0,No
52,艾油,范沃森,CN,2022-07-01 11:34:49,3m 50s,7qbJyxYdNX9kBGn8,https://classic.warcraftlogs.com/reports/7qbJyxYdNX9kBGn8?fight=54&source=12&type=healing,2728.51,285,285,681,655,7,1,1,2,0,3,11576.34,Yes,0,Yes,No,Battlemaster's Alacrity,Redeemer's Alchemist Stone,68.07,371.72,13.62,94.18,3.45,1960.52,71.85,[0LB 1I 4RG],17.65,[0LB 2I 3RG],11.76,41.18,No
53,我爱吃鸡翅膀,帕奇维克,CN,2022-08-19 07:44:21,2m 0s,tjTMbm27dZxAvcWJ,https://classic.warcraftlogs.com/reports/tjTMbm27dZxAvcWJ?fight=26&source=2&type=healing,2725.35,421,421,751,664,6,1,1,1,1,2,11491.14,Yes,0,No,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,85.79,597.75,21.93,33.92,1.24,1830.74,67.17,[2LB 0I 2RG],13.04,[0LB 0I 5RG],8.7,69.57,No
54,奶那个熊,审判,CN,2022-06-16 09:33:58,3m 53s,F6RM9X4AzBqbVCHx,https://classic.warcraftlogs.com/reports/F6RM9X4AzBqbVCHx?fight=56&source=34&type=healing,2724.78,217,217,588,623,7,1,2,1,0,3,9615.9,Yes,0,No,No,Redeemer's Alchemist Stone,Direbrew Hops,37.34,234.17,8.59,222.22,8.16,2053.02,75.35,[0LB 1I 4RG],17.24,[0LB 0I 5RG],17.24,3.45,No
55,霸霸不缺德,曼多基尔,CN,2022-06-30 10:19:17,3m 56s,JvWtNFyPYmrnfjZ1,https://classic.warcraftlogs.com/reports/JvWtNFyPYmrnfjZ1?fight=43&source=8&type=healing,2724.21,260,260,909,691,7,1,2,1,1,2,10838.97,Yes,1,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,35.91,237.5,8.72,57.24,2.1,2184.06,80.17,[0LB 1I 4RG],33.33,[0LB 0I 5RG],25.0,16.67,No
56,至暗磷青,席瓦莱恩,CN,2022-08-04 11:17:36,2m 55s,yrkB7M4LbKPVm1Yc,https://classic.warcraftlogs.com/reports/yrkB7M4LbKPVm1Yc?fight=41&source=31&type=healing,2721.67,347,347,583,654,6,1,1,1,1,2,10934.03,Yes,1,No,Yes,Direbrew Hops,Essence of the Martyr,12.65,32.26,1.19,55.34,2.03,2546.5,93.56,[0LB 0I 5RG],56.52,[0LB 2I 3RG],13.04,4.35,No
